구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,113450738,37511701,75939037,0,59760907,48502087,11258820,53689831,500,40000000,0,0,111532336,23083584,88448751,94749711,-6300960,-9251363,-9735363,-1961198,-4664559,5501823,0,0,0,-5.65,-8.73,-8.66,적전,적전,0,77.34,111.31,0,79.30,0.96,-10.86,-16.78,-5.40,-8.35,-243,1666,0,0.62,0.37,0,-9.13,0,0
2010,123183598,44017331,79166267,0,61880914,50583176,11297738,61302684,500,40000000,0,0,111394371,22211467,89182905,91358700,-2175796,-2847426,-3006222,-1181300,3152352,-2276807,0,0,0,-1.95,-2.70,0,0,0,0,87.02,100.94,0,80.06,0,0,0,0,0,-75,1864,0,0.56,0.38,36.05,0,0,32.09
2011,116062305,51327776,64734529,0,54318231,43195366,11122865,61744074,500,40000000,0,0,105626347,22378264,83248084,86941541,-3693457,-1889646,644133,584697,24709955,-24056292,0,0,0,-3.50,0.61,-5.18,적지,흑전,0,118.83,87.97,0,78.81,0.88,-6.00,1.05,-3.09,0.54,16,1875,58.52,0.49,0.35,8.13,1.84,0,181.22
2012,97333543,30996866,66336677,0,24777163,12848423,11928740,72556380,500,40000000,0,0,97725699,20111130,77614570,79073541,-1458972,13800414,11250025,39541,9041762,-12007019,0,0,0,-1.49,11.51,-7.48,적지,1646.54,0,241.25,34.15,0,79.42,0.92,-2.17,16.75,-1.37,10.54,281,2146,5.96,0.78,0.69,4.54,-1.89,0,32.35
2013,113212596,34345511,78867084,0,40731514,22512869,18218645,72481082,500,40000000,0,0,95705637,23871752,71833885,72865552,-1031667,278956,269574,607777,-15861568,14339000,0,0,0,-1.08,0.28,-2.07,적지,-97.60,0,152.56,56.20,0,75.06,0.91,-1.42,0.37,-0.98,0.26,7,2144,198.94,0.63,0.56,15.08,-1.35,0,27.28
2014,114446178,34268976,80177202,0,48495767,26707901,21787866,65950411,500,40000000,0,0,101113985,28812282,72301703,77327426,-5025723,-5694071,-5710966,2424339,-3782318,5489914,0,0,0,-4.97,-5.65,5.65,적지,적전,0,128.31,73.53,0,71.51,0.89,-7.26,-8.25,-4.42,-5.02,-143,1978,0,1.39,1.09,0,-6.79,0,0
2015,121613975,38710538,82903437,0,42526552,22275325,20251227,79087423,500,40000000,0,0,136517442,57006670,79510772,73091379,6419393,6986321,6237299,3075295,-8166910,1190398,50,1587558,25.45,4.70,4.57,35.01,흑전,흑전,7.86,173.78,53.77,0.46,58.24,1.16,8.85,8.60,5.44,5.28,156,2284,69.57,4.75,3.18,44.28,7.48,68.43,44.01
2016,118519738,35626287,82893451,0,37551792,19141028,18410763,80967946,500,40000000,0,0,124019612,52755830,71263782,67254485,4009298,4268792,4066482,6375479,-2694449,-5255425,50,1587558,38.77,3.23,3.28,-9.15,-37.54,-34.80,7.12,186.13,46.38,0.78,57.46,1.03,5.01,5.08,3.34,3.39,102,2332,62.51,2.74,2.06,33.77,4.66,65.09,34.82
2017,121097694,37481252,83616442,0,43685013,25740670,17944343,77412681,500,40000000,0,0,111708970,44457133,67251837,65077421,2174416,1901055,1769138,7446052,-2998538,-2348280,50,1550000,85.29,1.95,1.58,-9.93,-45.77,-56.49,4.05,145.61,56.43,0.74,60.20,0.93,2.75,2.23,1.81,1.48,45,2352,148.12,2.86,2.41,46.03,2.50,126.84,44.44
2018,122612031,38009704,84602327,0,44979585,26083879,18895707,77632446,500,40000000,0,0,115727727,49693442,66034286,63989748,2044538,2267278,1654416,5087949,-4222634,-414870,0,0,0,1.77,1.43,3.60,-5.97,-6.48,3.51,145.72,57.94,0,57.06,0.95,2.64,2.13,1.68,1.36,43,2359,98.54,1.81,1.48,29.12,1.90,87.17,28.85
