구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,94049131,76221340,17827791,0,4208870,3015877,1192993,89840262,500,14568000,0,0,28722236,12956444,15765792,5120385,10645407,11533730,10170136,5142797,-21063569,43546268,60,874080,8.59,37.06,35.41,27.86,5.74,21.19,257.87,2527.34,4.68,0.34,54.89,0.43,16.90,16.15,15.96,15.25,790,6167,22.27,2.85,7.89,19.46,60.02,24.09,21.16
2010,104940655,79938974,25001681,0,7463233,5421212,2042021,97477422,500,14568000,0,0,35312537,17828979,17483559,9738883,7744676,10731940,9009131,8445410,-31938973,-28091,60,864915,9.36,21.93,25.51,0,0,0,157.12,1474.56,7.66,0.48,49.51,0,0,0,0,0,635,6730,19.70,1.86,5.16,16.88,0,23.68,19.74
2011,108769586,81901961,26867625,0,8690933,7728431,962502,100078653,500,14728000,0,0,43398228,22924124,20474104,14960413,5513691,6737595,6082918,3688359,-4772874,-1888736,50,707000,11.57,12.70,14.02,22.90,-28.81,-32.48,69.35,1059.75,8.68,0.40,47.18,0.41,5.58,6.16,5.16,5.69,416,7087,30.04,1.76,4.23,23.05,15.28,33.57,25.13
2012,124570241,86023600,38546641,0,8494285,7839995,654290,116075956,500,14728000,0,0,54679622,27191866,27487756,10078892,17408864,20092647,17117621,21753599,-24343891,313644,0,0,0,31.84,31.31,26.00,215.74,181.40,216.00,1097.24,7.32,0,50.27,0.47,16.11,15.84,14.92,14.67,1148,8152,15.11,2.13,4.67,13.29,41.52,14.75,13.01
2013,137401279,94238363,43162916,0,8945349,8555336,390014,128455930,500,14728000,0,0,53884479,25954106,27930373,12521900,15408473,13409576,12404629,11944117,-5995123,-834080,0,0,0,28.60,23.02,-1.45,-11.49,-27.53,229.27,1101.52,6.96,0,51.83,0.41,12.60,10.15,11.76,9.47,839,8987,25.28,2.36,5.79,20.50,33.80,20.35,17.14
2014,152806276,105019503,47786774,0,9249693,9008793,240900,143556583,500,14728000,0,0,39242298,22494451,16747847,7958327,8789520,8259621,14741678,26324189,-13186466,-383960,0,0,0,22.40,37.57,-27.17,-42.96,18.84,228.46,1165.74,6.44,0,42.68,0.27,6.46,10.84,6.06,10.16,995,10004,25.57,2.54,9.55,20.47,14.60,42.80,30.24
2015,86559203,55450251,31108952,0,6209586,6022477,187109,80349617,500,7647727,0,0,27483989,17427342,10056647,9707103,349544,1388304,12800620,19672600,-12009374,-21301372,0,0,0,1.27,46.57,-29.96,-96.02,-13.17,13.88,920.72,7.73,0,36.59,0.23,0.31,11.43,0.29,10.70,870,11226,18.73,1.45,8.72,14.02,1.14,690.70,51.91
2016,125210896,54188402,71022494,0,6884223,4216200,2668023,118326673,500,10471840,0,0,30492026,20000791,10491235,6965875,3525360,5188876,3857835,5192994,-2364637,-838676,0,0,0,11.56,12.65,10.94,908.56,-69.86,-34.04,1285.24,5.82,0,34.41,0.29,3.55,3.88,3.33,3.64,413,11820,20.47,0.71,2.53,14.71,15.97,25.51,18.00
2017,129283489,54777433,74506056,0,6629162,4072631,2556530,122654327,500,10471840,0,0,27495710,18638241,8857470,6280807,2576662,4990038,4652792,4467366,-8753647,0,0,0,0,9.37,16.92,-9.83,-26.91,20.61,0,1345.01,5.40,0,32.21,0.22,2.14,3.86,2.02,3.66,449,12238,12.63,0.46,2.16,9.99,19.44,23.59,15.90
2018,143580726,65988145,77592581,0,8819155,4565205,4253950,134761571,500,10471840,0,0,32101830,19292070,12809760,5553032,7256728,9611136,7337601,9566711,-15280541,5220496,0,0,0,22.61,22.86,16.75,181.63,57.70,659702.58,1445.46,6.54,0,39.90,0.24,5.64,5.70,5.32,5.38,668,13144,9.43,0.48,2.06,8.15,55.03,9.73,8.46
