구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,42991097,20153646,22837451,0,18743199,13460467,5282731,24247898,500,54212316,0,0,32283987,19725317,12558670,14529353,-1970683,-3062752,-3028913,-499829,-1407032,3029891,0,0,0,-9.38,48.60,적지,적지,0,149.72,77.30,0,38.90,0.79,-8.51,-13.08,-4.85,-7.46,-51,451,0,1.12,0.77,109.62,-9.42,0,34.84
2017,38255018,12759405,25495613,0,16206631,7680680,8525951,22048387,500,44787538,0,0,21725114,13535776,8189338,11089333,-2899995,-11158138,-11188168,916915,-7599285,10273018,0,0,0,-51.50,17.33,적지,적지,0,166.12,73.50,0,37.70,0.56,-10.28,-39.65,-7.43,-28.65,-242,527,0,1.36,1.48,0,-13.77,0,0
2016,39843704,13223211,26620493,0,5453985,2317012,3136973,34389719,500,44787538,0,0,18515714,12014670,6501044,7357357,-856313,-1541641,-1530372,-825363,-1229943,1752881,0,0,0,-8.27,-12.99,적전,적전,0,570.70,15.86,0,35.11,0.46,-2.69,-4.81,-2.14,-3.82,-36,771,0,1.09,1.91,0,-3.89,0,0
2015,40189897,15462586,24727311,0,10894183,9288634,1605550,29295713,500,36960027,0,0,21279200,14086614,7192585,6180851,1011734,1128845,1100015,-2182889,-5464354,8057173,0,0,0,5.17,58.01,흑전,흑전,2.29,166.47,37.19,0,33.80,0.62,4.23,4.60,2.96,3.22,32,807,30.33,1.21,1.58,22.29,5.18,36.98,26.53
2014,28234174,9663389,18570785,0,9717539,8403249,1314290,18516635,500,24244800,0,0,13467103,9370691,4096412,5833582,-1737170,-3403826,-3485202,-2150191,-3637539,6993435,0,0,0,-25.88,80.43,적지,적지,0,115.00,52.48,0,30.42,0.49,-9.14,-18.34,-6.35,-12.73,-170,747,0,0.84,0.96,0,-10.43,0,0
2013,26501902,5896321,20605582,0,7011536,1487495,5524042,19490366,500,20201800,0,0,7463942,5648788,1815155,2940209,-1125055,-774429,-797925,-1100069,-6074018,7401025,0,0,0,-10.69,26.70,적지,적지,0,396.39,35.97,0,24.32,0.34,-6.11,-4.33,-5.07,-3.59,-45,965,0,0.84,1.94,0,-7.57,0,0
2012,17891629,4687452,13204176,0,565325,450563,114762,17326304,500,17630800,0,0,5891227,5366299,524927,1938020,-1413092,-7245074,-7245074,-18789,-35004,893863,0,0,0,-122.98,-6.44,적지,적지,0,1040.35,3.26,0,8.91,0.28,-7.21,-36.99,-6.71,-34.41,-448,983,0,1.59,4.28,0,-10.08,0,0
2011,24213117,8848015,15365102,0,2366032,2280853,85179,21847085,5000,1600000,0,0,6296933,6057682,239251,1018508,-779258,-2644038,-2644038,-925742,-207113,1307308,0,0,0,-41.99,-3.69,적지,적지,0,387.93,10.83,0,3.80,0.25,-3.36,-11.41,-3.08,-10.44,-1653,13654,0,0.67,2.31,0,-5.03,0,0
2010,26435732,11376360,15059372,0,1945546,1873893,71653,24490186,5000,1600000,0,0,6538410,6294254,244155,1929988,-1685833,-2389854,-2389854,-4973827,-4987565,221978,0,0,0,-36.55,0,0,0,0,607.10,7.94,0,3.73,0,0,0,0,0,-1494,15306,0,1.12,4.21,0,0,0,0
2009,30051730,15463110,14588621,0,3026508,1687573,1338934,27025223,5000,1600000,0,0,6106756,5777991,328765,2934677,-2605912,-4182576,-4182576,391970,9894988,-479523,0,0,0,-68.49,-10.10,적지,적지,0,916.29,11.20,0,5.38,0.18,-8.95,-14.36,-7.65,-12.28,-2614,16891,0,0.70,3.08,0,-10.74,0,0
