구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,34176476,16876996,17299480,0,22900347,18391914,4508433,11276129,500,5791832,0,0,22540931,18045850,4495082,3286546,1208536,123339,182721,2788672,-3327910,1019683,0,0,0,0.81,-17.00,-39.80,-88.41,1.23,91.76,203.09,0,19.94,0.69,10.84,1.64,3.68,0.56,32,1947,88.44,1.43,0.72,8.99,6.83,21.42,9.17
2017,31512912,15899635,15613277,0,20490442,18563394,1927048,11022471,500,5791832,0,0,27159289,21402341,5756948,3749545,2007403,501997,1575897,-2110796,-1753594,3597810,0,0,0,5.80,23.24,21.35,178.28,2.05,85.65,185.90,0,21.20,0.92,27.03,21.22,6.79,5.33,292,1903,16.83,2.59,0.98,8.64,27.32,13.79,7.91
2016,27615265,12808439,14806826,0,23782115,21177354,2604761,3833150,500,4603332,0,0,22037142,17022626,5014516,3360347,1654169,566305,566305,2681769,-2591326,670183,0,0,0,2.57,15.34,흑전,흑전,1.39,60.48,620.43,0,22.75,0.82,54.47,18.65,6.18,2.11,128,833,39.46,6.08,1.01,12.93,8.19,16.65,9.78
2015,25942586,12404503,13538083,0,23702288,19620011,4082278,2240298,500,4403332,0,0,19106491,14270349,4836142,5159621,-323479,-1682392,-1534031,841093,-917221,-573203,0,0,0,-8.03,7.43,적전,적전,0,63.22,1058.00,0,25.31,0.73,-14.47,-68.60,-1.24,-5.90,-365,509,0,6.90,0.77,0,-1.45,0,35.89
2014,26052248,12665260,13386989,0,23820473,16384072,7436401,2231775,500,4134332,0,0,17785501,13247497,4538004,3410597,1127407,235655,235655,-1708852,-115112,2333436,0,0,0,1.32,36.03,흑전,흑전,1.40,77.30,1067.33,0,25.52,0.75,53.33,11.15,4.74,0.99,57,540,0,0,0,0,5.72,16.59,9.88
2013,21520940,7484183,14036758,0,19524819,11153393,8371426,1996121,500,4134332,0,0,13074637,10059063,3015574,5983237,-2967663,-8347047,-8347047,1345107,-2362279,1037189,0,0,0,-63.84,8.08,적전,적전,0,67.10,978.14,0,23.06,0.53,-48.10,-135.29,-11.92,-33.53,-2019,483,0,0,0,0,-13.33,0,0
2012,28266590,10117070,18149520,0,17923423,9817184,8106239,10343167,500,4134332,0,0,12097601,7597311,4500290,3534282,966009,149490,149490,536684,-3125689,1597030,0,0,0,1.24,108.06,흑전,흑전,1.22,103.05,173.29,0,37.20,0.44,9.42,1.46,3.49,0.54,36,2502,0,0,0,0,3.89,16.17,5.39
2011,27120149,9852867,17267281,0,16963258,8385377,8577882,10156891,500,4134332,0,0,5814463,4701744,1112719,3439238,-2326519,-3327164,-3765317,714938,-867668,1276468,0,0,0,-64.76,-43.33,적전,적전,0,117.50,167.01,0,19.14,0.20,-19.32,-31.27,-7.90,-12.79,-911,2457,0,0,0,0,-10.02,0,0
2010,31768565,11800938,19967627,0,17846358,7262923,10583434,13922207,500,4134332,0,0,10259792,5733964,4525828,3328308,1197520,204372,242656,-2071391,-5184869,5418468,0,0,0,2.37,19.19,-16.70,-71.51,1.43,162.48,128.19,0,44.11,0.35,9.73,1.97,4.11,0.83,63,3367,0,0,0,0,5.65,12.41,7.07
2009,26463853,10442714,16021139,0,15782100,5637135,10144965,10681753,500,3534332,0,0,8607807,4861805,3746002,2308393,1437609,646996,851832,-2520345,-10869887,11704923,0,0,0,9.90,21.69,40.04,-17.66,2.58,185.25,147.75,0,43.52,0.41,16.42,9.73,6.87,4.07,263,3022,0,0,0,0,13.26,7.66,6.08
