구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,45032993998,0,0,0,40655934726,0,0,4377059272,5000,0,0,0,977628288,0,977628288,0,250126665,0,0,-3079233209,-655506000,3781483498,0,0,0,2.84,-8.56,-32.58,-19.40,0,0,928.84,0,14.63,0.16,5.76,4.37,0.61,0.46,0,0,0,0,0,0,0,0,0
2017,37250839601,0,0,0,32940243881,0,0,4310595720,5000,0,0,0,1069125333,0,1069125333,0,370990584,0,0,-4847682040,-141602733,5022484276,0,0,0,3.98,99.94,흑전,흑전,0,0,764.17,0,18.08,0.17,8.78,5.57,1.07,0.68,0,0,0,0,0,0,0,0,0
2016,32381938179,0,0,0,28237759950,0,0,4144178230,5000,0,0,0,534727867,0,534727867,0,-15127754,0,0,-535502669,-584294652,1000910215,0,0,0,-0.01,-41.68,적전,적전,0,0,681.38,0,12.33,0.15,-0.41,-0.01,-0.05,0.00,-2,17515,0,0.42,0.40,46.74,0,0,0
2015,23779133233,0,0,0,20477158998,0,0,3301974234,5000,0,0,0,916903073,0,916903073,0,297581565,0,0,-39545679,-114687952,-123994478,500,109948192,0,6.55,50.29,649.74,647.72,0,0,620.15,7.70,21.49,0.19,9.44,8.87,1.33,1.25,1181,14661,5.49,0.44,0.36,4.80,0,0,0
2014,20983246187,0,0,0,17978758690,0,0,3004487496,5000,0,0,0,610078483,0,610078483,0,39691395,0,0,515005302,-1017292326,588763339,50,20053960,0,1.41,94.79,흑전,흑전,0,0,598.40,0.72,23.02,0.13,1.34,1.26,0.20,0.19,158,13404,43.79,0.52,0.62,22.83,0,0,0
2013,18945327885,0,0,0,16027640943,0,0,2917686942,5000,0,0,66612530,313198269,0,313198269,0,-73750766,0,0,-17741589,-154021702,372074340,0,27710424,0,-2.33,-32.70,적지,적지,0,0,549.33,0.00,17.02,0.10,-2.49,-1.45,-0.38,-0.22,-181,13037,0,0.45,0.75,0,0,0,0
2013,19664384696,0,0,0,16660147362,0,0,3004237335,5000,0,0,66612530,465357305,0,465357305,0,-22547810,0,0,-193817333,-455914263,548192764,50,44433608,0,-3.12,-29.76,적전,적전,0,0,554.55,0.62,21.65,0.12,-0.75,-2.22,-0.13,-0.38,-283,13403,0,0.60,0.89,0,0,0,0
2012,15788407895,0,0,0,12746177526,0,0,3042230369,5000,0,0,66612530,662502760,0,662502760,0,145766206,0,0,-464837085,320811924,248088572,200,67426753,0,7.71,-4.16,-27.21,-50.51,0,0,418.97,1.90,37.37,0.12,5.12,4.80,0.97,0.91,731,13564,14.42,0.78,1.11,11.76,0,0,0
2011,14310596608,0,0,0,11660838636,0,0,2649757972,5000,0,0,0,691272857,0,691272857,0,200249664,0,0,-611629850,123971774,556914200,500,80892000,0,15.72,0,0,0,0,0,440.07,3.79,39.34,0,0,0,0,0,1625,15988,8.12,0.83,1.28,7.33,0,0,0
2010,11916481967,0,0,0,9477442030,0,0,2439039938,5000,0,0,0,720054637,0,720054637,0,260866509,0,0,510458734,-1035862657,640675580,400,64713000,0,6.26,22.11,35.90,22.53,0,0,388.57,2.94,24.93,0.26,11.06,7.67,2.31,1.60,1064,14746,12.79,0.92,0.80,10.84,0,0,0
