구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,46154258,33201481,12952777,0,8993795,8536383,457412,37160463,500,7500000,0,0,83090179,57377813,25712367,8821151,16891216,18470144,14844143,11913144,-11381684,-184554,100,750000,5.05,20.33,17.87,75.99,166.04,127.77,7945.07,388.94,24.20,0,30.95,2.09,55.27,48.57,42.43,37.29,2051,4955,0,0,0,0,111.12,0.00,0.00
2010,79861600,68828043,11033558,0,11516033,10674811,841221,68345568,500,9500000,0,0,85464780,57188781,28275999,10875722,17400277,18449050,14572550,17875192,-32093034,16316202,150,1425000,9.78,20.36,17.05,0,0,0,0,644.77,16.85,2.12,33.08,0,0,0,0,0,1861,7194,3.79,0.98,0.65,3.62,0,3.85,3.70
2011,85295927,70499979,14795948,0,12598149,12104528,493622,72697777,500,9500000,0,0,77361507,54416090,22945418,10345329,12600089,15772082,8998541,5758834,-2129218,-4417249,200,1803000,20.04,16.29,11.63,-9.48,-27.59,-38.25,0,582.43,17.33,2.72,29.66,0.94,17.87,12.76,15.26,10.90,947,7967,7.75,0.92,0.90,7.30,35.79,5.53,5.30
2012,85312001,70702228,14609773,0,7918723,7698754,219969,77393278,500,9500000,0,0,62267974,43598248,18669726,8617681,10052045,8440944,6810427,3244176,366544,-1803600,250,2254000,33.10,16.14,10.94,-19.51,-20.22,-24.32,0,918.36,10.23,3.11,29.98,0.73,13.39,9.08,11.78,7.98,717,8462,11.22,0.95,1.23,9.69,32.89,7.60,6.86
2013,91286466,78665386,12621079,0,10613531,10603531,10000,80672934,500,9500000,0,0,67343727,49559966,17783761,9567173,8216588,8447724,5596772,4233190,4046412,-2254500,250,2254500,40.28,12.20,8.31,8.15,-18.26,-17.82,0,741.88,13.16,2.87,26.41,0.76,10.40,7.08,9.31,6.34,589,8807,14.80,0.99,1.23,13.00,29.49,10.08,9.21
2014,89870974,77868116,12002858,0,10255282,10170472,84810,79615692,500,9500000,0,0,53413030,40594962,12818068,9864979,2953088,2500811,1617889,-11204648,16021519,-2254500,300,2705400,167.22,5.53,3.03,-20.69,-64.06,-71.09,0,765.63,12.88,3.80,24.00,0.59,3.68,2.02,3.26,1.79,170,8696,46.39,0.91,1.41,32.38,9.55,25.41,20.54
2015,93974689,81247089,12727600,0,10881630,10749045,132585,83093059,500,9500000,0,0,59962019,43017384,16944635,11541423,5403212,8789691,6205863,3427600,1551907,-2602815,500,4509000,72.66,9.01,10.35,12.26,82.97,283.58,0,755.85,13.10,6.15,28.26,0.65,6.64,7.63,5.88,6.75,653,9062,12.45,0.90,1.29,11.14,17.33,14.29,12.60
2016,94260280,79058025,15202255,0,9068527,8846249,222278,85191753,500,9500000,0,0,57243847,40996826,16247021,11374646,4872376,8556383,7001468,14480469,-4101929,-3144098,400,3607200,51.52,8.51,12.23,-4.53,-9.82,12.82,551.86,893.69,10.64,3.10,28.38,0.61,5.79,8.32,5.18,7.44,737,9283,17.50,1.39,2.14,15.70,18.54,25.15,21.59
2017,91673747,76749163,14924584,0,7571036,7409416,161620,84102711,500,9500000,0,0,47361093,33494999,13866095,9918186,3947909,4329857,3475828,1370422,-953177,-3591204,250,2254500,64.86,8.34,7.34,-17.26,-18.97,-50.36,131.64,1035.83,9.00,2.26,29.28,0.51,4.66,4.11,4.25,3.74,366,9168,30.20,1.21,2.22,24.62,14.32,26.59,22.16
2018,131918941,97591512,34327428,0,47028377,46732923,295454,84890564,500,45572000,0,0,40686889,30575202,10111687,9332908,778779,3232522,2654440,12250214,-21057378,38025363,0,0,0,1.91,6.52,-14.09,-80.27,-23.63,3.03,208.83,55.40,0,24.85,0.36,0.92,3.14,0.70,2.37,59,1922,54.53,1.66,3.58,42.20,2.58,187.63,93.67
