구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,151707133,86812352,64894781,0,89772785,89750785,22000,61934348,500,59763437,0,0,102914918,79401274,23513644,13598719,9914925,4124196,3708825,-10130831,1976941,7719033,0,0,0,3.60,41.86,17.92,-54.82,3.34,96.73,144.95,0,22.85,0.82,18.37,6.87,7.85,2.94,62,1036,27.07,1.62,0.98,25.34,86.91,12.33,12.03
2017,100752645,30276515,70476130,0,54748820,54726820,22000,46003825,500,50869788,0,0,72546211,58512443,14033768,5625451,8408317,8627309,8208762,10164181,-62479845,50616423,0,0,0,11.32,32.68,흑전,흑전,5.03,55.32,119.01,0,19.34,1.20,30.02,29.30,13.88,13.55,186,904,14.98,3.09,1.70,14.25,140.43,19.82,18.87
2016,20395112,12878814,7516298,0,10372530,10265289,107241,10022581,500,29187872,0,0,54679135,56458414,-1779279,10786078,-12565357,-15659206,-15761171,-3694785,-391451,2513728,0,0,0,-28.82,186.04,적지,적지,0,125.46,103.49,0,-3.25,2.23,-107.37,-134.67,-51.32,-64.37,-558,371,0,4.23,0.81,0,-89.98,0,0
2015,28574774,22646531,5928243,0,15190733,13174491,2016242,13384041,500,24135562,0,0,19115992,17355903,1760089,6552315,-4792225,-5174358,-6133926,-10184743,-2483557,17103082,0,0,0,-32.09,-16.72,적전,적전,0,171.90,113.50,0,9.21,0.82,-35.66,-45.64,-20.47,-26.20,-268,588,0,17.52,12.28,0,-34.75,0,0
2014,18242150,12397412,5844738,0,4745314,4652814,92500,13496836,500,22258402,0,0,22953448,18878379,4075069,3571035,504034,3984074,3984074,-1085763,3140246,-2812635,0,0,0,17.36,-14.26,흑전,흑전,1.43,266.45,35.16,0,17.75,1.26,4.96,39.21,2.76,21.85,218,662,2.29,0.76,0.40,2.01,4.67,22.52,10.73
2013,18226304,11291856,6934447,0,11400878,8809326,2591551,6825426,500,17533993,0,0,26772054,22517302,4254752,4541572,-286820,-2535529,-2625007,818656,-89672,-269369,0,0,0,-9.81,0.63,적지,적지,0,128.18,167.04,0,15.89,1.40,-3.65,-33.44,-1.50,-13.69,-150,459,0,1.46,0.44,0,-3.13,0,46.39
2012,20118347,13264163,6854184,0,11245818,10585966,659852,8872529,500,17533993,0,0,26604407,23052957,3551450,4441778,-890328,-1985788,-1986689,-252114,2470877,-2580010,0,0,0,-7.47,-7.19,적지,적지,0,125.30,126.75,0,13.35,1.21,-10.06,-22.44,-4.06,-9.06,-120,576,0,1.18,0.43,0,-7.50,0,0
2011,23737288,18711613,5025675,0,14901573,14901573,0,8835715,500,46941579,0,0,28665431,25013022,3652409,4871338,-1218929,-7904857,-1010411,-4629493,-5591548,2400434,0,0,0,-3.52,22.53,적전,적지,0,125.57,168.65,0,12.74,1.07,-20.38,-16.89,-4.55,-3.77,-45,267,0,1.55,0.57,0,-9.60,0,0
2010,29845237,24605582,5239655,0,26717229,26402729,314500,3128008,500,35288874,0,0,23395458,19295541,4099917,3871961,227956,-1204742,-9181709,-5506414,1316384,10490320,0,0,0,-39.25,0,0,0,0.17,93.19,854.13,0,17.52,0,0,0,0,0,-309,221,0,6.13,1.62,0,0,251.72,67.09
2009,28128758,15646004,12482754,0,22544564,17754121,4790443,5584194,500,25946977,0,0,22966985,18254958,4712027,6618144,-1906117,-5327871,-5246303,35616,-4941984,6159108,0,0,0,-22.84,-27.86,적전,적지,0,88.13,403.72,0,20.52,0.84,-29.14,-80.22,-6.94,-19.10,-204,376,0,1.36,0.53,0,-10.40,0,0
