구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,292007555,106480559,185526996,0,170015735,114682955,55332780,121991820,5000,1400000,0,0,216461045,175888155,40572889,25635264,14937625,11128468,8099491,28252656,-3683558,-14905446,500,147183,2.40,6.90,3.74,4.88,-2.46,22.07,2.22,92.85,139.37,1.56,18.74,0.78,12.65,6.86,5.40,2.93,4374,62975,7.32,0.51,0.21,1.87,4.78,13.40,6.12
2010,489482827,109489904,379992923,0,212180130,142818461,69361669,277302697,5000,1400000,0,0,285204128,246098754,39105374,26425904,12679470,7080944,6264155,19533936,-17081170,-5654893,0,0,0,4.45,2.20,0,0,0,2.14,76.66,76.52,0,13.71,0,0,0,0,0,3481,161171,9.81,0.21,0.17,2.22,0,17.43,7.54
2011,506625882,128553376,378072506,0,224468291,156297633,68170658,282157590,5000,1400000,0,0,308995210,267778819,41216391,28355902,12860489,5601707,5204621,12030245,-17835804,4344536,0,0,0,4.16,1.68,8.34,1.43,-16.91,2.15,82.25,79.55,0,13.34,0.62,4.60,1.86,2.58,1.04,3019,163981,9.28,0.17,0.13,1.81,3.41,17.13,7.27
2012,518373324,116161734,402211590,0,220681872,135015237,85666635,297691452,5000,1400000,0,0,291587109,236577839,55009271,31425733,23583538,18301419,15730621,51582308,-58667650,7090107,0,0,0,8.09,5.39,-5.63,83.38,202.24,4.18,86.04,74.13,0,18.87,0.57,8.13,5.43,4.60,3.07,10051,173926,3.42,0.20,0.17,1.52,5.64,9.56,5.47
2013,512954373,109391565,403562808,0,201966577,115557278,86409298,310987796,500,14000000,0,0,301880815,250981119,50899696,33550983,17348713,16757242,13947619,31340673,-11722214,-21959779,0,0,0,5.75,4.62,3.53,-26.44,-11.33,3.84,94.66,64.94,0,16.86,0.59,5.70,4.58,3.36,2.70,840,18197,6.03,0.28,0.24,2.28,3.96,13.83,6.53
2014,544017684,101677814,442339870,0,218861978,117391387,101470591,325155707,500,14000000,0,0,303156744,245694073,57462672,37270922,20191750,18987747,15414834,40274962,-53870610,15505105,50,700000,5.98,6.66,5.08,0.42,16.39,10.52,5.34,86.61,67.31,0.58,18.95,0.57,6.35,4.85,3.82,2.92,836,18952,10.23,0.45,0.39,4.31,4.31,15.17,8.45
2015,531607625,104326113,427281512,0,240854891,147639168,93215723,290752734,500,14000000,0,0,302484857,250948274,51536583,39194097,12342486,-29465591,-32474524,25677504,-4790629,-23078007,50,700000,0,4.08,-10.74,-0.22,-38.87,적전,4.33,70.66,82.84,0.61,17.04,0.56,4.01,-10.55,2.29,-6.04,-1975,16841,0,0.49,0.38,0,3.70,22.00,9.88
2016,574874609,123665610,451208999,0,244937550,130141759,114795791,329937059,500,14000000,0,0,256892120,207769027,49123093,32530382,16592711,40799426,40288486,8942313,-40928747,36851532,50,700000,2.26,6.46,15.68,-15.07,34.44,흑전,6.96,95.02,74.24,0.55,19.12,0.46,5.35,12.98,3.00,7.28,2211,18985,4.10,0.48,0.49,2.75,3.85,19.49,10.16
2017,511843398,131040597,380802801,0,212158230,137076696,75081534,299685168,500,14000000,0,0,323858909,280209018,43649891,35987454,7662437,14525634,9155278,-317655,-10507444,9133138,50,697469,9.75,2.37,2.83,26.07,-53.82,-77.28,2.79,95.60,70.79,0.71,13.48,0.60,2.43,2.91,1.41,1.68,511,19657,13.72,0.36,0.30,4.44,1.18,32.34,10.95
2018,542666495,160015157,382651337,0,180235268,121061627,59173641,362431226,500,14700000,0,0,374788747,280392758,94395989,40662558,53733431,76150238,64650484,71513961,-13824344,-46804964,50,732435,1.24,14.34,17.25,15.73,601.26,606.16,19.17,132.18,49.73,0.56,25.19,0.71,16.23,19.53,10.19,12.26,4015,22612,2.22,0.39,0.35,1.80,11.81,3.59,2.86
