구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,308746515,212143231,96603284,0,218656301,178949069,39707231,90090214,500,54024880,0,0,364018221,334889856,29128365,19256635,9871731,2957342,2428824,21493937,-10842656,-10255875,0,0,0,0.67,-13.50,-23.65,흑전,1.20,118.55,242.71,0,8.00,1.19,11.33,2.79,3.22,0.79,45,1669,31.31,0.84,0.21,21.62,36.36,8.06,7.26
2017,305298894,207241786,98057108,0,221095680,157042361,64053319,84203213,500,54024880,0,0,420833667,388616107,32217560,19288175,12929385,-4563567,-12023579,-3374827,-9654055,11868102,0,15531,0,-2.86,47.25,59.33,적전,2.33,131.97,262.57,0.00,7.66,1.44,14.24,-13.24,4.44,-4.13,-222,1560,0,0.66,0.13,0,90.04,6.95,6.24
2016,277457544,174723577,102733967,0,180039528,153603870,26435658,97418015,5000,5402488,0,0,285793827,260746575,25047252,16932475,8114777,2269961,2075354,21080179,-8355237,-12319927,200,1083604,0,0.73,23.67,10.76,-43.74,1.49,113.75,184.81,2.27,8.76,1.07,8.58,2.20,3.03,0.77,386,18046,22.79,0.49,0.17,13.11,14.36,9.83,8.27
2015,258991786,160388758,98603029,0,167337231,128794041,38543190,91654555,5000,5402488,0,0,231102049,209894478,21207571,13881345,7326226,3956773,3689041,-11881887,18478439,870097,0,15531,0,1.60,20.31,흑전,흑전,1.35,124.53,182.57,0.00,9.18,0.88,8.12,4.09,2.80,1.41,694,17319,15.79,0.63,0.26,11.87,12.40,15.94,13.64
2014,264739219,159181241,105557979,0,175898085,145243825,30654260,88841135,5000,5402488,0,0,192081993,202200063,-10118070,19181605,-29299675,-36721745,-37425288,-14679270,-6885768,9231462,0,0,0,-19.48,-25.69,적전,적지,0,109.60,197.99,0,-5.27,0.70,-27.08,-34.59,-10.66,-13.62,-6927,16787,0,0.34,0.16,0,-49.31,0,0
2013,284773448,185367002,99406446,0,157194263,87630212,69564052,127579184,5000,5402488,0,0,258476273,237112570,21363703,11813116,9550587,-2145940,-2979053,-16039813,-7023910,17186641,150,757990,0,-1.15,4.70,흑전,적지,1.72,211.53,123.21,2.96,8.27,0.94,7.37,-2.30,3.47,-1.08,-548,23958,0,0.21,0.11,0,17.71,6.91,6.54
2012,265083941,184900203,80183738,0,133315626,91759994,41555633,131768315,5000,5402488,0,0,246862236,245042272,1819963,11826540,-10006577,-16801051,-15479826,88652,-4656564,19072148,150,807364,0,-6.27,2.67,적전,적전,0,201.50,101.17,3.26,0.74,0.94,-7.13,-11.03,-3.81,-5.90,-2867,24730,0,0.19,0.10,0,-11.09,0,0
2011,259616139,182373269,77242869,0,110803581,81792049,29011532,148812558,5000,5402488,0,0,240440756,220803060,19637696,11741993,7895703,3386225,4031217,-1466537,3909526,1647141,200,1030163,0,1.68,45.20,90.95,-5.14,2.01,222.97,74.46,4.29,8.17,0.96,5.35,2.73,3.14,1.60,745,27883,6.25,0.17,0.10,5.46,10.82,4.64,4.32
2010,243228785,158123761,85105024,0,96824497,71867992,24956506,146404288,5000,5402488,0,0,165592753,151634356,13958397,9823546,4134850,3421991,4249858,24646,2702054,-3056641,250,1283900,0,2.57,0,0,0,1.26,220.02,66.14,3.75,8.43,0,0,0,0,0,787,27426,8.47,0.24,0.22,7.58,0,12.12,10.81
2009,233881883,151627279,82254604,0,90581104,73517232,17063872,143300779,5000,5402488,0,0,146151842,131064894,15086948,9929300,5157648,3318838,7663419,-10146486,-12790749,11517451,300,1557651,0,5.24,-9.64,-1.50,-0.82,3.01,206.25,63.21,4.18,10.32,0.69,3.97,5.90,2.43,3.61,1419,26758,5.06,0.27,0.27,4.39,11.43,8.50,6.92
