구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1298158,1225821,72337,0,1354649,1354649,0,-56491,0,0,0,0,7535093,3145919,4389174,4492169,-102995,-106491,-106491,115579,-165129,50000,0,0,0,-1.37,-1.41,0,0,0,0,90.49,완전잠식,0,58.25,0,0,0,0,0,-5325,-2825,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,12482021,10023546,2458475,0,3233933,3130933,103000,9248088,5000,20000,0,0,14996489,3705672,11290818,7314246,3976572,5449389,4689429,2854046,-77675,-939285,0,0,0,26.52,31.27,0,0,0,3628.82,320.15,34.97,0,75.29,0,0,0,0,0,234471,462404,0.01,0.00,0.00,0.01,0,2.78,2.72
2016,22040036,18399976,3640060,0,5712169,5519169,193000,16327867,100,54973077,0,0,27243309,8649287,18594023,10329038,8264985,8773347,7071905,5770078,-484725,-33181,0,0,0,30.34,25.96,81.66,107.84,50.81,22381.96,333.38,34.98,0,68.25,1.58,64.63,55.30,47.88,40.97,7072,16328,0.28,0.12,0.07,0.28,894.70,1.33,1.31
2017,63161123,27683050,35478072,0,28069163,14413164,13655999,35091960,100,60473077,0,0,34868166,10699567,24168599,13366222,10802378,-3143556,-5128224,8595241,-20631356,19400000,8,483785,0,30.98,-14.71,27.99,30.70,적전,85.80,192.07,79.99,0.19,69.31,0.82,42.02,-19.95,25.36,-12.04,-85,580,0,7.18,7.22,0,100.36,23.45,22.98
2018,75677204,26600328,49076876,0,24634180,14824976,9809204,51043024,100,61973077,0,0,47481790,12734178,34747613,17271122,17476490,17786240,14862505,15992273,-20259022,-4442422,14,867623,5.84,36.81,31.30,36.18,61.78,흑전,40.01,179.43,48.26,0.34,73.18,0.68,40.58,34.51,25.18,21.41,240,824,17.03,4.96,5.33,16.20,35.97,14.49,13.88
