구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,265400830,157483463,107917367,0,166455913,162348763,4107150,98944917,5000,5937607,0,0,424057600,391967305,32090295,25764506,6325789,2470455,1791864,48449999,-10337516,-36571196,0,0,0,0.42,-1.39,71.07,흑전,2.25,97.00,168.23,0,7.57,1.60,6.42,1.82,2.39,0.68,344,12918,25.96,0.69,0.15,5.76,2.73,17.70,7.53
2014,264270486,150789091,113481395,0,166287375,162711163,3576212,97983111,5000,5937607,0,0,430046938,402711868,27335071,23637346,3697725,-5037572,-4548139,8194464,-6373308,-3744174,0,0,0,-1.06,1.47,-33.58,적전,0.82,92.67,169.71,0,6.36,1.63,3.68,-4.52,1.40,-1.72,-593,12714,0,0,0,0,1.73,27.96,7.73
2013,264408111,145089731,119318380,0,161241802,160036280,1205522,103166309,5000,5937607,0,0,423837415,397256922,26580493,21013180,5567313,766201,748886,9595573,-7688212,1384295,0,0,0,0.18,14.73,44.70,흑전,1.22,90.66,156.29,0,6.27,1.50,5.43,0.73,1.97,0.26,92,13412,0,0,0,0,2.77,18.86,7.03
2012,301159341,178907335,122252006,0,199367058,193303102,6063957,101792283,5000,5937607,0,0,369424559,345082079,24342481,20494931,3847550,-1168054,-777535,7164242,-17329684,12617262,0,0,0,-0.21,12.40,-62.31,적전,0.73,92.55,195.86,0,6.59,1.32,3.72,-0.75,1.37,-0.28,-70,13235,0,0,0,0,1.31,28.01,8.91
2011,204737916,108976963,95760952,0,113595054,113543453,51600,91142862,5000,5937607,0,0,219579503,194955983,24623521,14950323,9673198,6761184,5746149,-21753857,-18507512,38936604,0,0,0,2.01,73.27,17.83,6.58,3.45,93.54,148.33,0,8.82,1.63,10.79,6.97,5.05,3.26,892,13545,0,0,0,0,5.90,9.68,5.77
2010,140656745,56999776,83656969,0,53951910,49906008,4045902,86704835,5000,5937607,0,0,189685574,170006209,19679365,11222029,8457336,8759689,7511744,-7078003,-27473669,33436433,0,0,0,3.26,0,0,0,9.44,112.99,70.59,0,10.46,0,0,0,0,0,871,11876,0,0,0,0,0,3.73,2.80
2009,98122091,40390498,57731593,0,45017076,40813753,4203323,53105015,5000,3907151,0,0,186704914,166502283,20202631,7445133,12757499,10412628,11030175,16836190,-16478525,3860339,0,0,0,5.91,3.60,-32.13,-48.06,15.48,98.96,84.77,0,10.82,1.96,26.22,22.67,13.41,11.59,1553,7477,0,0,0,0,25.39,1.52,1.25
