구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,6968784,4799842,2168942,0,5197966,4376149,821818,1770817,10000,25000,0,0,7911701,6119090,1792611,1866993,-74382,-111873,-121544,-1896050,5570,1380234,0,0,0,-0.94,-1.54,0,0,0,0,109.68,293.53,0,22.66,0,0,0,0,0,-4862,70833,0,0,0,0,0,0,149.61
2015,7370408,5109937,2260471,0,5223208,4477382,745826,2147200,10000,25000,0,0,10719972,8465219,2254754,1941896,312858,283636,376382,370554,-33054,-474056,0,0,0,2.92,3.51,35.50,흑전,흑전,2.84,114.13,243.26,0,21.03,1.50,15.97,19.21,4.36,5.25,15055,85888,0,0,0,0,8.22,10.26,7.89
2016,12316662,9001414,3315248,0,10034890,9395641,639248,2281772,500,500000,0,0,10000932,8072378,1928555,1899260,29295,168779,134572,1544253,-1316419,2188467,0,0,0,0.29,1.35,-6.71,-90.64,-64.25,0.37,95.80,439.78,0,19.28,1.02,1.32,6.08,0.30,1.37,269,4564,0,0,0,0,0.52,101.82,27.34
2017,9284815,6892538,2392278,0,7098125,6389426,708699,2186690,500,500000,0,0,16625216,14065378,2559839,2151951,407888,-166058,-95082,-2129178,882393,-943619,0,0,0,2.45,-0.57,66.24,1292.35,적전,1.74,107.87,324.61,0,15.40,1.54,18.26,-4.26,3.78,-0.88,-190,4373,0,1.10,0.14,0,4.72,16.27,14.00
2018,6306904,3857983,2448921,0,4078024,2463134,1614890,2228880,500,500000,0,0,9605332,7479926,2125406,1946416,178990,113551,42190,1931349,-135690,-1794812,0,0,0,1.86,0.44,-42.22,-56.12,흑전,1.06,156.63,182.96,0,22.13,1.23,8.11,1.91,2.30,0.54,84,4458,65.18,1.23,0.29,26.93,1.33,28.96,21.70
