구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,36242698,18863055,17379643,0,7103682,5479661,1624021,29139015,500,6405405,0,0,43646396,39496705,4149691,3854337,295354,347049,266637,772860,-413544,-1158815,25,160135,0,0.61,2.71,-61.17,-50.83,1.62,344.24,24.38,0.70,9.51,1.16,1.02,0.92,0.79,0.71,42,4549,86.24,0.79,0.53,13.33,0.76,79.68,13.42
2017,38836372,20392854,18443518,0,9856789,9841572,15217,28979583,500,6405405,0,0,42494221,37963505,4530716,3770104,760612,701192,542277,2482841,-520360,-2555387,0,0,0,1.28,11.14,692.79,흑전,3.84,207.21,34.01,0,10.66,1.07,2.65,1.89,1.92,1.37,85,4524,38.57,0.72,0.49,11.24,1.94,28.44,10.40
2016,40534776,21164259,19370518,0,12061008,8567758,3493250,28473768,500,6405405,0,0,38235287,34008443,4226844,4130903,95941,-23734,-18513,4527895,-350308,-2742405,0,0,0,-0.05,-9.19,흑전,적지,0.38,247.02,42.36,0,11.05,0.92,0.34,-0.06,0.23,-0.04,-3,4445,0,1.01,0.75,20.06,0.23,326.07,20.19
2015,42529115,22067476,20461639,0,13894973,9086141,4808832,28634142,500,6405405,0,0,42106391,38185412,3920979,4152143,-231165,-237689,-125414,3577916,-3006254,-2060098,0,0,0,-0.30,-9.89,적전,적전,0,242.87,48.53,0,9.31,0.98,-0.81,-0.44,-0.54,-0.29,-20,4470,0,0.89,0.61,14.29,-0.35,0,18.98
2014,43513960,24333573,19180387,0,15228434,12214564,3013871,28285526,500,6405405,0,0,46726213,41429715,5296498,4142705,1153793,626721,625545,3593194,-397177,-2067563,25,154727,0,1.34,-16.92,흑전,흑전,2.32,199.22,53.84,1.04,11.34,1.05,4.09,2.22,2.59,1.41,98,4531,24.58,0.53,0.33,6.16,3.28,19.46,7.43
2013,45454432,25141112,20313320,0,17355409,10556879,6798530,28099023,500,6405405,0,0,56242214,51916294,4325920,4438262,-112342,-562792,-581892,9169029,-505236,-6826780,25,156178,0,-1.03,-23.27,적전,적전,0,238.15,61.77,1.12,7.69,1.14,-0.39,-2.04,-0.23,-1.18,-91,4480,0,0.50,0.25,10.40,-0.29,0,12.16
2012,53523073,31005175,22517898,0,24685980,16900529,7785451,28837092,500,6405405,0,0,73294427,66952016,6342411,4479626,1862784,1381159,1169019,5630092,-1035875,-5888202,25,156000,0,1.59,-5.30,-67.29,-72.64,1.83,183.46,85.60,1.08,8.65,1.31,6.49,4.07,3.33,2.09,183,4595,12.74,0.51,0.20,4.53,3.43,17.29,8.09
2011,58463219,35199621,23263598,0,29877173,22029418,7847755,28586046,500,6405405,0,0,77397539,66220413,11177126,5482168,5694958,5334252,4272567,450312,-3448978,4842511,50,320000,0,5.52,22.75,30.28,39.00,5.56,159.78,104.52,1.56,14.44,1.47,22.05,16.54,10.78,8.09,667,4463,4.81,0.72,0.27,3.28,10.49,7.11,5.27
2010,47172147,25120699,22051448,0,24091863,16837093,7254770,23080284,500,6000000,0,0,63052727,54465345,8587382,4216075,4371307,3570555,3073803,1516831,-5253757,2591022,75,448200,0,4.87,0,0,0,4.56,149.20,104.38,2.63,13.62,0,0,0,0,0,512,3860,5.57,0.74,0.27,3.96,0,7.84,6.10
2009,36508680,21069522,15439158,0,17693233,10203271,7489961,18815447,500,6000000,0,0,40325040,36115470,4209570,2951769,1257801,1010276,778554,8176422,334635,-7021382,50,298800,0,1.93,-34.51,-54.57,87.27,1.29,206.50,94.04,2.29,10.44,1.02,6.78,4.20,3.19,1.98,130,3149,16.84,0.69,0.33,5.65,2.77,20.62,9.26
