구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,48393168,25150268,23242900,0,12210908,8295546,3915363,36182260,500,9967500,0,0,39571286,26593429,12977857,10515250,2462607,942556,675465,7399206,-5066674,-5019200,0,0,0,6.22,1.71,49.59,흑전,-58.27,5.89,303.18,33.75,0,32.80,0.81,7.01,1.92,5.03,1.38,68,4258,44.27,0.70,0.76,15.16,7.12,12.14,7.95
2010,55452842,35063089,20389753,0,17152096,12209901,4942195,38300746,500,10578500,0,0,69034003,44970074,24063929,14018539,10045390,5165946,2675078,13101645,-2519391,-327647,50,430355,16.85,14.55,3.88,0,0,0,19.51,287.17,44.78,0.77,34.86,0,0,0,0,0,244,4398,26.51,1.47,0.98,14.55,0,6.80,5.63
2011,42759057,25954153,16804904,0,12801100,10029991,2771109,29957957,500,10578500,0,0,38509978,28105705,10404273,16163467,-5759194,-8329661,-7687385,-2350954,-9541486,-3835103,0,0,0,-14.96,-19.96,-44.22,적전,적전,0,258.77,42.73,0,27.02,0.78,-16.87,-22.52,-11.73,-15.65,-710,3635,0,0.71,0.71,0,-21.92,0,0
2012,39980000,23893646,16086354,0,10183686,7365802,2817884,29796314,500,10578500,0,0,27047727,15050113,11997614,14514826,-2517212,-939076,-1028396,2386624,4298362,-4179756,0,0,0,-9.31,-3.80,-29.76,적지,적지,0,324.39,34.18,0,44.36,0.65,-8.43,-3.44,-6.08,-2.49,-99,3569,0,2.35,3.29,448.57,-9.84,0,0
2013,40671916,24790862,15881054,0,14903639,13180940,1722700,25768277,500,10578500,0,0,39266738,25915742,13350995,18185510,-4834515,-7700997,-6694146,-3462655,715715,3850014,0,0,0,-12.31,-17.05,45.18,적지,적지,0,188.08,57.84,0,34.00,0.97,-17.40,-24.10,-11.99,-16.60,-594,3149,0,4.95,4.20,0,-19.91,0,0
2014,39782293,15018764,24763529,0,9680727,8682596,998131,30101565,500,10594500,0,0,40288078,28044563,12243515,12654477,-410962,-1016094,-672051,1681385,-10871283,4689725,0,0,0,-1.02,-1.67,2.60,적지,적지,0,172.98,32.16,0,30.39,1.00,-1.47,-2.41,-1.02,-1.67,-45,3410,0,3.18,2.85,159.21,-1.12,0,145.36
2015,59158072,16002903,43155169,0,27130380,17470529,9659851,32027692,500,10594500,0,0,30577019,22991371,7585648,11730204,-4144556,-5779273,-4095580,-2833331,-19166004,23837684,0,0,0,-13.55,-13.39,-24.10,적지,적지,0,91.60,84.71,0,24.81,0.62,-13.34,-13.18,-8.38,-8.28,-372,3456,0,5.43,6.50,0,-8.29,0,0
2016,89023207,27650909,61372298,0,49716170,37155814,12560356,39307036,500,10594500,0,0,44710151,34601549,10108602,13203439,-3094837,-4822724,-2955205,-2036851,-15399112,14840035,0,0,0,-6.92,-6.61,46.22,적지,적지,0,74.42,126.48,0,22.61,0.60,-8.68,-8.29,-4.18,-3.99,-354,3883,0,5.11,4.70,0,-3.43,0,0
2017,88241640,21136756,67104883,0,43902823,33735859,10166964,44338816,500,10654500,0,0,55318246,35363862,19954384,17839256,2115128,480291,1023460,2224598,-9430231,7878035,0,0,0,3.82,1.85,23.73,흑전,흑전,9.42,62.65,99.02,0,36.07,0.62,5.06,2.45,2.39,1.15,38,4162,560.60,5.11,4.09,107.50,6.48,122.71,68.02
2018,95180175,29373528,65806647,0,49475047,37493916,11981132,45705128,500,10798868,0,0,48067633,33029612,15038021,23546048,-8508027,-8166348,-7138176,-3175024,-3350654,12101415,0,0,0,-17.70,-14.85,-13.11,적전,적전,0,78.34,108.25,0,31.29,0.52,-18.90,-15.85,-9.28,-7.78,-704,4077,0,5.29,4.84,0,-10.62,0,0
