구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,6755578,2509061,4246517,0,1585538,1071862,513676,5170040,500,11792614,0,0,5968850,5687834,281016,2315585,-2034569,-2340285,-2340285,-2986069,-2030222,5275566,0,0,0,-34.09,-39.21,74.79,적지,적지,0,234.08,30.67,0,4.71,1.08,-61.69,-70.96,-36.86,-42.40,-285,438,0,1.08,0.65,0,-78.28,0,0
2010,14376478,4907557,9468922,0,5355183,2689752,2665432,9021295,500,24781015,0,0,5897145,5556730,340415,3877703,-3537288,-3873129,-3875461,-3505116,-2106628,7029965,0,0,0,-59.98,-65.72,0,0,0,0,182.45,59.36,0,5.77,0,0,0,0,0,-217,359,0,1.22,1.32,0,0,0,0
2011,12762348,6128138,6634211,0,7793186,5760949,2032237,4969162,500,24781015,0,0,13192057,10484003,2708054,4404910,-1696856,-4282439,-4282439,-1299677,-704385,950269,0,0,0,-12.86,-32.46,123.70,적지,적지,0,106.37,156.83,0,20.53,0.97,-24.26,-61.22,-12.51,-31.56,-161,208,0,2.32,0.91,0,-26.71,0,0
2012,9167399,4833562,4333837,0,2074875,1992659,82216,7092523,500,11322978,0,0,5916410,3937818,1978593,1546194,432399,-965832,-965832,-1730045,-1304818,2435905,0,0,0,7.31,-16.32,-55.15,흑전,적지,0,242.57,29.25,0,33.44,0.54,7.17,-16.01,3.94,-8.81,-95,626,0,0.93,1.00,0,8.23,15.32,8.70
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
