구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,50734869,36513749,14221120,0,35746081,19555868,16190213,14988788,500,7255556,0,0,53488802,44987166,8501636,6904197,1597439,1290194,1121473,-3504899,-3720235,4272525,25,181389,0,2.10,21.25,-21.04,218.72,1.73,186.72,238.49,0.77,15.89,1.11,10.81,7.59,3.30,2.32,156,2066,20.65,1.56,0.43,11.37,4.69,25.68,16.33
2017,45933946,33663626,12270320,0,31356387,21993867,9362520,14577559,500,7005556,0,0,44114821,34596910,9517911,7494705,2023206,160003,351871,1595172,-1245740,2441804,0,0,0,0.80,9.00,-21.84,-85.10,2.45,153.06,215.10,0,21.58,1.00,13.91,2.42,4.60,0.80,50,2081,57.12,1.38,0.46,14.06,15.68,16.44,10.73
2016,42125292,28408293,13716998,0,27607929,20639791,6968138,14517363,500,3475000,0,0,40473801,31348227,9125574,6536928,2588647,2370738,2360885,-1528111,-2227043,3544774,0,0,0,5.83,20.06,23.82,16.03,3.66,137.64,190.17,0,22.55,1.02,20.47,18.67,6.55,5.97,709,4178,8.99,1.53,0.52,7.03,10.24,13.54,10.79
2015,36946734,25399152,11547582,0,26169567,17084742,9084825,10777168,500,3175000,0,0,33712040,26047262,7664777,5574084,2090693,1938242,2034752,31820,441617,-70846,0,0,0,6.04,17.46,5.44,-3.92,2.58,148.67,242.82,0,22.74,0.96,20.71,20.16,5.95,5.79,641,3394,7.80,1.47,0.47,5.55,10.60,13.16,9.43
2014,33348262,20782561,12565701,0,23939985,19344263,4595722,9408277,500,2975000,0,0,28699750,22536086,6163664,4180805,1982859,2137933,2117665,-3725636,-1620806,5822679,0,0,0,7.38,5.72,-12.44,86.44,2.36,107.44,254.46,0,21.48,1.02,25.25,26.97,7.03,7.51,721,3162,0,0,0,0,11.61,7.61,4.74
2013,23060739,12658602,10402137,0,16763142,13168405,3594737,6297597,500,2725000,0,0,27145676,21655394,5490281,3225834,2264447,1341276,1135829,3310488,-2969086,-654474,0,0,0,4.18,42.78,흑전,흑전,2.44,96.13,266.18,0,20.23,1.29,44.55,22.35,10.80,5.42,417,2311,0,0,0,0,13.48,4.55,2.61
2012,18881676,10890438,7991237,0,15013272,8625522,6387750,3868403,500,2725000,0,0,19012706,19128291,-115585,3937021,-4052606,-3429218,-3456643,-2158961,-1262521,3076026,0,0,0,-18.18,-4.92,적전,적전,0,126.26,388.10,0,-0.61,0.98,-89.55,-76.38,-20.81,-17.75,-1317,1420,0,0,0,0,-28.75,0,0
2011,20069658,12555874,7513783,0,14886719,8602231,6284488,5182939,500,2200000,0,0,19997410,16796975,3200435,3055171,145264,242497,196178,2711660,-2316750,-452464,0,0,0,0.98,5.01,-81.84,-73.35,0.19,145.96,287.23,0,16.00,1.02,2.86,3.86,0.74,1.00,89,2356,0,0,0,0,0.80,64.04,5.62
2010,19252058,11880707,7371351,0,14265297,8060295,6205002,4986761,500,2200000,0,0,19043915,17007270,2036644,1236900,799744,798217,735997,-706357,-1448269,2505547,0,0,0,3.86,21.50,-57.44,-57.26,1.25,147.40,286.06,0,10.69,1.13,17.37,15.99,4.74,4.36,335,2267,0,0,0,0,5.53,12.86,5.38
2009,14517031,8082194,6434836,0,10297104,6759104,3538000,4219927,500,2200000,0,0,15673875,13028824,2645051,765804,1879247,1935146,1721866,1252586,-3976439,2904386,0,0,0,10.99,28.15,110.20,415.94,3.68,119.57,244.01,0,16.88,1.28,60.45,55.38,15.34,14.05,1055,1918,0,0,0,0,16.54,4.02,2.81
