구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,704418,217571,486847,0,38460339,38411903,48436,-37755921,500,29000000,0,0,0,0,0,1898083,-1898083,-15638683,-15638683,-363462,97065,284842,0,0,0,0,0,-100.00,적지,적지,0,0.57,완전잠식,0,0,0.00,완전잠식,완전잠식,-31.44,-259.05,-539,-1302,0,0,0,0,0,0,0
2010,12438864,5586578,6852287,0,16205020,16179562,25457,-3766155,500,41449858,0,0,7691903,16415513,-8723610,5569793,-14293403,14064498,14064498,-18120607,-6970111,29018297,0,0,0,-185.82,182.85,0,적지,흑전,0,34.53,완전잠식,0,-113.41,1.17,완전잠식,완전잠식,-217.50,214.02,540,-91,0,0,0,0,0,0,0
2011,19078486,3297085,15781400,0,35830493,34909764,920729,-16752008,500,41449858,0,0,81774829,76015280,5759549,17679956,-11920407,-12985852,-12985852,1315638,-11129752,5949958,0,0,0,-14.58,-15.88,963.13,적지,적전,0,9.44,완전잠식,0,7.04,5.19,완전잠식,완전잠식,-75.64,-82.40,-313,-404,0,0,0,0,-1046.81,0,0
2012,25064601,7569142,17495460,0,58958619,54152413,4806206,-33894018,500,41449858,0,0,137235556,134118434,3117122,17232463,-14115340,-15778358,-15778358,-619261,-5350890,6482500,0,0,0,-10.29,-11.50,0,0,0,0,13.98,완전잠식,0,2.27,0,0,0,0,0,-381,-818,0,0,0,0,0,0,0
2013,26990298,8688698,18301600,0,37114656,23927938,13186718,-10124358,500,33816619,0,0,166833245,145694424,21138821,17477493,3661328,14031148,14031148,1192096,-3426818,4203456,0,0,0,2.19,8.41,21.57,흑전,흑전,2.43,36.31,완전잠식,0,12.67,6.41,완전잠식,완전잠식,14.07,53.91,874,-299,0,0,0,0,0,1.74,0.99
2014,48124646,16989906,31134740,0,52414250,34307394,18106857,-4289604,500,33816619,0,0,218453739,189175207,29278531,21469750,7808782,7054183,7054183,19041840,-16460373,-1200000,0,0,0,3.57,3.23,30.94,113.28,-49.72,7.07,49.52,완전잠식,0,13.40,5.82,완전잠식,완전잠식,20.79,18.78,209,-127,0,0,0,0,0,0.57,0.35
2015,77407157,30815948,46591209,0,79003994,57228966,21775027,-1596837,500,33816619,0,0,266882122,236036992,30845131,27661242,3183888,2746247,2746247,31274691,-24006574,-1000000,0,0,0,1.19,1.03,22.17,-59.23,-61.07,1.92,53.85,완전잠식,0,11.56,4.25,완전잠식,완전잠식,5.07,4.38,81,-47,0,0,0,0,0,0.00,0.00
2016,97951955,44585226,53366729,0,99577370,84638846,14938524,-1625415,500,33816619,0,0,382756008,334076556,48679452,35857751,12821702,2480197,1986859,37156629,-15669575,-15376785,0,0,0,3.35,0.52,43.42,302.71,-27.65,13.55,52.68,완전잠식,0,12.72,4.37,완전잠식,완전잠식,14.62,2.27,59,-48,0,0,0,0,0,0.00,0.00
2017,225771172,156416306,69354866,0,189256931,165929965,23326966,36514241,500,33816619,0,0,584032230,485534687,98497543,51399082,47098461,44643772,39707708,109125436,-17110740,0,0,0,0,8.06,6.80,52.59,267.33,1898.52,162.03,94.27,518.31,0,16.87,3.61,269.99,227.62,29.10,24.53,1174,1080,0,0,0,0,0,0.00,0.00
2018,430876193,324987356,105888837,0,205170176,173045154,32125022,225706017,500,46974812,0,0,731788991,621250146,110538844,62734177,47804667,49388721,37880339,31416024,-73571562,151830511,0,0,0,6.53,5.18,25.30,1.50,-4.60,47.07,187.80,90.90,0,15.11,2.23,36.46,28.89,14.56,11.54,946,4805,7.90,1.56,0.41,5.97,0,7.35,5.85
