구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1187277,1087480,99797,0,665911,475641,190270,521366,0,0,0,0,2559834,1475695,1084139,807611,276528,403171,360345,264446,-141470,192800,750,30000,8.33,10.80,14.08,0,0,0,35.56,228.63,127.72,0,42.35,0,0,0,0,0,18017,26068,0,0,0,0,0,0.00,0.00
2011,3203683,2897616,306067,0,890885,490401,400485,2312798,0,0,0,0,6065703,2939834,3125869,2296568,829301,1201925,1039836,41055,-991900,835129,50,100000,9.62,13.67,17.14,136.96,199.90,188.57,57.31,590.87,38.52,0,51.53,2.76,58.52,73.38,37.77,47.36,618,1156,0,0,0,0,76.78,0.00,0.00
2012,6342666,5720835,621831,0,1452112,910680,541433,4890554,500,2000000,0,0,11260133,5075410,6184723,3367426,2817297,2887030,2640510,2550279,-2729030,183333,25,50000,1.89,25.02,23.45,0,0,0,160.47,628.19,29.69,0,54.93,0,0,0,0,0,1320,2445,0,0,0,0,0,0.00,0.00
2013,9359071,8290109,1068963,0,1413525,1189562,223963,7945546,500,2000000,0,0,13419749,5070025,8349724,4717815,3631909,3361839,3095707,3214602,-1025228,-616667,25,50000,1.62,27.06,23.07,19.18,28.91,17.24,433.82,696.90,17.79,0.13,62.22,1.71,56.59,48.23,46.26,39.43,1548,3973,12.79,4.98,2.95,12.46,155.49,10.90,10.66
2014,53398463,48769067,4629396,0,6529100,2813072,3716027,46869364,500,2774729,0,0,22816568,7477331,15339237,7689682,7649555,8095008,6447349,5207610,-36113075,35725324,0,0,0,33.53,28.26,70.02,110.62,108.27,420.49,1733.66,13.93,0,67.23,0.73,27.91,23.52,24.38,20.55,2928,16892,31.18,5.41,8.81,30.31,199.72,33.12,32.33
2015,45861702,34389906,11471796,0,1892901,1616970,275930,43968801,100,13983895,0,0,17916048,5889517,12026531,9936987,2089544,3151603,2822832,339512,5578152,-9251855,70,955137,33.72,11.66,15.76,-21.48,-72.68,-56.22,83.41,2126.81,4.31,0.55,67.13,0.36,4.60,6.22,4.21,5.69,203,3499,62.47,3.63,9.88,55.15,22.35,85.01,72.05
2016,44722988,30410531,14312457,0,1896477,1351735,544743,42826511,100,14094745,0,0,15476750,5540659,9936091,9588967,347124,693282,595148,500839,-565765,-1944038,10,134189,18.67,2.24,3.85,-13.62,-83.39,-78.92,0,2249.74,4.43,0.13,64.20,0.34,0.80,1.37,0.77,1.31,51,3593,146.54,2.09,6.80,79.01,2.00,304.62,109.98
2017,50030989,31522241,18508749,0,9848652,8780148,1068505,40182337,100,14094745,0,0,18132156,6256898,11875258,10127133,1748125,371622,762581,1444675,-2035119,767160,3,38784,5.08,9.64,4.21,17.16,403.60,28.13,27.20,359.02,24.51,0.06,65.49,0.38,4.21,1.84,3.69,1.61,54,3611,88.46,1.33,3.72,41.29,20.12,38.78,25.87
2018,43012662,25650299,17362364,0,4591429,3770475,820954,38421233,100,14094745,0,0,20327716,8403755,11923961,11952313,-28353,105602,140763,-1459808,8884229,-6342288,3,37697,0,-0.14,0.69,12.11,적전,-81.54,0,680.29,11.95,0.07,58.66,0.44,-0.07,0.36,-0.06,0.30,-18,3599,0,1.25,3.11,89.75,-0.18,0,68.26
