구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,176737139,75252842,101484298,0,53569938,49283082,4286855,123167202,500,6330908,0,0,103635370,63447670,40187699,26890213,13297487,10806782,8158512,19904934,-14627474,-7692247,350,2079043,0,7.87,-2.39,-29.05,-28.81,90.86,152.70,43.49,1.04,38.78,0.59,10.89,6.68,7.62,4.67,1289,22337,26.07,1.50,2.05,14.21,10.76,16.01,10.59
2017,172422167,67567530,104854636,0,51278774,46861051,4417724,121143392,500,6330908,0,0,106175851,61052174,45123677,26381686,18741991,14762973,11460016,17997815,-7094861,-16887331,300,1814196,0,10.79,8.18,26.74,3.26,41.47,144.19,42.33,0.52,42.50,0.61,16.07,9.82,10.74,6.57,1810,21428,31.71,2.68,3.42,20.47,15.35,19.82,14.84
2016,176621064,69388073,107232991,0,64454309,55842874,8611435,112166755,500,6330908,0,0,98148858,55514024,42634834,27846552,14788282,12111400,11098157,14906712,-9723151,1178395,320,1855271,0,11.31,10.95,128.59,112.79,29.43,124.26,57.46,0.75,43.44,0.58,13.63,10.23,8.73,6.55,1753,19771,24.50,2.17,2.77,15.36,15.00,19.31,13.35
2015,162327995,57128665,105199330,0,57428491,49975894,7452597,104899504,500,6330908,0,0,88459262,49925873,38533389,32063980,6469409,6760042,5215643,13272464,2575736,-18433243,0,0,0,5.90,0.29,-46.29,-48.39,10.82,114.31,54.75,0,43.56,0.53,6.35,5.12,3.89,3.14,824,18210,67.37,3.05,3.97,31.16,5.84,56.23,29.04
2014,169978846,74125015,95853831,0,71147143,63715818,7431325,98831703,500,6330908,0,0,88207498,51114027,37093471,25047516,12045955,10579678,10106492,21661377,-5963653,-12738674,0,0,0,11.46,8.09,-33.76,-32.75,9.95,116.34,71.99,0,42.05,0.53,12.75,10.70,7.26,6.09,1596,16314,37.65,3.68,4.31,25.92,14.60,32.55,23.59
2013,161776133,79718238,82057895,0,71656385,68483508,3172877,90119748,500,6330908,0,0,81604938,46943368,34661570,16475506,18186064,16432720,15028638,22707328,-6458512,-14995492,0,0,0,18.42,4.80,21.37,129.69,11.09,116.41,79.51,0,42.47,0.50,21.55,17.81,11.18,9.24,2374,14768,20.73,3.33,3.82,16.45,21.73,17.96,14.79
2012,163606906,73415275,90191631,0,84969392,83307637,1661755,78637513,500,6330908,0,0,77867014,44723440,33143574,18159203,14984371,14828312,6542986,13718151,13010538,-27929535,0,0,0,8.40,3.09,-26.71,-47.78,4.50,88.13,108.05,0,42.56,0.44,20.34,8.88,8.55,3.73,1034,12421,44.90,3.74,3.77,29.82,8.23,21.93,17.96
2011,186841789,98859487,87982302,0,118160703,117064227,1096477,68681085,500,6330908,0,0,75535345,41135748,34399596,13954924,20444673,16504781,12530450,-24765302,81197867,-55566688,0,0,0,16.59,33.67,104.55,106.42,4.91,84.45,172.04,0,45.54,0.33,32.65,20.01,9.05,5.55,1979,11214,21.70,3.83,3.60,18.14,25.67,15.58,13.91
2010,264916080,164206469,100709610,0,208349109,204262901,4086208,56566970,500,6330908,0,0,56507293,32245197,24262095,14267032,9995064,10883937,6070244,-14569587,-56996523,72035661,0,0,0,10.74,0,0,0,1.14,80.39,368.32,0,42.94,0,0,0,0,0,959,9300,26.86,2.77,2.88,19.41,0,18.78,15.23
2009,206492663,119920538,86572126,0,171765089,161704083,10061006,34727575,500,6330908,0,0,61797025,33163264,28633760,12839063,15794697,36340474,30251121,-7710836,-66305783,74064486,0,0,0,48.95,14.50,-23.13,흑전,4.26,74.16,494.61,0,46.34,0.35,84.96,162.72,9.01,17.26,4778,7544,7.74,4.90,3.79,7.27,13.75,15.19,13.50
