구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2000,658041,520704,137337,0,9193,9193,0,648848,5000,134800,0,0,0,0,0,128448,-128448,-22382,-25152,-86143,-343969,674000,0,0,0,0,0,0,0,0,0,5664.14,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,559501,283848,275653,0,5261,1398,3863,554240,5000,134800,0,0,512677,383139,129537,306045,-176508,-94607,-94607,-231569,89510,0,0,0,0,-34.43,-18.45,0,적지,적지,0,20303.86,0.95,0,25.27,0.84,-29.34,-15.73,-28.99,-15.54,0,0,0,0,0,0,-105.70,0,0
2002,927673,521919,405754,0,522169,514499,7670,405504,0,0,0,0,1896048,1628089,267959,506339,-238380,-241988,-241988,-444430,-125655,554251,0,0,0,-12.57,-12.76,269.83,적지,적지,0,101.44,128.77,0,14.13,2.55,-49.68,-50.43,-32.06,-32.54,0,0,0,0,0,0,-48.57,0,0
2003,467090,272882,194208,0,206029,199232,6797,261061,500,1421850,0,0,1710274,1508252,202023,467816,-265793,-144443,-144443,0,0,0,0,0,0,-15.54,-8.45,-9.80,적지,적지,0,136.97,78.92,0,11.81,2.45,-79.75,-43.34,-38.11,-20.71,0,0,0,0,0,0,-54.81,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
