구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,262168450000,0,0,0,244057124000,0,0,18111326000,5000,0,0,0,4435662000,0,4435662000,0,0,0,0,-546728000,-1663334000,2441813000,230,78897000,14.62,2.14,1.73,64.45,3.82,-13.50,0,0,1347.54,0.39,21.07,0.11,3.81,3.09,0.25,0.20,1451,52616,41.13,1.13,0.73,21.47,0,0,0
2010,258770622000,0,0,0,239104692000,0,0,19665930000,5000,0,0,0,4754566000,0,4754566000,0,0,0,0,14660278000,-2529936000,-11784328000,120,41163479,28.08,1.90,1.08,0,0,0,0,0,1215.83,0.20,30.30,0,0,0,0,0,379,54286,158.12,1.11,1.14,46.88,0,0,0
2011,277600817000,0,0,0,254501022000,0,0,23099795000,5000,0,0,0,7330142000,0,7330142000,0,0,0,0,-4007190000,688552000,4774881000,720,278173000,11.72,12.83,9.17,6.93,776.00,1004.35,0,0,1101.75,1.98,26.83,0.10,15.89,11.36,1.27,0.91,6142,59319,5.91,0.61,0.53,5.16,0,0,0
2012,285751054000,0,0,810716000,260987913000,0,0,24763141000,5000,0,0,0,6277808000,0,6277808000,0,0,0,0,7644558000,-2532234000,-3252263000,600,231811000,13.39,9.58,6.85,1.82,-28.43,-28.35,0,0,1053.94,1.58,27.71,0.09,10.16,7.27,0.86,0.62,4480,63591,8.46,0.60,0.58,7.11,0,0,0
2013,292167598000,0,0,854063000,266185324000,0,0,25982274000,5000,0,0,0,6010556000,0,6010556000,0,0,0,0,-6345527000,4178817000,1707139000,500,193175847,15.19,8.97,5.64,-13.04,-16.66,-26.75,0,0,1024.49,1.18,28.87,0.08,7.99,5.02,0.70,0.44,3291,67250,12.84,0.63,0.72,10.47,0,0,0
2014,308355708000,0,0,817194000,280843036000,0,0,27512672000,5000,0,0,0,5968817000,0,5968817000,0,0,0,0,3276746000,-1684297000,-755066000,780,301354321,21.51,9.13,6.60,-5.84,-3.35,11.02,0,0,1020.78,2.16,29.91,0.07,7.32,5.29,0.65,0.47,3626,70700,9.97,0.51,0.65,8.40,0,0,0
2015,329065467000,0,0,965137000,300162745000,0,0,28902722000,5000,0,0,0,6344718000,0,6344718000,0,0,0,0,2193631000,-5075330000,3255265000,980,378624659,22.29,8.19,7.77,-10.82,-7.04,22.06,0,0,1038.53,2.96,27.90,0.07,6.46,6.12,0.57,0.54,4396,74234,7.54,0.45,0.58,6.55,0,0,0
2016,375673656000,0,0,994456000,344412253000,0,0,31261403000,5000,0,0,0,6905659000,0,6905659000,0,0,0,0,1124987000,-4438538000,3181326000,1250,497968501,23.23,6.61,8.64,-3.41,-7.92,26.80,0,0,1101.72,2.92,25.25,0.07,5.57,7.28,0.48,0.62,5458,75865,7.84,0.56,0.66,6.91,0,0,0
2017,436785609000,0,0,5300183000,402740780000,0,0,34044829000,5000,0,0,0,9643938000,0,9643938000,0,0,0,0,-4836025000,-8729419000,14688746000,1920,766728159,23.15,10.24,8.52,18.93,139.44,52.66,0,0,1182.97,3.03,21.02,0.10,12.30,10.24,0.99,0.82,7920,83219,8.01,0.76,0.68,6.86,0,0,0
2018,479588298000,0,0,6078291000,443875271000,0,0,35713027000,5000,0,0,0,10185993000,0,10185993000,0,0,0,0,-8957618000,-4480286000,11743772000,1920,759736000,24.82,10.15,7.29,15.23,6.28,-8.42,0,0,1242.89,4.13,21.19,0.09,12.24,8.78,0.93,0.67,7321,87710,6.35,0.53,0.46,5.28,0,0,0
