구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,250578187,82401305,168176881,0,13285798,10518637,2767161,237292388,5000,6649138,0,0,127668738,105049267,22619471,7641666,14977805,18000044,13647369,19223071,-15677433,-478955,0,0,0,10.69,-26.75,-39.01,-38.02,2721.75,783.38,5.60,0,17.72,0.52,6.47,5.90,6.05,5.51,2053,38348,16.78,0.90,1.79,13.28,14.81,15.29,12.33
2017,244713604,83713895,160999709,0,19057697,15698526,3359171,225655907,5000,6649138,0,0,174294405,139986887,34307518,9748658,24558860,29299236,22019014,32497173,-34439522,-3372495,0,0,0,12.63,-12.22,-7.66,1.76,4599.04,533.26,8.45,0,19.68,0.74,11.40,10.22,10.42,9.34,3312,36565,12.35,1.12,1.56,10.64,23.01,11.07,9.68
2016,226636415,102077050,124559364,0,21471372,18040624,3430747,205165043,5000,6649138,0,0,198566058,159424660,39141397,12544759,26596638,28700092,21638350,20343244,-11689016,-2115185,100,367255,0,10.90,9.17,259.15,189.28,3832.92,565.82,10.47,0.23,19.71,0.94,13.91,11.32,12.56,10.22,3254,33016,13.11,1.29,1.43,11.54,24.11,10.66,9.61
2015,196853700,90943621,105910079,0,19743655,18957955,785701,177110045,5000,6649138,0,0,181883465,163740447,18143018,10737628,7405390,10027401,7480077,23303026,-13523657,-3114370,0,0,0,4.11,-8.22,-7.99,-4.95,67.98,479.71,11.15,0,9.98,0.91,4.26,4.31,3.70,3.73,1125,28796,37.25,1.46,1.53,27.38,6.19,37.62,27.58
2014,203736391,101396508,102339883,0,33347039,29049879,4297160,170389352,5000,6649138,0,0,198169502,179431080,18738422,10689772,8048650,9972552,7869791,-7301592,7614973,-8902467,0,0,0,3.97,4.45,-13.73,-28.54,23.06,349.04,19.57,0,9.46,1.00,5.00,4.89,4.06,3.97,1184,27835,113.22,4.81,4.50,85.87,7.06,111.10,84.72
2013,193032480,115195829,77836651,0,41535264,39909227,1626037,151497216,5000,6649138,0,0,189728876,171438598,18290278,8960233,9330045,13427092,11012974,12951397,-12739113,2131094,0,0,0,5.80,-2.14,117.28,80.15,17.06,288.64,27.42,0,9.64,1.02,6.41,7.56,5.02,5.92,1656,24994,23.00,1.52,1.34,19.12,9.05,27.15,21.90
2012,178991294,113408507,65582787,0,39158451,36366169,2792283,139832843,5000,6649138,0,0,193883303,180692700,13190603,8896628,4293975,8043325,6113321,25339518,-14711824,-8652605,0,0,0,3.15,7.39,-58.01,-35.64,7.62,311.85,28.00,0,6.80,1.09,3.14,4.47,2.41,3.44,919,23240,21.54,0.85,0.68,14.73,3.44,30.66,18.49
2011,176728999,112873505,63855494,0,42888407,41339697,1548710,133840592,5000,6649138,0,0,180544035,163078551,17465484,7238570,10226914,12849068,9498053,-4892219,11888518,-51995,100,360000,0,5.26,11.31,-39.33,-38.36,17.12,273.04,32.04,0.89,9.67,1.04,7.89,7.33,5.90,5.48,1428,22339,7.88,0.50,0.41,7.07,7.89,8.39,7.59
2010,170045681,107647260,62398421,0,44659815,43008891,1650924,125385866,5000,6649138,0,0,162204341,134455090,27749252,10892237,16857014,21066729,15408873,-11619781,-1146627,10655545,100,360405,0,9.50,0,0,0,27.22,250.29,35.62,0.80,17.11,0,0,0,0,0,2317,21067,5.39,0.59,0.51,5.09,0,5.10,4.83
2009,140546831,98887168,41659662,0,35159183,34108517,1050666,105387647,5000,6649138,0,0,122803720,96496262,26307458,7196872,19110586,19732797,14288242,17569990,-28541852,10412403,100,361092,0,11.64,-14.30,202.93,343.71,46.54,289.92,33.36,1.39,21.42,0.99,19.55,14.61,15.38,11.50,2149,18052,3.35,0.40,0.39,3.07,17.15,2.51,2.34
