구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,141729071,91540658,50188414,0,57227371,44081664,13145707,84501701,100,25000000,0,0,274946877,259617809,15329068,9069607,6259462,7079463,5376211,22829981,-8735501,-12547094,70,1750000,0,1.96,-4.19,-4.75,26.36,7.29,207.66,67.72,3.51,5.58,1.90,7.56,6.49,4.32,3.71,215,3380,9.28,0.59,0.18,6.62,4.77,10.69,7.95
2017,148087552,103353717,44733835,0,67032041,60760496,6271545,81055511,500,5000000,0,0,286980520,270742159,16238361,9666407,6571954,5681397,4254726,-758436,-5337581,9326838,350,1750000,0,1.48,8.08,266.61,406.94,8.44,170.10,82.70,3.51,5.66,2.06,8.32,5.38,4.72,3.05,851,16211,11.70,0.61,0.17,8.21,4.94,12.22,9.59
2016,130501358,90191603,40309755,0,53492879,53421576,71303,77008479,500,5000000,0,0,265518715,251245661,14273054,12480405,1792648,1358540,839290,18934423,928578,-19140265,150,750000,0,0.32,-8.83,-83.07,-89.73,1.90,168.83,69.46,1.33,5.38,1.92,2.32,1.08,1.30,0.61,168,15402,67.32,0.73,0.21,20.61,1.07,44.83,21.75
2015,146327097,104042698,42284398,0,68503214,67990733,512480,77823883,500,5000000,0,0,291240518,271844042,19396476,8806635,10589841,10559873,8175314,-8622988,-5967257,14689422,300,1500000,0,2.81,0.61,-0.06,12.80,8.47,153.02,88.02,3.30,6.66,2.05,14.24,10.99,7.47,5.77,1635,15565,5.55,0.58,0.16,4.48,8.10,8.18,6.90
2014,137170495,99064035,38106460,0,66223791,55539167,10684623,70946704,500,5000000,0,0,289477648,271130165,18347483,7751570,10595913,9350930,7247344,-1167978,-3598961,4798704,300,1500000,0,2.50,-5.29,8.98,20.67,8.83,178.37,93.34,3.99,6.34,2.30,15.60,10.67,8.41,5.75,1449,14189,5.19,0.53,0.13,4.08,9.56,5.98,5.05
2013,114814004,77995566,36818438,0,49897595,38768928,11128667,64916410,500,5000000,0,0,305658636,287871410,17787226,8064726,9722500,8281457,6005799,1605709,1522148,-3064044,250,1250000,0,1.96,-2.39,-16.97,-5.28,6.13,201.18,76.86,3.82,5.82,2.63,15.55,9.61,8.36,5.16,1201,12983,5.45,0.50,0.11,4.13,8.92,5.45,4.55
2012,117823647,79821835,38001812,0,57728667,54820099,2908567,60094980,500,5000000,0,0,313154420,293717128,19437292,7727220,11710071,7982870,6340604,19379824,-4351052,-15418860,250,1250000,0,2.02,-7.32,-19.39,-32.20,4.48,145.61,96.06,3.83,6.21,2.61,20.51,11.11,9.76,5.29,1268,12019,5.14,0.54,0.10,4.01,11.60,4.48,3.89
2011,122103002,84325519,37777483,0,68030349,64913129,3117220,54072654,500,5000000,0,0,337880729,316232097,21648632,7122616,14526017,11842795,9351705,-11798603,-6706897,18440504,250,1250000,0,2.77,29.75,84.79,-5.10,4.90,129.91,125.81,3.85,6.41,2.72,29.09,18.73,11.70,7.53,1870,10815,3.47,0.60,0.10,2.99,13.44,4.71,4.27
2010,126147686,93777886,32369800,0,80356482,69186020,11170462,45791204,500,5000000,0,0,260418488,246405374,14013114,6152295,7860818,12882696,9854473,-2463900,893838,1509000,200,1000000,0,3.78,0,0,0,4.28,135.54,175.48,4.47,5.38,0,0,0,0,0,1971,9158,2.27,0.49,0.09,2.08,0,8.81,7.88
2009,80062471,45951218,34111253,0,37432166,30038868,7393298,42630305,500,5000000,0,0,189749430,173683252,16066177,4199243,11866934,10721191,8154304,6850456,-3711159,-3701999,200,1000000,0,4.30,-2.79,113.56,173.84,10.64,152.97,87.81,4.82,8.47,2.58,32.14,22.09,16.16,11.11,1631,8526,2.54,0.49,0.11,2.17,24.39,2.84,2.54
