구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,281814604,41978803,239835801,0,126577720,90152431,36425289,155236884,500,39690000,0,0,158832544,134413915,24418629,13857692,10560937,12035322,11816198,15035474,-8743955,-2021644,25,375315,3.18,6.65,7.44,-4.51,-2.78,100.53,2.75,46.56,81.54,2.60,15.37,0.64,8.37,9.37,4.23,4.73,298,3911,3.22,0.25,0.24,1.46,7.11,11.68,4.95
2010,305834395,44932009,260902386,0,127460153,93571123,33889030,178374242,500,39690000,0,0,213573904,187051092,26522812,13258045,13264767,16713900,14947619,23291960,-21022011,-5144603,50,1984500,13.28,6.21,7.00,0,0,0,3.48,48.02,71.46,3.52,12.42,0,0,0,0,0,377,4494,3.77,0.32,0.26,1.99,0,10.82,5.37
2011,574328001,115279080,459048922,0,325949107,230800458,95148649,248378895,500,39690000,0,0,241909054,211743843,30165210,13948345,16216865,31887438,24952900,21156061,-30820863,10222892,20,794000,3.18,6.70,10.31,13.27,22.26,66.94,3.33,49.95,131.23,1.21,12.47,0.55,7.60,11.69,3.68,5.67,629,4911,2.63,0.34,0.27,1.72,5.27,22.74,12.51
2012,551057855,104630664,446427192,0,290493153,173440694,117052458,260564702,500,39690000,0,0,434960595,343739153,91221442,40035585,51185857,19524351,14111059,79291077,-37839937,-39062581,25,336000,2.44,11.77,3.24,79.80,215.63,-43.45,4.56,60.33,111.49,1.35,20.97,0.77,20.11,5.55,9.10,2.51,347,5242,5.34,0.35,0.17,1.88,11.24,6.69,4.47
2013,567074895,99766778,467308118,0,293939794,187639296,106300498,273135101,500,39690000,0,0,425724544,366445469,59279075,40987205,18291870,12531633,11217425,39134759,-41827600,3993979,25,992250,12.26,4.30,2.63,-2.12,-64.26,-20.51,2.11,53.17,107.62,1.12,13.92,0.76,6.85,4.20,3.27,2.01,204,5470,10.99,0.41,0.21,2.60,4.90,20.33,8.37
2014,592642987,99348059,493294928,0,311759037,213883898,97875139,280883950,500,39690000,0,0,402568274,345315712,57252562,39659981,17592582,11307072,9021083,37086712,-44733857,5533834,30,1190700,16.98,4.37,2.24,-5.44,-3.82,-19.58,2.15,46.45,110.99,1.34,14.22,0.69,6.35,3.26,3.03,1.56,177,5613,12.65,0.40,0.22,2.62,3.93,22.32,8.83
2015,500878581,124761523,376117058,0,285717047,215968272,69748775,215161534,500,39690000,0,0,405200618,365199242,40001376,44058981,-4057605,-30181152,-27351711,20911827,51638799,-76778166,0,0,0,-1.00,-6.75,0.65,적전,적전,0,57.77,132.79,0,9.87,0.74,-1.64,-11.03,-0.74,-5.00,-538,5044,0,0.70,0.35,20.86,-1.03,0,16.93
2016,383709578,157338708,226370870,0,218255928,186543464,31712464,165453649,500,26665000,0,0,313139959,271957114,41182845,19816183,21366662,23071757,30090418,42325042,4635389,-46433223,0,0,0,6.82,9.61,-22.72,흑전,흑전,6.23,84.34,131.91,0,13.15,0.71,11.23,15.81,4.83,6.80,679,5313,5.21,0.67,0.45,2.70,6.02,10.82,4.98
2017,313512421,101751278,211761142,0,120741057,99321248,21419809,192771364,500,26665000,0,0,468427472,415734521,52692951,20555294,32137657,33128306,28062849,23552752,4076410,-28478296,0,0,0,6.86,5.99,49.59,50.41,-6.74,11.19,102.45,62.63,0,11.25,1.34,17.94,15.67,9.22,8.05,707,6016,0,0,0,0,13.12,1.63,1.12
2018,344029627,131438825,212590802,0,130328509,61659716,68668793,213701118,500,26665000,0,0,482852303,373635634,109216668,20797298,88419370,94863206,81796405,112378249,3176679,-67728688,0,0,0,18.31,16.94,3.08,175.13,191.48,36.12,213.17,60.99,0,22.62,1.47,43.51,40.25,26.89,24.88,2061,6543,0,0,0,0,40.98,0.11,0.09
