구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,16706224,12120005,4586219,0,23903175,5177578,18725597,-7196951,5000,1131000,0,0,10456911,7410138,3046773,1471818,1574955,33837,33837,1008954,-401381,-937058,0,0,0,0.32,0,0,0,1.56,234.09,완전잠식,0,29.14,0,0,0,0,0,0,0,0,0,0,0,0,3.17,2.38
1993,14421791,9671127,4750664,0,20801205,1321039,19480166,-6379414,5000,1131000,0,0,15303492,12248792,3054700,1998892,1055808,-378373,-378373,0,0,0,0,0,0,-2.47,0,0,0,0.79,732.08,완전잠식,0,19.96,0,0,0,0,0,0,0,0,0,0,0,0,4.16,4.16
1991,25825879,19490910,6334969,0,15151924,10786812,4365112,10673955,5000,1100000,0,0,24582373,20322992,4259381,2475398,1783983,797422,647884,-2803101,-3097378,6747937,100,0,0,2.64,12.20,25.32,9.62,1.60,180.69,141.95,1.28,17.33,1.11,19.21,6.97,8.09,2.94,0,0,0,0,0,0,8.43,9.46,7.37
1990,18271811,14548377,3723434,0,10368304,8196457,2171847,7903507,5000,740000,0,0,21909994,18870341,3039653,1616140,1423513,667341,591028,-2566059,-1867253,4581845,100,0,0,2.70,24.47,18.77,13.97,2.14,177.50,131.19,0.81,13.87,1.53,22.13,9.19,9.93,4.12,0,0,0,0,0,0,10.95,9.05,7.49
