구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,2181962154,1489031387,692930767,0,742996125,638526784,104469341,1438966029,500,56311790,0,0,3021143787,2426361984,594781802,297354634,297427168,366427957,274442443,343124438,-369438770,-12620908,0,14074569,5.39,9.84,9.08,0,0,0,236.17,233.20,51.63,0,19.69,0,0,0,0,0,4640,24914,0,0,0,0,0,0.12,0.09
2010,3653482869,1875337026,1778145843,0,1013264641,891181283,122083358,2640218227,500,72256772,0,0,4329993599,3547315263,782678336,394941937,387736399,447923786,327635254,484387845,-405664420,-33659599,0,0,0,8.95,7.57,43.32,30.36,19.38,177.23,210.43,38.38,0,18.08,1.48,19.01,16.06,13.29,11.23,4506,36089,0,0,0,0,26.09,0.09,0.06
2011,4063874871,1999214048,2064660823,0,1128513003,976309484,152203519,2935361868,500,72256772,0,0,4765232635,3865344353,899888281,486232508,413655773,459889613,334975138,413344131,-455338443,-54299143,0,18057515,5.53,8.68,7.03,10.05,6.68,2.24,259.62,204.77,38.45,0,18.88,1.23,14.84,12.02,10.72,8.68,4523,39384,0,0,0,0,16.17,0.22,0.14
2012,4465407179,2283330598,2182076582,0,1220467218,1067256221,153210998,3244939961,500,72256772,0,0,6105858304,4985063840,1120794464,562788918,558005546,552957046,407165439,629466382,-292816453,-14371333,0,18057515,4.56,9.14,6.67,28.13,34.90,21.55,258.96,213.94,37.61,0,18.36,1.43,18.06,13.18,13.08,9.55,5478,44086,0,0,0,0,18.43,0.11,0.07
2013,5300099795,2928998232,2371101564,0,1416720293,1219483709,197236584,3883379502,500,77377800,0,0,7046832521,5914920875,1131911645,626282772,505628874,496990145,325982505,512249858,-346360297,-20268669,0,19337547,6.19,7.18,4.63,15.41,-9.39,-19.94,154.34,240.18,36.48,0,16.06,1.44,14.19,9.15,10.36,6.68,4312,49166,0,0,0,0,13.07,0.16,0.09
2014,5546045160,3228074453,2317970708,0,1332020531,1117969280,214051252,4214024629,500,77377800,0,0,7897747592,6605015702,1292731891,699312708,593419182,636751090,434272525,996275205,-840299623,-50994546,500,38675094,9.37,7.51,5.50,12.08,17.36,33.22,219.82,288.74,31.61,0.17,16.37,1.46,14.66,10.73,10.94,8.01,5336,53166,55.00,5.52,2.88,28.06,15.32,38.44,23.04
2015,6331679124,3845288985,2486390139,0,1554827346,1389914522,164912824,4776851778,500,77377800,0,0,7853458731,6560850297,1292608435,704357072,588251363,649120792,469830680,864766041,-782412643,-48078124,500,38675093,8.81,7.49,5.98,-0.56,-0.87,8.19,308.12,276.66,32.55,0.20,16.46,1.32,13.09,10.45,9.91,7.91,5674,59324,44.77,4.28,2.50,23.75,15.97,33.73,20.31
2016,6842003858,4548447653,2293556206,0,1550879764,1347385059,203494704,5291124095,500,77377800,0,0,8180186861,6762393574,1417793287,790700991,627092295,751861736,514327713,622817969,-253945700,-44252134,750,58012640,12.51,7.67,6.29,4.16,6.60,9.47,463.71,337.58,29.31,0.54,17.33,1.24,12.46,10.22,9.52,7.81,5995,66457,23.27,2.10,1.32,13.02,15.35,17.45,11.03
2017,7277760880,5117498575,2160262305,0,1558331443,1324862539,233468905,5719429437,500,77377800,0,0,9299206130,7804602141,1494603989,763044841,731559149,752095705,541772277,834847191,-970422623,-67645429,2000,154700372,29.17,7.87,5.83,13.68,16.66,5.34,384.84,386.27,27.25,1.00,16.07,1.32,13.29,9.84,10.36,7.67,6854,71854,29.18,2.78,1.66,17.93,19.04,21.37,14.69
2018,8013849391,5881776287,2132073104,0,1865297206,1574796378,290500829,6148552184,500,77377800,0,0,10034218901,8369829635,1664389267,787033454,877355813,956530746,638792258,1196531554,-818556277,-156208016,2000,154700372,24.58,8.74,6.37,7.90,19.93,17.91,526.31,373.49,30.34,0.98,16.59,1.31,14.79,10.76,11.47,8.35,8134,77335,25.08,2.64,1.57,16.83,22.76,18.18,13.45
