구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,53669763,29815302,23854461,0,24194091,19772187,4421904,29475672,500,14500000,0,0,78006696,69668304,8338392,4320412,4017980,3593514,2955912,-292723,-1642586,1588173,35,507500,17.17,5.15,3.79,-3.04,14.37,57.47,9.90,150.79,82.08,1.06,10.69,1.70,14.67,10.79,8.76,6.45,204,2033,16.16,1.62,0.61,10.72,13.10,13.37,9.74
2010,55501295,29941540,25559754,0,22055853,20004432,2051422,33445441,500,14500000,0,0,86986579,78271619,8714960,3492757,5222203,5181302,4334338,11524130,-5547331,-7104714,50,725000,16.73,6.00,4.98,0,0,0,20.66,149.67,65.95,1.67,10.02,0,0,0,0,0,299,2307,10.00,1.30,0.50,7.31,0,8.51,6.52
2011,58511209,25771067,32740142,0,19028705,15719426,3309279,39482504,500,14500000,0,0,84430791,78511854,5918937,3675784,2243153,2547548,1840837,2833446,-228978,-1466502,35,507000,27.54,2.66,2.18,-2.94,-57.05,-57.53,12.29,163.94,48.20,1.63,7.01,1.48,6.15,5.05,3.93,3.23,127,2723,16.90,0.79,0.37,9.85,5.92,14.49,9.13
2012,51324720,26201480,25123241,0,12398170,10243113,2155057,38926551,500,14500000,0,0,66706903,62104259,4602643,3568787,1033856,5510296,4341359,4392969,-1877524,-2324386,50,725000,16.70,1.55,6.51,-20.99,-53.91,135.84,7.38,255.80,31.85,1.87,6.90,1.21,2.64,11.07,1.88,7.91,299,2685,8.93,1.00,0.58,6.72,3.03,37.52,15.73
2013,52851847,28713962,24137885,0,12723144,10828859,1894285,40128702,500,14500000,0,0,59105965,53200563,5905402,3936447,1968955,2495796,2033610,-315751,1409911,-1037616,35,507500,24.96,3.33,3.44,-11.39,90.45,-53.16,22.54,265.16,31.71,1.34,9.99,1.13,4.98,5.14,3.78,3.90,140,2768,18.61,0.94,0.64,11.10,5.78,19.22,11.31
2014,62170393,42086319,20084074,0,19382853,18214279,1168574,42787540,500,14500000,0,0,72014445,63390075,8624370,5021838,3602532,7466761,6186341,-4079050,8567081,-786728,75,1087500,17.58,5.00,8.59,21.84,82.97,204.20,61.42,231.06,45.30,2.13,11.98,1.25,8.69,14.92,6.26,10.76,427,2951,8.24,1.19,0.71,6.62,8.82,14.15,9.96
2015,60585507,40704618,19880889,0,15358640,14435847,922793,45226867,500,14500000,0,0,93390676,82120004,11270672,6655693,4614979,4770393,3582119,7216277,-2007641,-5329280,100,1450000,40.48,4.94,3.84,29.68,28.10,-42.10,118.88,281.97,33.96,1.98,12.07,1.52,10.49,8.14,7.52,5.84,247,3119,20.40,1.62,0.78,14.32,9.27,15.84,11.91
2016,67282421,48316492,18965929,0,18588444,17547669,1040775,48693977,500,14500000,0,0,81686182,69535861,12150322,6920520,5229801,6584970,5276676,11418395,-6034088,-1727561,125,1812500,34.35,6.40,6.46,-12.53,13.32,47.31,1292.27,275.34,38.17,2.73,14.87,1.28,11.14,11.24,8.18,8.25,364,3358,12.57,1.36,0.81,10.12,12.68,12.68,10.19
2017,122608332,103657115,18951217,0,46885251,45370684,1514568,75723081,100,87508375,0,0,82326520,66232196,16094324,8470729,7623595,9687544,7908144,2609169,-19478927,48976513,0,0,0,9.26,9.61,0.78,45.77,49.87,19.28,228.47,61.92,0,19.55,0.87,12.25,12.71,8.03,8.33,108,865,27.00,3.38,2.59,23.47,18.98,27.97,24.20
2018,139724108,80970650,58753458,0,61421728,57061836,4359892,78302379,100,87508375,0,0,76202953,60467963,15734990,16583946,-848956,316950,-1196499,2180868,-33305299,16850724,0,0,0,-1.11,-1.57,-7.44,적전,적전,0,141.90,78.44,0,20.65,0.58,-1.10,-1.55,-0.65,-0.91,-4,891,0,7.94,8.12,272.80,8.40,0,353.99
