구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,297746235,79058918,218687317,0,135326153,116462693,18863460,162420082,5000,1027299,0,0,196876674,164194219,32682455,24476868,8205586,49908921,43234066,5876222,-16004607,10015770,0,0,0,21.96,4.84,-14.75,-0.15,2.61,67.88,83.32,0,16.60,0.73,5.83,30.73,3.05,16.08,0,0,0,0,0,0,12.92,8.18,7.28
2009,239931193,78046864,161884329,0,120957256,103394868,17562387,118973937,5000,1027299,0,0,187792538,156419164,31373374,21747638,9625736,49848620,43297591,21380696,-6391790,-14649944,0,0,0,23.06,23.08,1.29,흑전,1.69,75.48,101.67,0,16.71,0.84,9.65,43.41,4.31,19.37,0,0,0,0,0,0,12.43,5.51,4.95
2008,207068806,65732198,141336608,0,126562231,105990609,20571622,80506576,5000,1027299,0,0,152574940,124172667,28402274,18898707,9503567,-4237287,-3458661,-13806184,-24812129,43866641,0,0,0,-2.27,29.67,105.48,적지,2.51,62.02,157.21,0,18.62,0.93,14.37,-5.23,5.82,-2.12,0,0,0,0,0,0,14.20,8.88,8.02
2007,119319976,37398535,81921441,0,67571734,64438838,3132896,51748242,5000,1027299,0,0,117660199,94894169,22766030,18140892,4625138,1174665,-357924,-3720598,-12543918,10271735,0,0,0,-0.30,28.84,-40.68,적전,1.56,58.04,130.58,0,19.35,1.00,8.61,-0.67,3.93,-0.30,0,0,0,0,0,0,-5.54,9.72,8.28
