구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,290894933,236784416,54110517,0,221239782,197351145,23888637,69655151,500,8817348,0,0,256693205,237647530,19045675,15291485,3754189,3898487,740320,-14314307,-4576593,24155745,0,0,0,0.29,71.38,-63.45,-66.86,1.67,119.98,317.62,0,7.42,0.97,5.83,1.15,1.41,0.28,215,8858,49.78,1.21,0.37,16.85,0.98,34.83,17.57
2017,240916843,191045896,49870946,0,181890135,167117199,14772936,59026708,500,7933333,0,0,149777264,126140937,23636326,13364210,10272116,5362264,2234115,-12317958,-883403,10294887,0,0,0,1.49,37.98,37.46,-22.83,5.86,114.32,308.15,0,15.78,0.76,18.45,4.01,5.21,1.13,552,8274,24.72,1.65,0.72,13.52,5.23,13.28,9.81
2016,153479831,104468608,49011223,0,101157842,90591152,10566690,52321988,500,7600000,0,0,108547853,86160696,22387156,14914126,7473031,4888438,2895031,-1373427,-2311046,2892134,0,0,0,2.67,18.87,흑전,흑전,6.85,115.32,193.34,0,20.62,0.85,14.08,5.46,5.85,2.27,381,7472,28.09,1.43,0.75,17.82,7.16,13.56,11.09
2015,101809216,73005670,28803546,0,48005007,30671141,17333865,53804209,500,7600000,0,0,91317951,81286645,10031307,10225508,-194201,-558787,-232630,-2976914,-11603026,11822586,0,0,0,-0.25,-13.57,적전,적전,0,238.03,89.22,0,10.99,0.96,-0.36,-0.43,-0.20,-0.25,-31,7191,0,1.62,0.97,67.18,-0.18,0,65.27
2014,88074885,69228476,18846409,0,33399338,23360213,10039125,54675547,500,7600000,0,0,105650008,87456829,18193179,9377258,8815922,8161937,6143450,2772567,-3987483,9406396,100,747399,0,5.81,27.74,91.95,85.03,17.25,296.35,61.09,1.20,17.22,1.31,17.17,11.96,10.96,7.64,808,7321,10.32,1.14,0.60,8.99,19.92,7.19,6.52
2013,72851670,58634835,14216834,0,24833503,24337752,495750,48018167,500,7600000,0,0,82704380,72738883,9965497,5372621,4592876,4882775,3320331,3348276,-3517334,-2523541,0,0,0,4.01,51.28,-29.53,-32.95,48.66,240.92,51.72,0,12.05,1.09,9.70,7.01,6.07,4.39,437,6385,16.43,1.12,0.66,13.83,12.83,11.88,10.46
2012,78439110,56542286,21896824,0,31720385,30811027,909358,46718725,500,7600000,0,0,54670758,43921758,10749000,4231740,6517260,5836199,4952026,10547254,-16844890,9353200,200,1520000,0,9.06,-28.43,-41.56,-44.38,69.36,183.51,67.90,3.16,19.66,0.83,18.41,13.99,9.87,7.50,766,6146,8.26,1.03,0.75,7.48,17.74,7.38,6.84
2011,53675068,40743161,12931907,0,29607283,27915134,1692148,24067785,500,2279042,0,0,76392858,61133231,15259627,4107466,11152161,10853860,8902846,500820,-1660983,111909,0,0,0,11.65,37.64,48.42,65.40,18.64,145.95,123.02,0,19.98,1.54,58.73,46.89,22.48,17.94,2974,8040,0,0,0,0,36.56,0.69,0.66
2010,45558883,32548527,13010355,0,31652057,28839601,2812456,13906826,500,1993362,0,0,55502310,44380280,11122030,3608238,7513792,6461290,5382660,2043439,-3135206,2794850,0,0,0,9.70,0,0,0,9.52,112.86,227.60,0,20.04,0,0,0,0,0,2000,4646,0,0,0,0,0,1.14,1.08
2009,26952055,17578053,9374002,0,17387816,13402843,3984973,9564239,500,2542800,0,0,36309843,30155980,6153863,2606860,3547003,2911075,2647744,8282,-1310675,-394674,0,152568,0,7.29,75.76,215.64,331.79,8.66,131.15,181.80,0,16.95,1.56,45.14,33.69,15.29,11.41,1057,3761,0,0,0,0,30.68,1.19,1.07
