구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,116558676,77785555,38773121,0,20229696,20181618,48078,96328980,500,32278430,0,0,34279159,28546346,5732812,11127535,-5394723,-19383104,-19858942,-6739342,13480732,-11316,0,0,0,-57.93,-16.23,적지,적지,0,385.43,21.00,0,16.72,0.30,-5.63,-20.71,-4.76,-17.52,-610,2410,0,1.91,4.35,0,-20.85,0,0
2017,110199580,44102874,66096706,0,14738807,14559977,178831,95460772,500,32220893,0,0,40919825,29201437,11718388,15699770,-3981382,-17088852,-17111544,18556640,-24672242,-6000000,0,0,0,-41.82,-66.47,적전,적전,0,302.90,15.44,0,28.64,0.32,-3.80,-16.34,-3.11,-13.37,-531,3011,0,4.83,11.46,0,-12.49,0,0
2016,145814350,96095653,49718697,0,31796437,31400940,395497,114017912,500,32220893,0,0,122054084,81787705,40266379,22611360,17655019,14792579,12115749,9882877,-3168145,12279558,0,0,0,9.93,25.61,124.09,56.56,46.61,306.03,27.89,0,32.99,0.91,16.49,11.32,13.13,9.01,384,3587,45.82,4.91,4.55,44.28,34.39,32.12,31.37
2015,123030385,72041790,50988595,0,22948374,22197835,750539,100082011,500,31170893,0,0,97172426,64320792,32851634,24973209,7878424,7984004,7738535,490855,14520685,-7478956,0,0,0,7.96,35.88,53.23,486.58,13.19,324.54,22.93,0,33.81,0.82,9.23,9.07,6.64,6.52,251,3261,25.52,1.97,2.06,23.29,21.20,25.36,23.16
2014,114414653,52442770,61971883,0,43786136,40035202,3750934,70628517,500,24120618,0,0,71513463,50229674,21283789,16142073,5141716,2092810,1319263,9763200,-49333783,46438888,0,0,0,1.84,-5.77,흑전,흑전,3.09,130.99,61.99,0,29.76,0.79,9.30,2.39,5.66,1.45,65,3027,127.70,2.76,2.46,63.08,7.70,39.81,31.24
2013,67343439,35805415,31538023,0,27344749,23311555,4033194,39998690,500,14758303,0,0,75893130,55810594,20082536,27462550,-7380014,-16852620,-16160300,28060,-8526702,5460114,0,0,0,-21.29,-22.98,적지,적지,0,153.60,68.36,0,26.46,1.08,-15.24,-33.37,-10.55,-23.09,-1069,2990,0,0.89,0.52,0,-14.42,0,0
2012,72617557,42388472,30229086,0,15770212,14331380,1438832,56847346,500,14758303,0,0,98534739,77891373,20643366,21353266,-709901,-4472130,-3136942,-4250395,-3410538,-8919574,50,697000,0,-3.18,-39.86,적전,적전,0,295.77,27.74,1.24,20.95,1.14,-1.16,-5.14,-0.82,-3.62,-187,4109,0,0.98,0.60,0,-0.98,0,87.80
2011,100615493,70433160,30182333,0,35434179,34091879,1342300,65181313,500,14758303,0,0,163835667,127802733,36032934,23242451,12790483,11808701,8348874,12269407,113856,-6432560,130,1918000,0,5.10,21.76,178.48,100.32,11.66,206.60,54.36,2.93,21.99,1.67,21.72,14.18,13.04,8.51,632,4416,7.00,1.00,0.36,5.82,17.54,5.11,4.50
2010,95548650,63448665,32099985,0,42979765,40898308,2081456,52568885,500,12645627,0,0,134559764,109873963,24685800,20092820,4592981,4465283,4167868,609791,4489137,-970339,0,0,0,3.10,0,0,0,4.01,155.14,81.76,0,18.35,0,0,0,0,0,366,4142,7.36,0.65,0.25,5.11,0,7.94,5.50
2009,79975446,45795968,34179477,0,37627333,26323513,11303820,42348113,500,12293515,0,0,165738565,140051612,25686953,23306262,2380690,-3577823,-4845622,5342061,-12165055,-3578431,0,0,0,-2.92,-2.74,-82.05,적전,1.57,173.97,88.85,0,15.50,2.03,5.42,-11.04,2.91,-5.93,-419,3445,0,1.00,0.24,0,8.60,19.34,10.16
