구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2008,3161980383,0,0,0,3014646683,0,0,147333699,0,0,0,0,70073987,0.0,70073987,41300563,28773424,35299676,24467785,-415351597,1809410,579721781,350,3640000,14.88,10.16,8.64,12.03,168.26,45.53,0,0,2046.14,6.93,32.89,0.10,22.80,19.39,1.01,0.86,2893,14167,1.75,0.36,0.15,1.54,0,0,0
2009,3868162454,0,0,0,3660577154,0,0,207585299,0,0,0,0,80133039,0.0,80133039,41444153,38688886,41925410,30842875,-537564247,-3744881,591853771,300,3120000,10.12,9.48,7.56,35.61,34.46,26.06,0,0,1763.41,7.16,28.53,0.12,21.80,17.38,1.10,0.88,2966,19960,1.41,0.21,0.11,1.27,0,0,0
2010,4687787111,0,0,0,4453522433,0,0,234264678,0,0,0,0,63022805,0.0,63022805,45644744,17378061,21308215,14777306,-861577381,-1645643,829537621,0,0,0,4.24,3.61,3.97,-55.08,-52.09,0,0,1901.06,0,30.83,0.10,7.87,6.69,0.41,0.35,1355,18217,5.11,0.38,0.18,4.87,0,0,0
2011,3214066081,0,0,0,3456708370,0,0,-242642289,0,0,0,0,-408087018,0.0,-408087018,33751276,-441838294,-492798633,-474408414,23494646,-8770395,29380191,0,0,0,-132.88,-142.68,-19.63,적전,적전,0,0,완전잠식,0,35.13,0.08,완전잠식,완전잠식,-11.18,-12.01,-36890,-18868,0,0,0.10,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
