구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,117771912,61372686,56399226,0,45682446,34330068,11352379,72089466,100,40060000,0,0,135363460,112691028,22672432,12119958,10552474,9310469,8569003,18747908,-15466391,2482420,30,1152284,0,6.33,7.53,29.88,-1.67,10.37,178.77,63.37,1.98,16.75,1.21,15.70,12.75,9.41,7.64,214,1862,7.08,0.81,0.45,5.14,12.16,6.56,5.02
2017,106622625,51892198,54730427,0,44288436,41851763,2436673,62334189,100,40060000,0,0,125887825,106260231,19627594,11502997,8124597,8952408,8714097,15272329,-1272559,-12248636,0,0,0,6.92,3.50,흑전,흑전,9.91,123.99,71.05,0,15.59,1.16,13.92,14.93,7.46,8.00,218,1618,6.96,0.94,0.48,4.94,9.14,10.38,7.21
2016,111233520,55431598,55801922,0,56805351,53219624,3585727,54428169,500,8012000,0,0,121634452,116770375,4864077,15511823,-10647746,-11619143,-12189253,-12866561,-10742778,21035740,0,0,0,-10.02,15.96,적전,적전,0,104.16,104.37,0,4.00,1.16,-17.36,-19.87,-10.17,-11.64,-1521,7105,0,0.82,0.38,0,-13.56,0,0
2015,98176729,52326372,45850357,0,29914617,26167581,3747036,68262112,500,8012000,0,0,104896222,88099466,16796756,13645262,3151494,1961511,1133072,-453597,-12301456,15047217,0,0,0,1.08,15.72,-70.31,-83.73,33.43,199.97,43.82,0,16.01,1.17,4.58,1.64,3.51,1.26,141,8670,48.93,0.80,0.53,14.87,2.62,20.65,11.32
2014,81220227,42586611,38633616,0,11722792,9896024,1826767,69497435,500,8012000,0,0,90645621,71266828,19378793,8762911,10615882,10016342,6965177,2351234,-8955962,2944379,120,961439,0,7.68,-13.20,-21.22,-40.56,21.83,430.34,16.87,1.33,21.38,1.16,19.75,12.96,13.55,8.89,1019,8674,8.88,1.04,0.68,6.75,12.79,6.83,5.66
2013,75437010,43671253,31765757,0,37436924,29702194,7734730,38000086,500,5952000,0,0,104433515,80325491,24108024,10633137,13474886,14190257,11717698,19906527,-12676846,-2183221,0,446399,0,11.22,9.55,51.86,81.01,15.24,147.03,98.52,0,23.08,1.55,41.70,36.26,20.03,17.42,1969,6384,0,0,0,0,22.28,1.21,1.05
2012,59098945,40675683,18423262,0,32464553,31627893,836659,26634393,500,3720000,0,0,95325860,79813433,15512427,6639155,8873272,7890659,6473669,11523989,-2952596,-8441581,0,334800,0,6.79,0,0,0,5.46,128.61,121.89,0,16.27,0,0,0,0,0,1740,7160,0,0,0,0,0,2.47,2.06
2011,59250446,42708986,16541460,0,42119853,41277783,842070,17130593,500,3720000,0,0,97749160,88318845,9430315,5935986,3494328,3717382,3173527,-34855535,-689357,35031030,0,254212,0,3.25,-4.35,2027.89,166.32,2.38,103.47,245.88,0,9.65,1.36,16.80,15.26,4.87,4.43,669,4605,0,0,0,0,4.64,8.18,5.20
2010,84127629,58354053,25773576,0,59659243,54794991,4864251,24468386,500,6200000,0,0,102197132,95603966,6593166,6428950,164216,686282,1191624,-7436916,-10569150,17689088,0,0,0,1.17,-13.01,-98.33,-86.73,0.11,106.50,243.82,0,6.45,1.44,0.69,4.99,0.23,1.67,192,3947,0,0,0,0,0.26,240.92,15.27
2009,58299953,39524971,18774983,0,35023191,33622861,1400330,23276762,500,6200000,0,0,117476919,98388794,19088125,9228300,9859825,11302074,8981255,3959354,-4754167,1533090,0,0,0,7.65,50.32,138.29,흑전,5.88,117.55,150.46,0,16.25,2.29,52.48,47.81,19.19,17.48,1321,3754,0,0,0,0,18.92,2.36,1.94
