구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,74710030,50837162,23872868,0,22302686,11668226,10634460,52407343,500,10696250,0,0,38436207,33398666,5037541,6688517,-1650977,-7587585,-8508365,2936703,-21495956,5812077,0,0,0,-4.30,-22.14,-32.74,적전,적전,0,435.69,42.56,0,13.11,0.51,-2.96,-15.27,-2.18,-11.23,-795,5378,0,0.46,0.68,0,-7.88,0,0
2010,85189619,31573105,53616514,0,35978590,18133314,17845276,49211029,500,10696250,0,0,55445075,49744082,5700993,8988582,-3287589,-6542605,-5985753,-8411069,3741492,6183754,0,0,0,-5.93,-10.80,0,0,0,0,174.12,73.11,0,10.28,0,0,0,0,0,-519,4960,0,0.76,0.72,0,0,0,0
2011,97774366,27866523,69907843,0,48017810,18382278,29635531,49756556,500,10696250,0,0,64342906,57475903,6867003,7281802,-414799,1214861,1073925,7928598,-22734880,12526329,0,0,0,-0.64,1.67,16.05,적지,흑전,0,151.59,96.51,0,10.67,0.70,-0.84,2.17,-0.45,1.17,113,5027,19.05,0.43,0.36,10.77,-2.23,0,85.62
2012,94028715,23807135,70221580,0,45853422,17620301,28233121,48175292,500,10696250,0,0,53276949,48857374,4419575,7460823,-3041248,-1398692,-1332806,-3578625,2890488,-1147892,0,0,0,-5.71,-2.50,-17.20,적지,적전,0,135.11,95.18,0,8.30,0.56,-6.21,-2.72,-3.17,-1.39,-227,4790,0,0.37,0.36,0,-25.65,0,0
2013,90793375,28994881,61798495,0,45119264,17579775,27539489,45674111,500,10696250,0,0,38339272,34451622,3887650,7254442,-3366792,-4503467,-4704540,-2372284,2840564,-1195670,0,0,0,-8.78,-12.27,-28.04,적지,적지,0,164.93,98.79,0,10.14,0.41,-7.17,-10.03,-3.64,-5.09,-391,4640,0,0.41,0.53,0,-23.88,0,0
2014,85951432,23920064,62031367,0,42863460,24898878,17964582,43087972,500,10696250,0,0,40326943,29587339,10739604,6278471,4461133,-849096,-1345752,-151347,4168613,-3054383,0,0,0,11.06,-3.34,5.18,흑전,적지,2.73,96.07,99.48,0,26.63,0.46,10.05,-3.03,5.05,-1.52,-236,4322,0,0.79,0.91,0,52.91,13.74,9.71
2015,82026411,18256763,63769648,0,40703747,19854528,20849219,41322664,500,10696250,0,0,19009613,14575458,4434155,6707964,-2273809,-3026504,-2995654,11136132,-918723,-5900971,0,0,0,-11.96,-15.76,-52.86,적전,적지,0,91.95,98.50,0,23.33,0.23,-5.39,-7.10,-2.71,-3.57,-240,3972,0,0.73,1.62,0,-32.09,0,0
2016,74355466,11694649,62660817,0,32948162,15863051,17085111,41407304,500,11231295,0,0,7750218,2878950,4871268,4831332,39935,-617031,-1196006,1695151,2650290,-6497722,0,0,0,0.52,-15.43,-59.23,흑전,적지,0.08,73.72,79.57,0,62.85,0.10,0.10,-2.89,0.05,-1.53,-69,3821,0,0.80,4.29,39.20,2.88,1212.09,29.63
2017,68389118,11114167,57274951,0,25322591,12068606,13253985,43066527,500,11391808,0,0,9540700,3531558,6009141,5305931,703210,306707,865221,4965784,-6446,-2980917,0,0,0,7.37,9.07,23.10,1660.87,흑전,1.56,92.09,58.80,0,62.98,0.13,1.66,2.05,0.99,1.21,106,3940,27.36,0.73,3.41,12.29,0,55.15,17.94
2018,68119242,9708186,58411056,0,22135622,4384022,17751600,45983621,500,11766339,0,0,10978998,4024900,6954098,5347960,1606138,1572163,1563264,1890322,-538265,-2070526,0,0,0,14.63,14.24,15.08,128.40,80.68,4.23,221.44,48.14,0,63.34,0.16,3.61,3.51,2.35,2.29,149,4073,16.11,0.59,2.54,9.36,0,20.65,11.63
