구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,526888391,290187204,236701186,0,180054591,138114666,41939924,346833800,5000,1700000,0,0,351086431,320593635,30492797,24076449,6416348,6060716,4154045,15438932,-7023416,-5760892,0,0,0,1.18,-20.66,-48.48,-61.87,3.87,210.11,51.91,0,8.69,0.66,1.86,1.20,1.20,0.78,0,0,0,0,0,0,1.10,30.80,10.10
2017,542027363,301134590,240892774,0,197274744,154769694,42505051,344752619,5000,1700000,0,0,442510515,407727613,34782902,22328141,12454761,17149822,10894472,-52603563,-6441867,46638822,0,0,0,2.46,1.99,-55.04,-47.08,10.94,194.57,57.22,0,7.86,0.84,3.64,3.18,2.35,2.06,0,0,0,0,0,0,2.15,16.48,7.91
2016,516344705,271450681,244894024,0,176080834,128192459,47888375,340263872,5000,1700000,0,0,433877224,381632644,52244579,24539801,27704778,30053152,20586212,20592754,-38775961,18616147,0,0,0,4.74,15.99,941.52,793.59,25.34,211.75,51.75,0,12.04,0.88,8.33,6.19,5.65,4.20,0,0,0,0,0,0,6.13,4.77,3.07
2015,464485029,247196390,217288638,0,139297082,104867114,34429969,325187946,5000,1700000,0,0,374060246,342197508,31862739,29202715,2660023,4101088,2303754,36660966,-6001964,-24877278,0,0,0,0.62,-5.25,흑전,흑전,2.27,235.72,42.84,0,8.52,0.78,0.81,0.70,0.55,0.48,0,0,0,0,0,0,0.50,35.16,5.10
2014,494255074,272340142,221914932,0,162229344,121278624,40950720,332025730,5000,1700000,0,0,394788528,376682029,18106499,29394423,-11287923,-13183987,-10154786,31422624,815794,-37812237,0,0,0,-2.57,-10.62,적전,적전,0,224.56,48.86,0,4.59,0.68,-3.29,-2.96,-1.95,-1.76,0,0,0,0,0,0,-2.63,0,16.26
2013,662908525,427103869,235804656,0,309512023,259511615,50000407,353396502,5000,1700000,0,0,441690528,406812391,34878136,21868992,13009145,12547553,8425372,54708247,-7220248,-42500513,0,0,0,1.91,-13.42,-51.56,-54.23,3.88,164.58,87.58,0,7.90,0.66,3.67,2.37,1.95,1.26,0,0,0,0,0,0,2.40,10.37,4.55
2012,669861106,428141465,241719641,0,313692836,242156144,71536693,356168270,5000,1700000,0,0,510165084,460309915,49855169,23001555,26853614,25436051,18409741,72832149,-6397201,-73675676,0,0,0,3.61,-14.63,29.60,-3.92,5.27,176.80,88.07,0,9.77,0.75,7.66,5.25,3.95,2.71,0,0,0,0,0,0,4.81,6.34,3.93
2011,690654320,442395535,248258785,0,345942339,270750771,75191569,344711981,5000,1700000,0,0,597590736,552413224,45177512,24456638,20720875,24569836,19160597,13311328,-19077292,891445,0,0,0,3.21,7.41,-28.01,8.71,2.92,163.40,100.36,0,7.56,0.87,6.10,5.64,3.02,2.79,0,0,0,0,0,0,3.91,10.78,5.78
2010,680690349,436985238,243705111,0,346519002,258226637,88292365,334171347,5000,1700000,0,0,556349899,501706628,54643271,25859156,28784115,23590604,17626189,55229711,-29068039,-71102437,0,0,0,3.17,23.87,-18.78,-22.82,4.27,169.23,103.70,0,9.82,0.81,8.68,5.31,4.18,2.56,0,0,0,0,0,0,5.36,6.97,4.38
2009,696155889,463990454,232165435,0,367013034,277221455,89791579,329142855,5000,1700000,0,0,449136136,386862929,62273207,26831392,35441816,30629701,22838790,95682743,-19630478,-3000523,0,0,0,5.09,12.63,396.05,159.26,4.86,167.37,111.51,0,13.87,0.68,11.05,7.12,5.39,3.48,0,0,0,0,0,0,6.13,5.88,3.74
