구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
1995,4159569427,1299919619,2859649808,0,2785093520,896880204,1888213316,1374475907,5000,59660000,0,0,2516816450,1142901880,1373914570,140828671,1233085899,971434254,778692571,1458938019,-2538848545,1308252853,0,59660000,7.66,48.99,30.94,77.92,97.12,109.21,14.36,144.94,202.63,0,54.59,0.82,120.79,76.28,40.23,25.41,13052,23038,0,0,0,0,59.10,1.51,0.98
1996,5766428455,1474323930,4292104525,0,4300642285,1801117906,2499524379,1465786170,5000,69660000,0,0,3124470888,2531042082,593428806,343250185,250178621,-55763311,-70833910,597945378,-2282730907,1418298831,600,41796000,349.45,8.01,-2.27,24.14,-79.71,적전,1.39,81.86,293.40,3.00,18.99,0.63,17.62,-4.99,5.04,-1.43,193,19778,103.74,1.01,0.40,2.02,10.03,17.29,5.07
1997,8607420924,1754721864,6852699060,0,7597321288,2658388506,4901403710,1010099636,5000,69660000,0,0,3200193788,2902244173,297949615,328099228,-30149613,-618861336,-619482468,-350017021,-1163736134,1454667481,0,0,0,-0.94,-19.36,2.42,적전,적지,0,66.01,752.14,0,9.31,0.45,-2.44,-50.04,-0.42,-8.62,-6510,14374,0,1.15,0.36,0,-0.56,0,1902.52
1998,8135967320,2517786021,5618181299,0,6697759076,2737008378,3938921896,1438208244,5000,154660000,0,0,4296534448,3810876464,485657984,416579426,69078558,-110968752,-127843611,1205372597,-668973022,326364790,400,61864000,76.63,1.61,-2.98,34.26,흑전,적지,0.10,91.99,465.70,2.99,11.30,0.51,5.64,-10.44,0.83,-1.53,828,9105,16.18,1.47,0.30,1.50,1.36,86.20,6.93
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
