구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,191225810,37124623,154101187,0,154260752,63876816,90383937,36965057,5000,13987968,0,0,115825644,112566426,3259218,8497510,-5238292,-8718961,-8718961,-1337245,2106102,2714371,0,0,0,-4.52,-7.53,0.96,적지,적지,0,58.12,417.32,0,2.81,0.59,-12.68,-21.10,-2.66,-4.44,-623,2643,0,1.21,0.39,0,-3.44,0,264.70
2010,204554249,53121812,151432437,0,102750747,92479378,10271370,101803501,5000,13987968,0,0,164056548,146952727,17103821,10383748,6720074,67373374,67373374,10671646,-5089783,743192,0,0,0,4.10,41.07,0,0,0,1.33,57.44,100.93,0,10.43,0,0,0,0,0,4817,7278,1.23,0.81,0.50,1.14,0,19.90,11.22
2011,218464597,52614218,165850379,0,114386197,83451583,30934614,104078401,5000,13987968,0,0,157586376,144322066,13264310,11675940,1588370,219778,219778,-7046110,-17727427,24579301,0,0,0,1.01,0.14,-3.94,-76.36,-99.67,0.33,63.05,109.90,0,8.42,0.75,1.54,0.21,0.75,0.10,16,7441,486.89,1.03,0.68,18.98,0.96,114.62,25.98
2012,233863970,45525263,188338707,0,145816371,99650062,46166309,88047599,5000,13987968,0,0,129110920,128617410,493510,11161185,-10667675,-14947183,-14947183,-9364331,-28775953,30979342,0,0,0,-8.26,-11.58,-18.07,적전,적전,0,45.69,165.61,0,0.38,0.57,-11.10,-15.56,-4.72,-6.61,-1069,6295,0,0.78,0.53,0,-5.62,0,0
2013,274132680,61612121,212520559,0,174431086,116614621,57816466,99701594,5000,14987968,0,0,153281703,145413520,7868183,11149824,-3281641,-8641115,-8641115,-14222660,-19355904,29964600,0,0,0,-2.14,-5.64,18.72,적지,적지,0,52.83,174.95,0,5.13,0.60,-3.50,-9.20,-1.29,-3.40,-600,6652,0,0.77,0.48,0,-1.51,0,55.69
2014,265168970,56585017,208583953,0,192989954,134772943,58217011,72179016,5000,14987968,0,0,149343499,149248094,95405,13317705,-13222300,-23318687,-23318687,4225146,-5605082,6314271,0,0,0,-8.85,-15.61,-2.57,적지,적지,0,41.99,267.38,0,0.06,0.55,-15.39,-27.13,-4.90,-8.65,-1556,4816,0,0.58,0.28,0,-6.03,0,0
2015,222555116,77071567,145483548,0,173900217,130829916,43070301,48654898,5000,14987968,0,0,133424045,129362328,4061717,11090878,-7029161,-25328143,-24713789,10087542,4332646,-15709355,0,0,0,-5.27,-18.52,-10.66,적지,적지,0,58.91,357.42,0,3.04,0.55,-11.63,-40.91,-2.88,-10.13,-1649,3246,0,0.81,0.30,0,-4.02,0,90.42
2016,229677054,91106829,138570224,0,178300199,139972182,38328017,51376855,5000,15077968,0,0,190281005,175649826,14631179,9595537,5035643,1385219,1385219,10695910,497372,-8952975,0,0,0,2.65,0.73,42.61,흑전,흑전,0.74,65.09,347.04,0,7.69,0.84,10.07,2.77,2.23,0.61,92,3407,55.91,1.51,0.41,8.27,3.84,39.19,15.17
2017,197678366,54028715,143649651,0,123551964,102638593,20913371,74126402,5000,18547968,0,0,314604637,290562476,24042160,15566052,8476108,4582746,8223956,-1246929,35577539,-38102880,0,0,0,2.69,2.61,65.34,68.32,493.69,1.37,52.64,166.68,0,7.64,1.47,13.51,13.11,3.97,3.85,443,3996,34.85,3.87,0.91,17.92,11.36,37.83,19.74
2018,237347906,75313571,162034335,0,149061073,109630570,39430504,88286833,1000,19747965,0,0,534011298,501442825,32568473,17421439,15147035,10463933,10446693,9723610,-25963801,21657496,0,0,0,2.84,1.96,69.74,78.70,27.03,5.34,68.70,168.84,0,6.10,2.46,18.65,12.86,6.96,4.80,529,4480,32.80,3.87,0.64,18.13,9.94,27.73,17.80
