구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,15231475448,5012470673,10219004775,0,9004379086,5132515563,3871863523,6227096362,5000,164234131,0,0,9046041904,7458561972,1587479932,1233134184,354345748,288333127,160444990,726704240,-434644603,-69585025,200,32903013,0,1.77,-3.17,-53.15,-80.77,2.21,97.66,144.60,0.99,17.55,0.63,5.71,2.58,2.45,1.11,1133,37081,17.83,0.54,0.37,5.31,2.76,22.29,9.94
2017,13649487900,4222467067,9427020832,0,7462014737,4894190221,2567824517,6187473162,5000,165933096,0,0,9341813226,7386273362,1955539864,1199128874,756410991,1065852886,834534179,916231863,-403184978,-685640548,350,57538133,0,8.93,0.90,-2.93,8.25,5.08,86.28,120.60,1.11,20.93,0.68,12.98,14.32,5.51,6.08,4970,36250,6.36,0.87,0.56,4.16,9.77,11.43,7.25
2016,13817913129,4523869265,9294043865,0,8349586420,4962982134,3386604286,5468326709,5000,165933096,0,0,9258832684,7211218410,2047614274,1268396184,779218091,886381726,770943676,1151003611,-460096345,-318230949,350,57538133,0,8.33,15.20,131.21,327.32,4.50,91.15,152.69,1.42,22.12,0.67,14.99,14.83,5.63,5.57,4564,31850,5.41,0.78,0.44,3.40,10.92,10.06,6.40
2015,13852619723,4777741157,9074878566,0,8921461335,5420647362,3500813973,4931158388,5000,163063308,0,0,8036991362,6540636627,1496354736,1159341804,337012931,228379669,180415766,1209290995,-952561700,-154043433,150,24515683,0,2.24,-0.23,138.58,1483.96,1.88,88.14,180.92,0.55,18.62,0.61,6.94,3.72,2.55,1.36,1154,28415,23.57,0.96,0.55,6.93,3.89,25.91,11.07
2014,12597023733,4272800142,8324223591,0,7817545449,4441213503,3376331946,4779478284,5000,163063308,0,0,8055333189,6777147442,1278185747,1136925464,141260283,50907231,11390166,362468395,-285040033,-451709091,150,24515683,0,0.14,2.44,44.30,흑전,0.66,96.21,163.56,1.27,15.87,0.63,3.06,0.25,1.11,0.09,364,26824,32.44,0.44,0.23,3.84,0.44,45.93,11.52
2013,12807062090,4469659184,8337402906,0,8350337272,4396996526,3953340746,4456724818,5000,141407248,0,0,7863554072,6598912498,1264641574,1166747490,97894085,-43337876,-79539940,404339711,-259937493,190137132,150,21267000,0,-1.01,12.95,1765.68,적지,0.44,101.65,187.36,0.70,16.08,0.62,2.17,-1.76,0.78,-0.63,58,28692,369.29,0.75,0.39,7.66,2.58,80.78,16.22
2012,12406694986,3582567049,8824127937,0,7841274817,4249333988,3591940829,4565420169,5000,141407248,0,0,6962213423,5827308751,1134904672,1129657571,5247101,-58209518,-112066220,279345954,-698239015,178886668,250,35407999,0,-1.61,-12.34,-98.39,적전,0.02,84.31,171.75,1.36,16.30,0.57,0.11,-2.39,0.04,-0.92,209,28964,87.73,0.63,0.37,6.78,0.16,1419.22,20.77
2011,11853543059,3671563244,8181979815,0,7055753062,4109013059,2946740003,4797789997,5000,141407248,0,0,7942644583,6562506693,1380137890,1054269612,325868278,281083198,166696114,799227483,-663835844,293383688,450,63689448,0,2.10,25.25,-50.25,-65.80,1.70,89.35,147.06,1.83,17.38,0.70,6.86,3.51,2.85,1.46,1793,29513,13.72,0.83,0.44,6.35,3.35,23.18,12.17
2010,10977231521,3433977828,7543253693,0,6275177320,3354990131,2920187189,4702054200,5000,141407248,0,0,6341210572,4864462242,1476748330,821695635,655052695,704873556,487402229,679026855,-1231163449,742992890,450,63689448,0,7.69,0,0,0,4.68,102.35,133.46,1.45,23.29,0,0,0,0,0,3156,28239,9.82,1.10,0.69,6.51,0,12.80,9.50
2009,7184203567,1852002196,5332201370,0,4364339673,2952165931,1412173742,2819863894,5000,141407248,0,0,5343022006,4037845338,1305176668,722605717,582570951,469392271,354027642,911939222,-689555239,-403342595,450,63689448,0,6.63,0.09,41.87,575.34,3.50,62.73,154.77,3.33,24.43,0.75,21.63,13.14,8.16,4.96,2429,18872,5.56,0.72,0.36,3.54,10.73,8.05,6.02
