구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,60017349,39349297,20668052,0,27566223,26918539,647684,32451126,500,12277782,0,0,48785199,34560004,14225195,6625309,7599885,6123276,6123276,11057852,-3100400,-1762001,100,907563,14.82,15.58,12.55,414.09,흑전,흑전,17.06,146.18,84.95,1.20,29.16,0.98,26.79,21.58,15.29,12.32,499,2685,16.68,3.10,2.09,15.04,36.72,14.10,12.96
2010,74932345,55695788,19236557,0,23672171,23034905,637266,51260175,500,12882824,0,0,93908167,63906738,30001429,10734925,19266504,19163595,16371641,26802787,-765857,-6016088,100,1277976,7.81,20.52,17.43,0,0,0,382.01,241.79,46.18,0.72,31.95,0,0,0,0,0,1271,4003,10.86,3.45,1.89,10.25,0,9.50,9.04
2011,133550706,110259658,23291048,0,58820253,56772016,2048236,74730453,500,13266216,0,0,130828711,81637032,49191679,11403534,37788145,33595371,25719036,43979176,-50013069,-921281,150,1966000,7.64,28.88,19.66,39.32,96.13,57.10,2891.21,194.21,78.71,0.64,37.60,1.26,59.99,40.83,36.25,24.67,1939,5721,12.04,4.08,2.37,11.51,553.12,8.44,8.18
2012,164533801,138023158,26510643,0,39452631,38783325,669306,125081170,500,20488524,0,0,168286582,95886886,72399696,19582970,52816726,62958322,50205722,60822601,-49712321,-1174110,150,3045000,6.03,31.38,29.83,28.63,39.77,95.21,0,355.88,31.54,1.07,43.02,1.13,52.87,50.25,35.44,33.69,2464,6214,5.70,2.26,1.71,5.35,34115.36,5.62,5.29
2013,197670562,157100141,40570421,0,36279816,35151972,1127844,161390746,500,21097527,0,0,106381051,54197723,52183329,21704140,30479188,47040913,37857818,22327884,-13663514,-4206730,150,3138000,8.19,28.65,35.59,-36.79,-42.29,-24.59,0,446.92,22.48,0.89,49.05,0.59,21.28,26.43,16.83,20.90,1817,7707,9.25,2.18,3.33,8.98,142.29,12.03,11.59
2014,190971706,141697730,49273976,0,17776100,16327056,1449044,173195606,500,21725146,0,0,78376293,41139558,37236734,24902573,12334161,15745057,14950938,10437575,-19804549,-3057040,150,3236406,20.84,15.74,19.08,-26.32,-59.53,-60.51,6631.27,867.87,10.26,0.93,47.51,0.40,7.37,8.94,6.35,7.69,715,8034,22.59,2.01,4.48,20.10,27.16,29.38,25.42
2015,201592334,149631843,51960491,0,17692265,15585230,2107036,183900069,500,22372427,0,0,94672563,50265449,44407113,25837131,18569982,20885817,20109057,35583667,-15317387,-9657528,200,4348920,21.27,19.61,21.24,20.79,50.56,34.50,32751.29,960.09,9.62,1.54,46.91,0.48,10.40,11.26,9.46,10.24,914,8566,14.22,1.52,3.07,12.05,38.50,16.11,13.44
2016,239672181,181648385,58023796,0,27931109,25155724,2775385,211741072,500,22916042,0,0,141054669,74579124,66475544,30024485,36451059,40451686,31952314,43618670,-32023905,-4167494,230,5128856,15.85,25.84,22.65,48.99,96.29,58.90,0,722.10,13.19,1.30,47.13,0.64,18.43,16.15,16.52,14.48,1412,9589,12.57,1.85,2.88,11.26,69.24,11.18,10.14
2017,265845995,157075873,108770123,0,34655181,30786045,3869136,231190814,500,22916042,0,0,130154065,66464137,63689927,37964392,25725536,29734780,27378454,-20889115,6683481,-4270908,230,5132306,18.60,19.77,21.04,-7.73,-29.42,-14.31,0,510.22,14.99,1.09,48.93,0.51,11.62,12.36,10.18,10.83,1204,10414,17.52,2.03,3.72,15.73,25.51,18.84,16.79
2018,273456215,149234239,124221976,0,36748854,33016587,3732266,236707361,500,22916042,0,0,220177524,115337734,104839790,64036541,40803249,33752389,20688886,29832280,-29993531,-4294312,230,5142656,26.79,18.53,9.40,69.17,58.61,-24.43,0,452.00,15.53,2.15,47.62,0.82,17.44,8.84,15.13,7.67,838,10561,12.77,1.01,1.11,8.80,16.44,6.07,5.01
