구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,1209096636,401206172,807890464,0,768676770,544793255,223883516,440419866,1000,36018248,0,0,1568577716,1109469667,459108049,384744901,74363148,32634036,7624770,93465493,-7646125,-90616248,0,0,0,4.74,0.49,14.20,41.32,흑전,2.43,73.64,174.53,0,29.27,1.34,19.15,1.96,6.36,0.65,210,12138,37.78,0.65,0.18,4.09,2.14,9.82,5.33
2010,1325998897,516162028,809836869,0,841755202,688667600,153087603,484243695,1000,36018248,0,0,1784974876,1242641303,542333574,451445501,90888072,52209403,31365751,81027950,-71162857,20479750,150,5490284,17.41,5.09,1.76,0,0,0,3.57,74.95,173.83,1.94,30.38,0,0,0,0,0,876,13070,8.82,0.59,0.16,2.97,0,7.80,4.64
2011,1565601613,734063882,831537731,0,1018521291,707220745,311300546,547080322,1000,36018248,0,0,2163798448,1541199665,622598783,513728349,108870434,80151857,54255802,30116476,-68338368,130111566,100,3615526,6.52,5.03,2.51,21.22,19.79,72.98,4.53,103.80,186.17,0.62,28.77,1.50,21.11,10.52,7.53,3.75,1541,14513,10.45,1.11,0.27,5.00,8.63,9.60,6.17
2012,1621341813,754260751,867081062,0,995149594,716464029,278685566,626192218,1000,36018248,0,0,2451801650,1774528784,677272867,547595116,129677751,107220694,88256345,146497431,-94210718,-16847681,150,5416439,5.92,5.29,3.60,13.31,19.11,62.67,4.35,105.28,158.92,0.57,27.62,1.54,22.11,15.04,8.14,5.54,2539,16613,10.32,1.58,0.38,6.18,11.33,10.40,7.06
2013,1738880015,835908880,902971135,0,1025912357,757609459,268302898,712967658,1000,36018248,0,0,2542303381,1823501194,718802187,562979339,155822848,120132188,105760975,180048081,-165508960,7216930,150,5416440,4.95,6.13,4.16,3.69,20.16,19.83,6.10,110.34,143.89,0.39,28.27,1.51,23.27,15.80,9.27,6.29,3041,18974,12.63,2.02,0.54,8.18,12.36,10.73,7.76
2014,1814827132,862223176,952603956,0,1030343931,563356001,466987929,784483201,1000,36018248,0,0,2588779872,1859510203,729269669,588953563,140316106,113917119,90020443,162748795,-161305664,-46335059,300,10819177,11.66,5.42,3.48,1.83,-9.95,-14.88,6.11,153.05,131.34,0.90,28.17,1.46,18.74,12.02,7.90,5.07,2576,21042,12.97,1.59,0.46,7.73,12.45,10.40,7.18
2015,2104598662,1001893274,1102705387,0,1286057897,798512403,487545494,818540764,1000,36018248,0,0,2635005301,1895278863,739726437,629860699,109865738,77691838,47195418,92397342,-187496483,194564045,400,14421001,24.74,4.17,1.79,1.79,-21.70,-47.57,4.35,125.47,157.12,1.23,28.07,1.34,13.71,5.89,5.61,2.41,1618,22027,20.15,1.48,0.45,9.32,6.87,14.15,8.76
2016,2308460528,1086470600,1221989929,0,1441190070,714742468,726447602,867270458,1000,36018248,0,0,2855008996,2079304224,775704772,664634808,111069964,81878021,60063308,54766553,-220345665,96670185,400,14421001,22.32,3.89,2.10,8.35,1.10,27.27,3.81,152.01,166.18,1.52,27.17,1.29,13.18,7.13,5.03,2.72,1794,23549,14.72,1.12,0.33,6.74,7.24,13.11,7.76
2017,2252431436,998513517,1253917919,0,1367990333,688199996,679790337,884441103,1000,36018248,0,0,2968804984,2174498960,794306024,697585269,96720755,83528158,51771864,166193514,-67662021,-109393234,500,18022826,34.18,3.26,1.74,3.99,-12.92,-13.80,3.30,145.09,154.67,1.81,26.76,1.30,11.04,5.91,4.24,2.27,1464,24181,18.82,1.14,0.33,7.48,4.93,15.43,8.45
2018,2198994807,904929356,1294065451,0,1270279648,738465720,531813929,928715159,1000,36018248,0,0,2956761916,2191806551,764955365,644793601,120161764,119081226,65398472,121562419,-23368368,-75168647,550,19823739,30.56,4.06,2.21,-0.41,24.24,26.32,5.10,122.54,136.78,2.20,25.87,1.33,13.25,7.21,5.40,2.94,1801,25405,13.91,0.99,0.31,6.14,5.26,11.79,7.00
