구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,535273094,319346415,215926680,0,91621793,81703389,9918405,443651301,5000,4840000,0,0,766681968,696707805,69974162,46123818,23850344,15722833,12016347,21433115,-39474877,-10300381,2000,9510442,0,1.57,8.95,-20.43,-55.69,20.68,390.86,20.65,3.82,9.13,1.42,5.38,2.71,4.40,2.22,2284,90937,22.94,0.58,0.33,9.43,6.27,11.00,6.61
2017,548114232,364122016,183992216,0,105300084,99640947,5659137,442814148,5000,4840000,0,0,703676902,625382251,78294651,48319343,29975308,35404381,27116333,39339388,-41184660,-21796185,2000,9510442,0,3.85,8.70,-32.31,-20.39,25.44,365.43,23.78,2.86,11.13,1.30,6.87,6.21,5.55,5.02,5475,90852,12.77,0.77,0.48,8.07,8.35,11.56,7.63
2016,531964308,359642190,172322118,0,101955026,90039772,11915254,430009282,5000,4840000,0,0,647361932,558434534,88927398,44641711,44285687,44753372,34059688,63828325,-12307603,-19618504,2000,9680000,0,5.26,-12.98,-9.32,-4.27,34.70,399.43,23.71,3.37,13.74,1.25,10.59,8.14,8.52,6.55,6782,87108,8.76,0.68,0.44,5.96,12.12,6.68,4.96
2015,507600643,308520711,199079931,0,100999621,92873718,8125904,406601021,5000,4840000,0,0,743948673,652247319,91701354,42861616,48839739,47559041,35579615,42444941,-41442628,-19923366,1750,8470000,0,4.78,-10.01,8.18,-13.08,37.62,332.19,24.84,3.63,12.33,1.46,12.38,9.02,9.58,6.98,6968,82337,6.92,0.59,0.31,4.66,13.45,4.95,3.71
2014,512061535,333833781,178227754,0,129551771,120260498,9291272,382509765,5000,4840000,0,0,826733749,737920824,88812925,43667478,45145447,53106520,40934548,37075930,-10065759,-3495255,1750,8470000,0,4.95,5.78,34.95,60.23,40.34,277.59,33.87,2.98,10.74,1.68,12.34,11.19,9.18,8.32,8243,77767,7.12,0.75,0.34,5.56,13.78,6.43,5.15
2013,471662716,282709330,188953386,0,122417908,112841820,9576088,349244807,5000,4840000,0,0,781544787,714469184,67075603,33623108,33452495,38308658,25547625,18910409,-32347431,-2948155,1500,7260000,0,3.27,2.57,-29.32,-30.97,26.19,250.54,35.05,2.35,8.58,1.70,9.75,7.44,7.26,5.54,5190,71094,12.31,0.90,0.40,8.52,9.67,9.40,7.04
2012,450374133,295127459,155246674,0,113174427,104415387,8759040,337199706,5000,4840000,0,0,761990127,684906758,77083369,29750803,47332566,47337423,37009834,33188417,-30999682,-6993225,3000,14520000,0,4.86,-2.36,-27.87,-28.33,28.16,282.65,33.56,6.07,10.12,1.70,14.69,11.48,10.57,8.27,7603,68667,6.50,0.72,0.31,5.02,17.31,5.16,4.20
2011,444989970,319749210,125240760,0,137657049,129489961,8167089,307332921,5000,4840000,0,0,780389673,688877356,91512317,25894432,65617885,67427230,51639071,26121956,-18514233,-3200514,1500,7260000,0,6.62,28.44,11.94,6.52,43.61,246.93,44.79,2.60,11.73,1.94,23.02,18.12,16.31,12.83,10506,62418,5.49,0.92,0.36,4.57,22.95,4.34,3.75
2010,359679168,236089341,123589827,0,96923526,91164257,5759270,262755641,5000,4840000,0,0,607579705,524395766,83183938,24565895,58618043,62934225,48480172,57672897,-13676441,-13972237,1500,7258837,0,7.98,0,0,0,37.54,258.97,36.89,2.48,13.69,0,0,0,0,0,9967,53432,6.06,1.13,0.48,5.11,0,5.06,4.39
2009,292349365,191710378,100638988,0,86123128,85628264,494864,206226237,5000,4840000,0,0,505902448,434807217,71095231,24386059,46709172,51276569,39028476,35820390,-37281228,-5803037,1500,7136990,0,7.71,-5.79,-9.56,58.74,31.43,223.89,41.76,3.16,14.05,1.82,24.58,20.54,16.84,14.07,8166,42206,5.82,1.13,0.45,4.60,19.10,4.97,4.06
