구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,14949952,9702010,5247942,0,10485198,9244436,1240762,4464754,10000,30250,0,0,22069327,18710435,3358892,1008640,2350252,2124166,1711676,1479795,-3978720,2164000,0,0,0,10.65,7.76,0,0,0,49.78,104.95,234.84,0,15.22,0,0,0,0,0,644,1476,0,0,0,0,0,1.08,0.62
2010,33272065,8553022,24719043,0,24968794,11589192,13379602,8303271,10000,40250,0,0,41608322,38062851,3545470,2782838,762632,57039,56764,512612,-21447871,20947423,0,0,0,1.83,0.14,88.53,-67.55,-96.68,1.03,73.80,300.71,0,8.52,1.73,11.95,0.89,3.16,0.24,18,2063,0,0,0,0,4.36,26.02,3.22
2011,39936326,14642094,25294232,0,30376812,24567648,5809164,9559514,10000,40250,0,0,52261885,46637600,5624284,3402437,2221848,1289620,1256243,10818151,-7043753,-875099,0,0,0,4.25,2.40,25.60,191.34,2113.10,2.53,59.60,317.77,0,10.76,1.43,24.88,14.07,6.07,3.43,312,2375,0,0,0,0,8.14,7.24,1.85
2012,41834292,17788581,24045711,0,30875267,28949988,1925280,10959025,10000,40250,0,0,57497809,51307468,6190341,3823079,2367262,1565973,1542321,5860705,-5283775,-3495756,0,0,0,4.12,2.68,10.02,6.54,22.77,2.38,61.45,281.73,0,10.77,1.41,23.07,15.03,5.79,3.77,383,2723,0,0,0,0,9.09,6.44,1.73
2013,43171096,19680280,23490817,0,26868828,13144679,13724149,16302268,500,4025000,0,0,58397413,48920057,9477356,4836334,4641022,3825656,3743608,10072839,-6232025,6475912,0,0,0,7.95,6.41,1.56,96.05,142.73,6.00,149.72,164.82,0,16.23,1.37,34.05,27.46,10.92,8.81,930,4050,10.75,2.47,0.69,3.93,17.54,10.73,4.47
2014,46056218,17080090,28976127,0,21537684,13839884,7697800,24518534,500,4025000,0,0,53279403,45049887,8229516,5550179,2679337,3590471,3412686,7610313,-7026398,-5762266,0,0,0,5.03,6.41,0,0,0,4.35,123.41,87.84,0,15.45,0,0,0,0,0,848,6092,12.97,1.81,0.83,4.21,0,19.86,5.44
2015,94090170,28632463,65457707,0,55902646,31983306,23919340,38187523,500,6222125,0,0,65348347,57804412,7543936,8721477,-1177541,-1467603,-2371499,-870889,-6325439,5749733,0,0,0,-1.80,-3.63,22.65,적전,적전,0,89.52,146.39,0,11.54,0.93,-3.76,-7.56,-1.68,-3.38,-526,6137,0,0.75,0.32,3.75,-3.76,0,9.34
2016,95243648,31967684,63275964,0,62065249,52619001,9446248,33178399,500,6222125,0,0,64824128,64638020,186109,6296085,-6109976,-7311542,-6505969,-2539367,-3115300,10650084,0,0,0,-9.43,-10.04,-0.80,적지,적지,0,60.75,187.07,0,0.29,0.68,-17.12,-18.23,-6.45,-6.87,-1031,5343,0,0.84,0.43,20.58,-8.00,0,40.06
2017,92684328,20544514,72139814,0,58786951,50635976,8150975,33897377,100,31666180,0,0,77652131,74880524,2771607,6156401,-3384794,-4936762,-4593098,10742094,-12484842,-6472463,0,0,0,-4.36,-5.91,19.79,적지,적지,0,40.57,173.43,0,3.57,0.83,-10.09,-13.70,-3.60,-4.89,-140,1078,0,1.14,0.50,12.62,-4.56,0,18.90
2018,139584364,36744959,102839405,0,66817117,61617764,5199353,72767248,100,58822777,0,0,80032261,68820092,11212170,10814133,398036,-4275714,-4127270,-591777,-35280811,40220532,0,0,0,0.50,-5.16,3.07,흑전,적지,0.12,59.63,91.82,0,14.01,0.69,0.75,-7.74,0.34,-3.55,-76,1166,0,2.95,2.26,31.04,0.43,614.94,23.97
