구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,182504014,117578012,64926002,0,23986828,20748986,3237842,158517186,500,14600000,0,0,87303513,64574399,22729114,9683148,13045966,14500755,10804759,8213861,-16379825,8922609,225,3285000,29.55,14.94,12.38,23.21,-8.37,-10.78,67.94,566.67,15.13,3.02,26.03,0.53,8.77,7.26,7.85,6.50,761,9938,9.78,0.75,1.25,5.78,10.89,9.37,5.89
2010,183635358,109168266,74467092,0,13863378,11027573,2835805,169771980,500,14600000,0,0,95564020,69068968,26495052,9410318,17084734,21928002,15539074,27266917,-38175147,-9491450,300,4380000,27.44,17.88,16.26,9.46,30.96,43.82,96.00,989.96,8.17,3.31,27.72,0.52,10.41,9.47,9.33,8.49,1093,10700,8.29,0.85,1.38,5.53,11.86,8.54,5.82
2011,198468877,115746274,82722603,0,11503582,9492852,2010730,186965294,500,29200000,0,0,96807290,71050693,25756597,9425508,16331089,19571749,14370127,20433681,-16071576,-6298864,200,5840000,36.66,16.87,14.84,0,0,0,256.47,1219.30,6.15,3.94,26.61,0,0,0,0,0,546,5995,9.31,0.85,1.53,6.34,0,9.81,6.73
2012,204267235,126998255,77268980,0,11316095,10262132,1053963,192951140,500,29200000,0,0,100588757,75783555,24805202,8768106,16037096,13996425,8545054,17496547,-25898763,-3741040,200,5840000,44.72,15.94,8.50,3.91,-1.80,-40.54,793.52,1237.54,5.86,3.60,24.66,0.50,8.44,4.50,7.96,4.24,447,6253,12.43,0.89,1.61,7.85,8.82,10.77,7.30
2013,220712407,117738720,102973687,0,18946381,17187637,1758744,201766026,500,29200000,0,0,113782280,84629599,29152681,9952231,19200450,21893723,16144408,26401995,-35558789,-1123200,200,5840000,31.60,16.87,14.19,13.12,19.73,88.93,109.50,685.02,9.39,2.88,25.62,0.54,9.73,8.18,9.04,7.60,633,6639,10.98,1.05,1.78,7.99,11.67,10.98,8.07
2014,230626359,114933339,115693020,0,14271827,13246786,1025042,216354532,500,29200000,0,0,119141847,86943542,32198305,10609960,21588345,25959428,19692368,26241799,-9112271,-10840000,200,5840000,28.79,18.12,16.53,4.71,12.44,21.98,205.60,867.63,6.60,2.67,27.03,0.53,10.33,9.42,9.57,8.73,695,7168,10.77,1.04,1.83,7.91,11.97,10.44,7.80
2015,243973939,117897856,126076083,0,15144005,12481875,2662130,228829934,500,29200000,0,0,122691701,90522675,32169025,11418973,20750052,23465366,18078959,17926403,-12799467,-5840000,200,5840000,31.50,16.91,14.74,2.98,-3.88,-8.19,0,944.55,6.62,2.45,26.22,0.52,9.32,8.12,8.74,7.62,635,7604,12.87,1.07,1.94,9.10,10.68,11.82,8.63
2016,242279207,114501328,127777879,0,14354420,10860547,3493873,227924787,500,29200000,0,0,112914455,87978612,24935842,11789717,13146125,6712202,3092936,16951346,4354547,-5840000,150,4380000,59.08,11.64,2.74,-7.97,-36.65,-82.89,0,1054.29,6.30,2.52,22.08,0.46,5.76,1.35,5.41,1.27,254,7719,23.44,0.77,1.54,10.93,3.91,13.41,8.15
2017,235954859,114076058,121878801,0,13380004,10831989,2548015,222574855,500,29200000,0,0,107804655,83746843,24057812,13910417,10147395,6008895,876984,17772885,-19218105,-4380000,150,4380000,1493.62,9.41,0.81,-4.53,-22.81,-71.65,0,1053.14,6.01,3.20,22.32,0.45,4.50,0.39,4.24,0.37,10,7523,467.01,0.62,1.27,17.26,0.99,13.78,7.86
2018,240439615,122924341,117515274,0,12195571,10615861,1579710,228244044,500,29200000,0,0,106415944,85898625,20517319,15607645,4909673,12758892,9674785,7326064,-3198449,-3880000,150,4380000,50.15,4.61,9.09,-1.29,-51.62,1003.19,343.43,1157.93,5.34,3.27,19.28,0.45,2.18,4.29,2.06,4.06,299,7680,15.34,0.60,1.26,8.15,2.50,28.11,10.93
