구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,35918272,11861513,24056759,0,14538373,3664937,10873435,21379899,500,8178771,0,0,21818976,19196907,2622069,2514063,108007,97313,124820,1626563,-1625067,1516740,0,0,0,0.57,-1.74,흑전,흑전,0.53,323.65,68.00,0,12.02,0.62,0.52,0.60,0.31,0.36,15,2627,150.38,0.87,0.86,8.67,0.50,236.09,11.87
2017,34101559,9639799,24461760,0,13695176,4902740,8792437,20406383,500,8178771,0,0,22205941,19976760,2229180,2448904,-219724,-421342,-561231,2409868,-1077224,-2389476,0,0,0,-2.53,6.20,적전,적전,0,196.62,67.11,0,10.04,0.63,-1.08,-2.76,-0.62,-1.59,-70,2545,0,1.05,0.96,10.83,-1.02,0,12.71
2016,36673767,10648496,26025271,0,16374691,5918959,10455732,20299076,500,7804845,0,0,20910203,18262630,2647573,2544854,102719,345427,254690,1090772,-1100386,488205,0,0,0,1.22,-0.78,-81.32,-26.29,0.54,179.90,80.67,0,12.66,0.58,0.53,1.32,0.28,0.70,34,2653,108.50,1.39,1.32,11.52,0.26,372.83,17.04
2015,35600864,8572717,27028147,0,17270200,3544786,13725414,18330664,500,6923438,0,0,21074349,18180354,2893995,2344087,549909,274716,345527,2660837,-2464576,129278,25,162645,0,1.64,-14.08,-35.01,-38.35,2.11,241.84,94.21,0.87,13.73,0.59,3.16,1.99,1.55,0.97,53,2707,54.02,1.06,0.89,7.39,2.48,56.03,11.28
2014,35363106,10665761,24697345,0,18893019,10786557,8106462,16470087,500,6042030,0,0,24528650,21052349,3476301,2630182,846119,629067,560485,3097997,-1484649,-1441258,50,281220,0,2.29,-0.85,10.34,-36.02,1.37,98.88,114.71,2.60,14.17,0.69,5.16,3.42,2.38,1.57,93,2794,20.70,0.69,0.47,4.12,2.78,26.17,7.14
2013,35864797,10981612,24883186,0,19540177,3523988,16016189,16324621,500,6042030,0,0,24739339,21316699,3422640,2655838,766802,908138,875999,3872245,-8339106,2551819,50,281220,0,3.54,3.65,-28.72,-49.33,1.62,311.62,119.70,2.82,13.83,0.72,4.81,5.50,2.25,2.57,145,2770,12.24,0.64,0.43,3.82,2.89,28.73,8.16
2012,32395188,12302835,20092353,0,16854434,8699515,8154919,15540754,500,6042030,0,0,23868179,20037588,3830592,2754824,1075768,1791962,1728794,2377223,-4904693,3922572,50,281000,0,7.24,-3.01,-51.54,-38.79,2.41,141.42,108.45,1.69,16.05,0.80,7.34,11.79,3.62,5.81,286,2640,10.31,1.12,0.75,5.35,4.63,24.37,9.80
2011,27073853,9220452,17853401,0,13290452,5559840,7730612,13783400,500,6042030,0,0,24608757,20022110,4586647,2366834,2219813,1601568,2824305,3421108,-1841534,-1303600,50,281000,0,11.48,8.09,4.66,115.56,3.89,165.84,96.42,2.89,18.64,0.93,17.71,22.53,8.35,10.62,467,2349,3.70,0.74,0.42,2.43,19.57,8.00,4.80
2010,26115949,9492702,16623247,0,14828834,6479521,8349312,11287115,500,6042030,0,0,22766814,18369920,4396894,2275839,2121055,1274718,1310204,3348652,-1690926,-843240,50,281220,0,5.75,0,0,0,4.04,146.50,131.38,2.49,19.31,0,0,0,0,0,217,1936,9.27,1.04,0.53,4.76,0,9.38,5.92
2009,22243228,6976219,15267009,0,13043633,7949253,5094380,9199595,500,6042030,0,0,13785806,12057746,1728060,1603540,124520,252956,349636,1097137,380890,-2098023,25,140610,0,2.54,-19.16,흑전,흑전,0.27,87.76,141.78,1.88,12.54,0.59,1.34,3.76,0.53,1.50,58,1591,22.98,0.84,0.58,5.03,0.95,138.45,12.55
