구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,65434236,41048229,24386007,0,121672137,89811105,31861032,-56237901,5000,1244914,0,0,65840767,50217790,15622977,14849372,773605,-1913467,-2526718,1589574,234106,-1370407,0,0,0,1.17,-3.84,-23.02,흑전,적지,0.15,45.71,완전잠식,0,23.73,1.04,완전잠식,완전잠식,1.23,-4.00,-406,-8408,0,0,0,0,0,29.83,7.75
2010,64600446,42818898,21781548,0,116749578,93099212,23650367,-52149132,5000,1244914,0,0,112047123,88179572,23867551,13807690,10059861,4981472,3989411,3896878,1866698,-3488752,0,0,0,8.98,3.56,70.18,1200.39,흑전,2.20,45.99,완전잠식,0,21.30,1.72,완전잠식,완전잠식,15.47,6.14,641,-7751,0,0,0,0,0,1.95,1.62
2011,84508937,72573744,11935193,0,133976694,117809289,16167405,-49467757,5000,1244914,0,0,108263788,88046671,20217117,14927078,5290038,1335773,219986,9290874,-2276448,-6567224,0,0,0,4.89,0.20,-3.38,-47.41,-94.49,1.29,61.60,완전잠식,0,18.67,1.45,완전잠식,완전잠식,7.10,0.30,35,-7320,0,0,0,0,0,2.82,2.23
2012,77000067,61857687,15142380,0,115143986,114140495,1003492,-38143919,5000,1244914,0,0,167083285,123677885,43405400,32873257,10532143,15549518,14773546,7110472,-3097625,-3632450,0,0,0,6.30,8.84,54.33,99.09,6615.68,2.99,54.19,완전잠식,0,25.98,2.07,완전잠식,완전잠식,13.04,18.29,2373,-5501,0,0,0,0,0,0.97,0.88
2013,86772167,57661197,29110970,0,85723819,55636765,30087053,1048349,5000,1244914,0,0,155096940,110275655,44821285,27222834,17598451,43429267,39290288,25771602,-11478957,-8866118,0,0,0,11.35,25.33,-7.17,67.09,165.95,5.72,103.64,8177.03,0,28.90,1.89,완전잠식,완전잠식,21.49,47.98,6312,795,0,0,0,0,1646.00,1.65,1.54
2014,96921147,62497881,34423266,0,89398315,57884179,31514136,7522832,5000,1244914,0,0,149831917,102497042,47334875,36539512,10795363,5580688,4129577,16653312,-6404792,-9621998,0,0,0,7.20,2.76,-3.39,-38.66,-89.49,2.86,107.97,1188.36,0,31.59,1.63,251.90,96.36,11.75,4.50,663,1835,9.51,3.44,0.26,6.38,27.86,2.62,2.20
2015,141945398,107801955,34143443,0,108879188,76591171,32288017,33066210,5000,1244914,0,0,209266349,126485974,82780375,47452578,35327797,33639944,24701024,27504500,-2631470,-8992931,0,0,0,16.88,11.80,39.67,227.25,498.15,12.36,140.75,329.28,0,39.56,1.75,174.08,121.71,29.58,20.68,3968,5939,10.14,6.78,1.20,9.18,92.82,1.42,1.32
2016,243672819,196368774,47304045,0,152407394,117877995,34529399,91265425,5000,1244914,0,0,377642960,207513146,170129815,90543016,79586799,81910896,59516033,26249896,-16923895,-2529726,0,0,0,21.07,15.76,80.46,125.28,140.95,30.03,166.59,166.99,0,45.05,1.96,128.02,95.74,41.28,30.87,9561,15289,15.74,9.84,2.48,15.06,111.02,2.35,2.28
2017,340368616,261795089,78573527,0,208829381,180171703,28657678,131539235,500,12449140,0,0,602754834,423600263,179154571,91953587,87200984,65728567,45151696,28771872,-38252390,27534905,0,0,0,14.47,7.49,59.61,9.57,-24.14,14.15,145.30,158.76,0,29.72,2.06,78.28,40.53,29.86,15.46,7254,21759,13.85,4.62,1.04,12.73,51.90,14.65,14.01
2018,514784303,364334741,150449562,0,338534577,256612208,81922369,176249725,500,12449140,0,0,621764301,445399918,176364382,123277724,53086658,58196000,43608873,11560385,-88695740,94470788,0,0,0,8.54,7.01,3.15,-39.12,-3.42,8.96,141.98,192.08,0,28.37,1.45,34.50,28.34,12.42,10.20,7006,28942,7.09,1.72,0.50,6.15,18.76,13.45,11.96
