구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,63155378,20680289,42475090,0,19893634,18239802,1653832,43261744,500,15795038,0,0,31303910,16901727,14402183,12573242,1828941,1295881,1297666,6176300,-6059157,218379,0,0,0,4.15,-27.08,-73.62,-79.28,3.26,113.38,45.98,0,46.01,0.50,4.41,3.13,2.92,2.07,101,3055,30.37,1.01,1.54,11.66,4.84,31.42,13.15
2017,62120310,22900239,39220071,0,22411832,18760372,3651460,39708479,500,15197510,0,0,42928877,26247777,16681100,9747161,6933939,6258261,6264328,7539220,-7729020,26846,0,0,0,14.59,41.68,1345.31,326.57,17.55,122.07,56.44,0,38.86,0.71,19.51,17.63,11.41,10.31,412,2923,13.56,1.91,1.91,10.09,19.68,13.79,10.61
2016,59436360,23085471,36350889,0,28071991,11591099,16480892,31364370,500,14542351,0,0,30300574,22992661,7307913,6828160,479753,1468547,1468547,-6242342,2411178,4679921,0,0,0,4.85,215.02,흑전,흑전,1.35,199.17,89.50,0,24.12,0.53,1.57,4.81,0.84,2.57,120,2495,21.38,1.03,1.24,9.55,1.75,107.82,19.52
2015,54755799,15579614,39176184,0,25091608,8154751,16936857,29664191,500,14542351,0,0,9618590,8385866,1232724,8681362,-7448638,-29264632,-29175382,-3704328,256945,3781587,0,0,0,-303.32,80.64,적지,적지,0,191.05,84.59,0,12.82,0.15,-17.38,-68.08,-11.76,-46.05,-2010,2359,0,1.17,4.07,0,-23.97,0,0
2014,71961066,16246781,55714286,0,15914238,2574826,13339413,56046828,500,13806566,0,0,5324797,5941918,-617120,11036165,-11653285,-13920832,-15496112,-8658893,4414998,4989123,0,0,0,-291.02,-26.63,적지,적지,0,630.99,28.39,0,-11.59,0.07,-18.33,-24.38,-14.83,-19.72,-1073,4351,0,0.66,7.39,0,-32.97,0,0
2013,85206557,33420623,51785934,0,14131892,4542582,9589310,71074665,500,13806566,0,0,7257393,6865374,392020,9555146,-9163126,-12034217,-12337574,-8414982,-6356048,13029250,0,0,0,-170.00,-56.44,적지,적지,0,735.72,19.88,0,5.40,0.09,-12.10,-16.29,-10.75,-14.47,-857,5390,0,0.81,8.30,0,-25.23,0,0
2012,85273316,45390139,39883178,0,4910944,3921914,989030,80362372,500,13784066,0,0,16659282,12137152,4522130,7380226,-2858096,-10692704,-8939533,2899722,-2843156,-297037,0,0,0,-53.66,-52.18,적전,적전,0,1157.35,6.11,0,27.14,0.19,-3.38,-10.56,-3.21,-10.05,-603,6025,0,0.62,3.09,0,-7.86,0,0
2011,92693074,60215450,32477624,0,3759975,3759975,0,88933100,500,13761566,0,0,34833884,18992804,15841079,5695771,10145309,9720401,8151912,13350692,-10266469,-1785883,200,2639000,0,23.40,-28.33,-32.68,-48.19,0,1601.49,4.23,3.38,45.48,0.38,11.72,9.42,11.13,8.94,592,6826,9.99,0.87,2.34,8.18,41.39,8.03,6.81
2010,89670028,72530076,17139952,0,5461316,5461316,0,84208712,500,13760566,0,0,48600455,25179788,23420667,8349623,15071044,17475004,15735633,20953867,-29291457,-4679509,300,3959114,0,32.38,0,0,0,0,1328.07,6.49,3.63,48.19,0,0,0,0,0,1144,6483,7.22,1.27,2.34,5.85,0,7.54,6.06
2009,77381042,64433736,12947307,0,4242806,3269757,973048,73138236,500,13735566,0,0,51040503,21053795,29986708,11547528,18439180,17532789,17478280,23508448,-42754560,31522579,0,0,0,34.24,103.72,98.04,145.75,34.82,1970.60,5.80,0,58.75,0.98,42.57,40.36,35.31,33.47,1469,5325,8.95,2.47,3.06,7.05,83.47,9.80,7.80
