구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,403417388,216521973,186895414,0,227937089,168761815,59175275,175480298,500,15700682,0,0,697948340,646906170,51042170,40639369,10402801,7996526,5122051,7806402,-102112868,103929993,0,0,0,0.73,124.03,195.23,흑전,2.31,128.30,129.89,0,7.31,2.43,8.32,4.10,3.61,1.78,-19,2070,0,1.65,0.08,24.98,5.50,24.09,19.51
2017,172136603,103881479,68255124,0,97487162,75284373,22202790,74649440,500,15278232,0,0,311549095,270347402,41201693,37678036,3523656,199812,-126450,13226375,-7969938,18035370,0,0,0,-0.04,13.85,흑전,적지,1.14,137.99,130.59,0,13.22,1.89,5.37,-0.19,2.13,-0.08,70,2317,41.95,1.27,0.13,15.57,-3.72,23.91,16.20
2016,158288305,90752115,67536190,0,101663822,93159301,8504521,56624483,500,9358232,0,0,273654423,237404005,36250418,40011554,-3761136,-8398881,-7403425,-26982854,-811480,16765907,0,0,0,-2.71,69.10,적지,적지,0,97.42,179.54,0,13.25,1.88,-6.63,-13.04,-2.58,-5.08,-732,2023,0,2.66,0.18,0,-5.99,0,0
2015,132977966,70176974,62800991,0,76086180,57063981,19022199,56891786,500,4420192,0,0,161830135,143756561,18073573,27545093,-9471519,-10612682,-8661914,1746057,-9801985,3534464,0,0,0,-5.35,-32.36,적전,적전,0,122.98,133.74,0,11.17,1.23,-17.14,-15.68,-7.22,-6.60,-1569,5292,0,2.61,0.38,0,-16.39,0,0
2015,129422108,81068613,48353495,0,75816809,58581354,17235455,53605299,500,4420192,0,0,239266192,210645054,28621138,22630480,5990657,3388801,2755873,16802415,1088253,7897604,47,200561,0,1.15,73.94,5.83,12.83,2.81,138.39,141.44,0.19,11.96,2.09,14.34,6.60,5.23,2.41,736,6807,33.75,3.65,0.38,25.05,9.40,22.30,19.28
2014,99502190,50491064,49011126,0,69547590,48923738,20623852,29954600,500,3261520,0,0,137560306,110575206,26985100,21324681,5660419,2826878,2442447,-11310453,4273355,9207525,17,50845,0,1.78,4.39,-32.85,-53.23,2.20,103.20,232.18,0.16,19.62,1.62,22.55,9.73,6.67,2.88,491,5756,20.78,1.77,0.23,13.86,13.04,13.98,12.32
2013,70311238,28589677,41721562,0,50059194,34039194,16020000,20252044,5000,240000,0,0,131770912,108062335,23708577,15278591,8429985,5868352,5222188,9989349,-6726304,2190304,190,47000,0,3.96,0,0,0,3.23,83.99,247.18,0,17.99,0,0,0,0,0,13962,44231,0,0,0,0,0,3.17,2.95
2012,53700192,17303775,36396418,0,40680404,18280404,22400000,13019789,5000,320000,0,0,15425247,12166349,3258897,2636561,622336,265092,229840,-100900,49770,59976,0,0,0,1.49,-84.17,-80.34,-89.38,1.52,94.66,312.45,0,21.13,0.24,4.86,1.80,0.97,0.36,718,41469,0,0,0,0,1.87,36.85,27.61
2011,74467417,41996897,32470520,0,61887496,39437496,22450000,12579921,5000,320000,0,0,97426513,84300091,13126422,9960400,3166022,2796958,2164986,-3647345,-29255732,25979649,380,115000,0,2.22,-6.46,9.77,42.24,3.46,106.49,491.95,0,13.47,1.98,33.18,22.69,6.44,4.40,8545,40094,0,0,0,0,14.11,5.97,5.14
2010,23877617,16055531,7822087,0,17376427,11485647,5890780,6501190,5000,240000,0,0,104152473,93389007,10763466,7879234,2884232,2033927,1522107,12072107,-1616274,-3874668,0,84360,0,1.46,101.16,57.54,70.67,3.17,139.79,267.28,0,10.33,4.46,49.18,25.95,12.34,6.51,6342,28131,0,0,0,0,21.21,0.20,0.18
