구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,760918,567865,193052,0,108764,42597,66167,652154,500,2923816,0,0,0,0,0,346842,-346842,-357462,-357462,0,0,0,0,0,0,0,0,-100.00,적지,적지,0,1333.11,16.68,0,0,0.00,-108.19,-111.50,-61.25,-63.13,0,0,0,0,0,0,-150.12,0,0
2010,369934,162165,207769,0,125125,41959,83167,244809,500,2923916,0,0,0,0,0,397385,-397385,-389261,-389261,-305057,300982,8500,0,0,0,0,0,0,적지,적지,0,386.48,51.11,0,0,0.00,-88.61,-86.80,-70.28,-68.84,0,0,0,0,0,0,-217.37,0,0
2011,491666,232046,259620,0,444222,408460,35762,47443,500,2923816,0,0,148340,145431,2909,286619,-283710,-264616,-264616,-260290,13759,247396,0,0,0,-191.26,-178.38,0,적지,적지,0,56.81,936.33,0,1.96,0.34,-194.15,-181.09,-65.86,-61.42,0,0,0,0,0,0,-154.83,0,0
2012,428451,181946,246505,0,705762,555762,150000,-277312,500,2933816,0,0,171320,205979,-34659,250802,-285461,-354755,-354755,-255981,-41100,292715,0,0,0,-166.62,-207.07,15.49,적지,적지,0,32.74,완전잠식,0,-20.23,0.37,완전잠식,완전잠식,-62.05,-77.11,0,0,0,0,0,0,-147.77,0,0
2013,247334,32268,215067,0,819488,87788,731700,-572153,500,2933816,0,0,53299,50285,3013,293718,-290705,-294842,-294842,-153614,0,152912,0,0,0,-545.42,-553.18,-68.89,적지,적지,0,36.76,완전잠식,0,5.65,0.16,완전잠식,완전잠식,-86.03,-87.26,0,0,0,0,0,0,-190.70,0,0
2014,455318,258054,197264,0,1106724,115724,991000,-651406,500,2933816,0,0,413656,305995,107661,176548,-68887,-79252,-79252,-257134,0,259300,0,0,0,-16.65,-19.16,676.10,적지,적지,0,222.99,완전잠식,0,26.03,1.18,완전잠식,완전잠식,-19.61,-22.56,0,0,0,0,0,0,-31.55,0,0
2015,597868,408380,189488,0,791797,391309,400488,-193929,500,1223108,0,0,640353,555190,85163,158035,-72872,-83416,-83416,-68567,0,101894,0,0,0,-11.38,-13.03,54.80,적지,적지,0,104.36,완전잠식,0,13.30,1.22,완전잠식,완전잠식,-13.84,-15.84,0,0,0,0,0,0,-32.78,0,0
2016,710928,524772,186157,0,1001583,651095,350488,-290654,500,1223108,0,0,1442432,1367331,75101,163903,-88802,-96726,-96726,-112473,-5546,90016,0,0,0,-6.16,-6.71,125.26,적지,적지,0,80.60,완전잠식,0,5.21,2.20,완전잠식,완전잠식,-13.57,-14.78,0,0,0,0,0,0,-38.71,0,0
2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
