구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,181263385,80658704,100604681,0,74477667,65437089,9040579,106785718,500,23065935,0,0,215461607,186083017,29378591,17976693,11401898,17463381,13991837,14965885,-46329733,17370512,150,3425745,0,6.49,1.28,11.88,-14.46,10.28,123.26,69.74,4.31,13.64,1.29,11.17,13.70,6.83,8.38,557,3957,6.25,0.88,0.37,3.69,12.42,10.39,5.84
2008,152686473,93503614,59182860,0,55265368,45647346,9618022,97421105,500,23065935,0,0,212736528,185928760,26807768,16616873,10190895,19968243,16357978,23114222,-9030780,1738296,150,3425745,0,7.69,20.87,-11.63,166.21,8.15,204.84,56.73,8.85,12.60,1.59,11.99,19.24,7.63,12.24,697,3547,2.43,0.48,0.18,1.58,12.65,5.41,2.92
2007,114577681,62478462,52099219,0,41963535,30726607,11236928,72614145,500,23065935,0,0,176009989,149907247,26102742,14570089,11532653,10235662,6144696,12028345,-19131513,7589851,125,2854788,0,3.49,-0.80,-10.60,-25.47,32.98,203.34,57.79,4.10,14.83,1.61,16.32,8.70,10.53,5.61,239,2904,12.74,1.05,0.40,5.14,12.74,6.62,3.88
2006,104388514,63947197,40441317,0,35700321,31242645,4457676,68688193,500,23065935,0,0,177433055,149210582,28222474,15323047,12899427,10981233,8244364,24827138,-13782817,-7166895,125,2831543,0,4.65,0.17,23.45,37.07,27.10,204.68,51.97,3.82,15.91,1.71,19.37,12.38,12.41,7.93,323,2729,10.12,1.20,0.43,4.59,18.42,6.35,3.74
