구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,23520651,2433678,21086974,0,102071475,100923920,1147555,-78550824,500,11855905,0,0,5667477,6307507,-640030,7569498,-8209528,-82486972,-82486972,-3402654,12084865,-8745606,0,0,0,-1455.44,-90.08,적지,적지,0,2.41,완전잠식,0,-11.29,0.14,완전잠식,완전잠식,-20.96,-210.64,-7770,-6622,0,0,1.31,0,0,0,0
2007,54800510,16972838,37827673,0,53663025,51286254,2376772,1137485,1000,51828757,0,0,57131847,56875204,256643,17101967,-16845324,-62458073,-62664422,999855,-34538238,32063711,0,0,0,-109.68,-47.77,적전,적전,0,33.09,4717.69,0,0.45,0.77,-90.79,-337.75,-22.56,-83.92,-1661,23,0,25.26,0.38,0,-60.72,0,0
2006,94544431,52601601,41942829,0,58575362,51455396,7119965,35969069,5000,5725296,0,0,109395127,93782476,15612651,8711048,6901603,4353495,4723734,8794068,-16006070,6698035,0,0,0,4.32,7.80,31.98,52.73,2.22,102.23,162.85,0,14.27,1.14,21.07,14.42,7.21,4.93,825,6290,6.40,0.84,0.28,5.40,13.74,9.02,8.01
2005,97011679,75283855,21727824,0,67472054,63976368,3495685,29539625,5000,5725296,0,0,101477126,89715782,11761344,6532113,5229231,2924597,3092934,-979065,-174652,1179690,0,0,0,3.05,17.64,131.86,흑전,1.78,117.67,228.41,0,11.59,1.20,20.51,12.13,6.19,3.66,621,5167,14.97,1.80,0.46,11.86,10.02,16.27,14.08
