구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,94508931,29968197,64540734,0,51466716,39525119,11941597,43042215,500,24736394,0,0,77325563,65114344,12211219,10185449,2025770,2041585,1636585,9144614,-7929508,740540,25,614091,0,2.12,-51.48,흑전,흑전,1.00,75.82,119.57,1.19,15.79,0.77,4.80,3.88,2.00,1.62,66,1768,31.82,1.19,0.67,7.08,3.44,39.44,10.32
2017,107567992,44203321,63364671,0,66149375,47385221,18764154,41418616,500,22207425,0,0,159356867,152495556,6861311,12758790,-5897479,-19993725,-19872127,-6303098,-8668768,12380288,25,550866,0,-12.47,-10.31,적전,적지,0,93.29,159.71,0.74,4.31,1.36,-12.24,-41.23,-5.02,-16.92,-895,1896,0,1.78,0.47,0,-11.70,0,63.46
2016,127259725,52044169,75215556,0,72288248,55593456,16694792,54971477,500,18751820,0,0,177666099,164639805,13026295,11862271,1164024,-4918890,-5059114,6247844,-26282235,22837725,25,464476,0,-2.85,5.44,-28.53,적전,1.84,93.62,131.50,0.27,7.33,1.55,2.07,-8.98,1.02,-4.42,-272,2968,0,3.12,0.97,434.48,2.55,169.12,29.74
2015,101447240,35182361,66264879,0,43746273,39944902,3801371,57700968,500,18563320,0,0,168495877,153734194,14761683,13132898,1628785,982764,343400,7295560,-720927,-5156254,40,735622,0,0.20,-18.68,-81.94,-84.01,2.71,88.08,75.82,2.20,8.76,1.63,2.80,0.59,1.58,0.33,19,3145,98.38,0.58,0.20,6.82,1.32,27.58,7.20
2014,105181934,37173393,68008541,0,46580068,41480133,5099935,58601867,500,18563320,0,0,207192017,189405507,17786510,8765976,9020534,1874376,2146982,4885919,-434470,-7599939,25,459764,0,1.04,29.11,흑전,흑전,8.25,89.62,79.49,1.44,8.58,1.81,16.06,3.82,7.87,1.87,121,3194,14.38,0.54,0.15,4.23,25.96,5.71,3.64
2013,124175791,52628410,71547381,0,70424852,62595759,7829093,53750938,500,17718250,0,0,160481103,155535965,4945138,7330300,-2385162,-16837673,-14996435,4104289,-4720456,-851785,0,0,0,-9.34,9.08,적지,적지,0,84.08,131.02,0,3.08,1.26,-4.05,-25.49,-1.87,-11.75,-1026,3072,0,0.29,0.08,0,-4.99,0,10.79
2012,131087026,35790779,95296247,0,67153982,57783291,9370691,63933044,500,11869758,0,0,147128571,141400704,5727867,7658312,-1930445,2011116,-1812725,1958679,-5379517,-1195713,25,292000,0,-1.23,-25.16,적지,적전,0,61.94,105.04,0.94,3.89,1.04,-2.92,-2.74,-1.37,-1.29,-153,5444,0,0.49,0.21,6.19,3.41,0,11.75
2011,150794869,55492945,95301924,0,82538517,77107365,5431153,68256351,500,11869758,0,0,196588750,191904589,4684160,10153556,-5469396,974384,188653,9608137,-3521898,2078320,25,292000,0,0.10,10.93,적전,-97.05,0,71.97,120.92,0.86,2.38,1.43,-8.17,0.28,-3.99,0.14,16,5808,182.46,0.50,0.18,4.16,-2.08,0,22.19
2010,123263590,42566751,80696838,0,57589063,52265549,5323515,65674527,500,11869758,0,0,177211548,162673521,14538028,11937315,2600713,8639153,6398023,7365174,1185009,-9302529,50,584849,0,3.61,0,0,0,1.70,81.44,87.69,2.02,8.20,0,0,0,0,0,539,5590,4.59,0.44,0.17,2.07,0,18.72,4.68
2009,114342412,49250589,65091823,0,64031302,59007098,5024205,50311110,500,11869758,0,0,107930211,99670286,8259925,12149926,-3890001,-3323062,-3746291,-3027876,-6374026,481881,25,227989,0,-3.47,-58.40,적전,적지,0,83.47,127.27,0.75,7.65,0.58,-5.16,-4.97,-2.08,-2.01,-315,4296,0,0.78,0.37,6.41,-4.31,0,9.81
