구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,171051336,93151222,77900115,0,78904308,55787503,23116806,92147028,500,24959232,0,0,215217526,185452431,29765095,22197017,7568078,1247412,1739207,14328117,-2583126,1781591,75,1823192,0,0.81,-2.46,흑전,흑전,4.28,166.98,85.63,3.61,13.83,1.29,8.37,1.92,4.54,1.04,73,3739,28.45,0.56,0.24,5.54,10.02,9.13,4.57
2017,162170125,87230679,74939446,0,73393150,56500597,16892553,88776975,500,24959232,0,0,220648773,198761062,21887711,25695604,-3807893,-12795709,-12721933,7511781,-10266075,-2174585,0,0,0,-5.77,-14.00,적전,적지,0,154.39,82.67,0,9.92,1.23,-4.06,-13.56,-2.11,-7.06,-531,3633,0,0.64,0.25,0,-3.31,0,15.17
2016,197988798,113496490,84492308,0,99172784,80457522,18715262,98816014,500,22863000,0,0,256575199,223476242,33098957,32581787,517170,368968,-2168745,4728776,-13171552,1768689,0,0,0,-0.85,-8.85,-95.92,적전,0.34,141.06,100.36,0,12.90,1.29,0.51,-2.16,0.26,-1.09,-93,4347,0,0.65,0.25,6.90,-2.52,185.98,8.03
2015,201281074,115615139,85665935,0,99233994,77557225,21676769,102047080,500,22789000,0,0,281480920,236539598,44941322,32252316,12689006,12099006,9565640,11820013,-9073089,2901166,50,1113857,0,3.40,22.39,흑전,흑전,7.47,149.07,97.24,1.46,15.97,1.50,13.32,10.04,6.78,5.11,440,4501,7.76,0.76,0.26,3.64,8.90,7.97,4.30
2014,172919117,90627888,82291228,0,84435951,63700666,20735286,88483165,500,21553554,0,0,229979167,199284279,30694888,32550341,-1855453,-7623770,-8034471,11853385,-6995993,-6504305,0,0,0,-3.49,-7.23,적전,적전,0,142.27,95.43,0,13.35,1.29,-2.05,-8.87,-1.04,-4.50,-404,4109,0,0.51,0.18,11.10,-1.78,0,7.19
2013,184020091,99546692,84473399,0,91347525,61439313,29908212,92672566,500,18813000,0,0,247897578,214753449,33144129,26483237,6660892,3226660,1965228,7070232,-9613192,-411234,50,928464,0,0.79,-7.86,14.64,-74.08,2.39,162.02,98.57,1.23,13.37,1.35,7.61,2.25,3.62,1.07,102,4930,39.85,0.82,0.30,5.91,3.67,15.61,5.95
2012,184033478,94462647,89570830,0,101745554,76026421,25719133,82287923,500,16072000,0,0,269052489,234796877,34255612,28445545,5810067,14398148,7582941,11327681,-11991726,5046763,70,1073000,0,2.82,4.85,-52.98,109.43,1.99,124.25,123.65,2.50,12.73,1.41,7.21,9.41,3.06,3.99,475,5232,5.90,0.54,0.17,2.19,2.92,13.57,4.21
2011,196287402,98131137,98156265,0,117489029,98114411,19374618,78798373,500,16072090,0,0,256603250,217602112,39001139,26644170,12356969,7898355,3620743,14810466,-26312479,17185876,0,0,0,1.41,20.31,28.85,34.38,3.75,100.02,149.10,0,15.20,1.40,17.64,5.17,6.76,1.98,327,5012,4.84,0.32,0.07,1.03,6.07,4.44,2.13
2010,169301446,75693344,93608102,0,107959166,96476944,11482222,61342280,500,8028885,0,0,213276426,177114953,36161473,26571537,9589936,4747926,2694425,23203515,5914853,-25590270,0,0,0,1.26,0,0,0,2.63,78.46,175.99,0,16.96,0,0,0,0,0,365,7887,8.27,0.38,0.11,1.26,0,6.03,2.25
2009,160946332,67289106,93657226,0,124024663,101239233,22785431,36921669,500,7926005,0,0,208436967,187487722,20949244,22533763,-1584519,-1909793,-8602229,17150088,-193066,-21335072,0,0,0,-4.13,-3.05,적전,적전,0,66.47,335.91,0,10.05,1.21,-3.86,-20.98,-0.92,-5.01,-1042,5008,0,0.39,0.07,1.02,-7.20,0,3.23
