구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,1723409866,893430409,829979458,0,597203089,303482276,293720813,1126206777,5000,11686538,0,0,1334877810,989010126,345867684,295716976,50150708,50151257,34249900,14410216,-86074867,-4506112,1000,11413178,0,2.57,3.65,-44.46,-39.61,6.59,294.39,53.03,0.74,25.91,0.78,4.49,3.06,2.93,2.00,2946,93724,46.16,1.45,1.19,21.32,2.89,37.44,20.80
2017,1703581525,926536973,777044552,0,594868624,260055247,334813378,1108712901,5000,11686538,0,0,1287916286,921112428,366803859,276506081,90297778,72151715,56711043,57879006,14826383,48178862,1250,14266472,0,4.40,7.51,15.10,-12.96,14.32,356.28,53.65,0.55,28.48,0.79,8.33,5.23,5.55,3.49,4556,92064,49.60,2.45,2.05,29.36,6.30,31.57,22.44
2016,1550614664,801377452,749237212,0,491603630,303297155,188306475,1059011034,5000,11686538,0,0,1197903918,845825581,352078338,273626761,78451576,79510723,65152451,-1742285,-111085151,110559259,1250,14266472,0,5.44,14.32,-14.43,-31.91,14.57,264.22,46.42,0.80,29.39,0.81,7.63,6.34,5.29,4.39,5388,88031,29.14,1.78,1.53,19.51,6.33,25.91,18.56
2015,1415128446,743461526,671666919,0,417424433,307735421,109689012,997704012,5000,11686538,0,0,1047812247,708815564,338996684,247316413,91680270,128887370,95687082,45243778,7835338,-27621766,1750,20235562,0,9.13,7.43,-5.45,10.25,18.28,241.59,41.84,0.96,32.35,0.76,9.56,9.98,6.68,6.97,8126,83063,22.52,2.20,2.04,17.33,7.89,23.98,18.31
2014,1330351374,662881327,667470047,0,409724547,334370391,75354156,920626827,5000,11686538,0,0,975327106,664827551,310499555,213533659,96965896,116651079,86789123,56763006,-163415951,109442415,1250,14453973,0,8.90,9.81,23.04,20.49,20.91,198.25,44.50,0.91,31.84,0.80,11.02,9.86,7.97,7.13,7183,77574,19.07,1.77,1.64,14.90,9.55,17.51,14.09
2013,1104264801,560951100,543313701,0,264856232,208983825,55872406,839408569,5000,11686538,0,0,888168207,613274391,274893816,196085355,78808461,91029843,72027708,29689475,-70400848,45966291,1250,14453973,0,8.11,9.41,5.99,29.52,44.02,268.42,31.55,1.00,30.95,0.86,10.34,9.45,7.66,7.00,6201,71622,20.08,1.74,1.58,15.90,9.52,18.68,15.14
2012,954379520,461497029,492882491,0,269146206,223973857,45172349,685233313,5000,10130989,0,0,811774313,558194735,253579578,179223896,74355683,73110468,55611788,50756716,-90349567,30023275,1250,12639000,0,6.85,5.71,-12.92,-3.45,34.94,206.05,39.28,0.90,31.24,0.89,11.30,8.45,8.19,6.13,5295,66369,26.16,2.09,1.73,20.25,10.19,19.76,16.32
2011,860353832,508273708,352080124,0,230072795,190855695,39217099,630281038,5000,10130989,0,0,767911771,509056095,258855676,173470534,85385142,86059431,57600774,54855489,-38627282,-15353961,1500,15166000,0,7.50,-3.17,-45.24,-49.46,25.14,266.31,36.50,1.03,33.71,0.94,14.48,9.77,10.48,7.07,5548,61071,26.32,2.39,1.90,21.30,11.68,17.47,15.15
2010,768823264,493464866,275358398,0,219572294,198515516,21056777,549250970,5000,9799469,0,0,793048919,471109974,321938945,166001249,155937696,146064294,113974766,84972670,-86820842,9204046,1750,17114071,0,14.37,0,0,0,27.38,248.58,39.98,1.26,40.60,0,0,0,0,0,12188,55300,11.41,2.51,1.64,10.41,0,8.79,8.21
2009,713027568,459104556,253923012,0,354204316,269190642,85013674,358823251,5000,9011477,0,0,643208349,373461415,269746934,150358559,119388376,104653825,80524433,112006156,-70941779,-30447855,1250,11239346,0,12.52,24.63,75.75,64.76,12.49,170.55,98.71,0.99,41.94,1.02,38.14,25.73,18.91,12.76,8936,39880,14.10,3.16,1.77,11.67,24.07,9.92,8.70
