구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,263210395,148697632,114512763,0,128810076,122979841,5830235,134400319,5000,6960000,0,0,347065436,325586038,21479398,11249653,10229745,10644309,13268783,21879955,-4653682,-24470424,150,1044000,7.87,2.95,3.82,-4.97,흑전,흑전,1.22,120.91,95.84,2.49,6.19,1.30,8.01,10.39,3.82,4.95,1906,19310,3.16,0.31,0.12,2.14,5.99,11.76,7.27
2010,292570113,176264588,116305525,0,136593461,125746221,10847241,155976651,5000,6960000,0,0,407407665,377633913,29773752,12412844,17360908,19662409,15595769,15361365,184258,-12649574,200,1392000,8.93,4.26,3.83,0,0,0,3.35,140.17,87.57,1.89,7.31,0,0,0,0,0,2241,22410,4.73,0.47,0.18,3.24,0,7.93,5.60
2011,291361368,175921787,115439582,0,124409465,108256121,16153345,166951903,5000,6960000,0,0,396286962,372209562,24077400,9598994,14478406,13841835,10656034,12878194,-4793624,-14732025,200,1392000,13.06,3.65,2.69,-2.73,-16.60,-31.67,3.51,162.51,74.52,2.28,6.08,1.36,8.97,6.60,4.96,3.65,1531,23987,5.73,0.37,0.15,3.40,5.34,8.21,5.45
2012,250378245,149575393,100802853,0,79001943,63994452,15007491,171376302,500,69600000,0,0,359008369,342264622,16743747,10680531,6063216,10436589,8939275,36058011,1990692,-44243783,20,1392000,15.57,1.69,2.49,-9.41,-58.12,-16.11,2.10,233.73,46.10,1.96,4.66,1.33,3.58,5.28,2.24,3.30,128,2462,7.94,0.41,0.20,4.31,2.66,15.07,6.72
2013,258754256,157565421,101188835,0,86078538,74150941,11927597,172675718,500,69600000,0,0,326176058,312556766,13619291,10997523,2621768,4322362,2526566,11570903,-9992500,12241245,15,1044000,41.32,0.80,0.77,-9.15,-56.76,-71.74,1.77,212.49,49.85,1.62,4.18,1.28,1.52,1.47,1.03,0.99,36,2481,25.48,0.37,0.20,8.07,0.85,30.65,9.96
2014,284817577,158478854,126338723,0,114515963,93343293,21172671,170301614,500,69600000,0,0,309041275,302231756,6809519,10883391,-4073872,-3122889,-1982854,12426029,-26213493,20723427,0,0,0,-1.32,-0.64,-5.25,적전,적전,0,169.78,67.24,0,2.20,1.14,-2.38,-1.16,-1.50,-0.73,-28,2447,0,0.42,0.23,20.69,-1.37,0,78.77
2015,275509948,127095175,148414773,0,110506034,81327474,29178560,165003914,500,69600000,0,0,271779373,266659735,5119638,10508769,-5389131,-7518781,-5693984,16500923,-33345866,6491077,15,1044000,0,-1.98,-2.10,-12.06,적지,적지,0,156.28,66.97,0.59,1.88,0.97,-3.21,-3.40,-1.92,-2.03,-82,2371,0,1.07,0.65,0,-2.01,0,1621.80
2016,323914602,133968451,189946152,0,126582479,98389765,28192714,197332123,500,69600000,0,0,273427164,263808706,9618458,11580773,-1962314,42686149,33123201,-15947245,-5791601,16568986,15,1044000,3.15,-0.72,12.11,0.61,적지,흑전,0,136.16,64.15,0.92,3.52,0.91,-1.08,18.28,-0.65,11.05,476,2835,3.41,0.57,0.41,2.68,-0.72,0,26.32
2017,334276483,144859120,189417362,0,139144947,113355508,25789439,195131536,500,69600000,0,0,299165112,288061934,11103178,11548980,-445803,-2645278,-1832853,-7943708,-10536159,16188019,15,1044000,0,-0.15,-0.61,9.41,적지,적전,0,127.79,71.31,1.33,3.71,0.91,-0.23,-0.93,-0.14,-0.56,-26,2804,0,0.40,0.26,9.67,-0.14,0,18.10
2018,356053734,155083980,200969754,0,169286509,135928647,33357862,186767225,500,69600000,0,0,317744416,315404093,2340324,10531358,-8191035,-10062345,-10415315,-4300458,-22046995,33566007,0,0,0,-2.58,-3.28,6.21,적지,적지,0,114.09,90.64,0,0.74,0.92,-4.29,-5.45,-2.37,-3.02,-150,2683,0,0.33,0.20,0,-3.53,0,96.20
