구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,12324588,5946246,6378342,0,9966898,5682978,4283920,2357689,5000,220000,0,0,21093911,17044804,4049107,2073863,1975244,499211,394329,-1798159,-4663680,6359245,0,0,0,9.36,1.87,0,0,0,8.74,104.63,422.74,0,19.20,0,0,0,0,0,1792,10717,0,0,0,0,0,3.89,3.31
2010,16728355,7561275,9167081,0,12936866,7601866,5335000,3791489,5000,220000,0,0,32779708,28584739,4194969,2622637,1572332,1256490,1130320,2953157,-3508204,1123380,0,0,0,4.80,3.45,55.40,-20.40,186.64,3.40,99.47,341.21,0,12.80,2.26,51.14,36.76,10.82,7.78,5138,17234,0,0,0,0,13.41,4.96,3.60
2011,24863123,14474592,10388531,0,18793870,14186703,4607168,6069253,5000,220000,0,0,60220626,52803612,7417014,3843221,3573793,2828778,2237769,3750196,-2057710,938798,0,0,0,5.93,3.72,83.71,127.29,97.98,6.82,102.03,309.66,0,12.32,2.90,72.49,45.39,17.19,10.76,10172,27588,0,0,0,0,23.90,1.83,1.45
2012,34298301,22989363,11308938,0,24171206,18680007,5491199,10127095,5000,220000,0,0,78184333,63489607,14694726,6465103,8229624,5346079,4194120,-209271,-3147146,2943531,0,0,0,10.53,5.36,0,0,0,15.08,123.07,238.68,0,18.79,0,0,0,0,0,19064,46032,0,0,0,0,0,1.17,1.07
2013,28041637,16616243,11425394,0,12263409,9456676,2806733,15778227,5000,220000,0,0,71254371,58464027,12790344,5813691,6976653,6788988,5731603,7746131,-833184,-8099283,0,0,0,9.79,8.04,-8.86,-15.23,36.66,24.31,175.71,77.72,0,17.95,2.29,53.86,44.25,22.38,18.39,26053,71719,0,0,0,0,33.49,0.41,0.37
2014,32094356,21565277,10529079,0,13652026,11780586,1871440,18442330,5000,220000,0,0,66063451,57001220,9062231,5324142,3738090,3662096,2664103,3952708,-1003626,-1184466,0,0,0,5.66,4.03,-7.29,-46.42,-53.52,23.95,183.06,74.03,0,13.72,2.20,21.85,15.57,12.43,8.86,12110,83829,0,0,0,0,16.90,0.00,0.00
2015,41785986,31440629,10345357,0,6593014,4913134,1679879,35192972,500,6027914,0,0,73464989,64038514,9426475,5354846,4071630,4209498,3368750,-23902,-3534316,10676876,50,301396,8.95,5.54,4.59,11.20,8.92,26.45,20.79,639.93,18.73,0.69,12.83,1.99,15.18,12.56,11.02,9.12,740,5838,9.75,1.23,0.45,7.30,17.86,10.42,8.15
2016,44541663,32764407,11777256,0,10731733,7875657,2856076,33809930,500,5927914,0,0,32877051,30587965,2289086,4984532,-2695446,-1804904,-1089110,2166671,-10583938,2555776,0,0,0,-8.20,-3.31,-55.25,적전,적전,0,416.02,31.74,0,6.96,0.76,-7.81,-3.16,-6.24,-2.52,-181,5609,0,1.19,1.22,21154.82,-7.90,0,0
2017,73353796,62051688,11302108,0,35512116,13182245,22329871,37841680,500,7040175,0,0,30603266,30377199,226067,6221375,-5995308,-8014300,-9115400,-3412574,-3584385,39991318,0,0,0,-19.59,-29.79,-6.92,적지,적지,0,470.72,93.84,0,0.74,0.52,-16.73,-25.44,-10.17,-15.46,-1479,5375,0,2.16,2.34,0,-35.68,0,0
2018,58744582,48603891,10140692,0,26950963,26496695,454268,31793619,500,14555408,0,0,18640144,18642924,-2780,5552165,-5554946,-7762893,-7362296,-4888036,-13301049,-5458529,0,0,0,-29.80,-39.50,-39.09,적지,적지,0,183.43,84.77,0,-0.01,0.28,-15.95,-21.15,-8.41,-11.15,-507,2184,0,2.08,3.54,0,-33.98,0,0
