구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,2980348,969922,2010426,0,751704,480587,271117,2228644,500,3035000,0,0,1543958,518568,1025391,851562,173828,169520,169520,43880,-101772,0,0,0,0,10.98,13.52,169.58,196.11,12.55,201.82,33.73,0,66.41,0.52,8.11,7.91,5.91,5.76,0,0,0,0,0,0,11.38,0.00,0.00
2017,2906702,727806,2178896,0,847577,439344,408234,2059125,500,3035000,0,0,1360095,613895,746200,681720,64480,57249,57249,582867,-209360,-176667,0,0,0,4.21,-2.88,흑전,흑전,4.16,165.66,41.16,0,54.86,0.45,3.18,2.82,2.14,1.90,0,0,0,0,0,0,4.27,0.00,0.00
2016,3127280,1045728,2081552,0,1125405,811347,314058,2001876,500,3035000,0,0,1400378,764431,635946,925402,-289456,-272636,-272636,-284905,-257301,-66667,0,0,0,-19.47,-42.12,적전,적지,0,128.89,56.22,0,45.41,0.43,-13.54,-12.75,-8.91,-8.39,0,0,0,0,0,0,-19.18,0,0
2015,3369029,1431211,1937818,0,1094517,770706,323811,2274512,500,3035000,0,0,2419284,1109258,1310025,898942,411083,-28235,-29318,482421,-596346,-167067,0,0,0,-1.21,20.92,328.00,적전,14.24,185.70,48.12,0,54.15,0.71,19.08,-1.36,12.13,-0.87,0,0,0,0,0,0,34.71,0.00,0.00
2014,3406389,1837008,1569381,0,1372559,956661,415898,2033830,500,3035000,0,0,2000751,967752,1032999,936951,96048,101327,101327,902911,-837927,-18419,0,0,0,5.06,37.82,흑전,흑전,3.08,192.02,67.49,0,51.63,0.56,4.32,4.56,2.68,2.83,0,0,0,0,0,0,9.32,0.00,0.00
2013,3761313,1880726,1880587,0,1348871,972920,375950,2412442,500,3035000,0,0,1451673,913977,537696,919065,-381369,-395097,-395097,-91592,21473,-19336,0,0,0,-27.22,-14.00,적전,적전,0,193.31,55.91,0,37.04,0.40,-16.05,-16.63,-10.38,-10.75,0,0,0,0,0,0,-36.21,0,0
2012,3587325,2331825,1255500,0,1246983,872183,374800,2340342,500,3035000,0,0,1688077,974113,713964,661576,52388,27769,27769,-93073,-1266050,1133882,0,0,0,1.65,-42.65,-84.45,-91.30,1.61,267.36,53.28,0,42.29,0.54,2.52,1.33,1.66,0.88,0,0,0,0,0,0,5.16,0.00,0.00
2011,2707255,1091193,1616062,0,883272,650958,232314,1823983,500,2150000,0,0,2943239,1722925,1220314,883484,336830,319238,319238,162059,-464781,555019,0,0,0,10.85,0,0,0,8.60,167.63,48.43,0,41.46,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
