구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,357376527,161975107,195401420,0,157734562,90202185,67532377,199641965,500,26101057,0,0,128747502,91913119,36834383,28142284,8692099,5110890,6033173,18186120,-26505326,6003347,50,1287148,0,4.69,15.51,-1.55,11.74,1.83,179.57,79.01,0.31,28.61,0.36,4.59,3.19,2.45,1.70,305,7638,52.15,2.08,3.22,22.77,4.15,56.37,25.84
2017,350900018,171454969,179445050,0,171776627,104729805,67046822,179123392,500,24297142,0,0,111462046,75146302,36315744,27486517,8829227,6604216,5399255,-18726767,-21304275,39623792,50,1196952,0,4.84,50.23,-4.43,-20.18,2.55,163.71,95.90,0.30,32.58,0.38,5.55,3.39,3.00,1.83,261,7305,63.48,2.27,3.60,29.82,3.69,54.97,30.38
2016,238005407,138007245,99998162,0,98920055,62394263,36525792,139085352,500,24037169,0,0,74193619,51216436,22977184,13739153,9238031,7447984,6764328,-24516521,1667234,26158325,50,1197012,0,9.12,10.74,16.36,-17.96,5.01,221.19,71.12,0.39,30.97,0.34,6.81,4.99,4.23,3.10,294,5705,43.99,2.27,4.18,30.99,6.76,36.59,27.72
2015,198994338,119676636,79317702,0,66827413,29567802,37259611,132166925,500,15854105,0,0,67000805,44274428,22726377,14787260,7939118,9133546,8245573,-8347565,-56109548,67949506,50,787936,0,12.31,26.40,13.42,37.38,7.13,404.75,50.56,0.17,33.92,0.42,8.11,8.42,4.93,5.12,631,8185,47.03,3.63,5.96,37.27,8.86,59.70,46.63
2014,122980242,66526993,56453250,0,59296854,30065965,29230888,63683389,500,12021154,0,0,53005111,34370579,18634532,11634524,7000009,7239433,6002020,17154024,-35022247,23431610,60,715547,0,11.32,3.18,-2.98,6.50,16.44,221.27,93.11,0.46,35.16,0.50,12.05,10.33,6.64,5.69,515,5318,25.42,2.46,2.83,19.17,9.44,24.38,19.12
2013,87954781,47610969,40343812,0,35442972,17703173,17739799,52511808,500,10898671,0,0,51369430,32625520,18743910,11529109,7214801,6311795,5635920,5836359,-3941741,-1447530,60,648198,0,10.97,7.82,1.30,6.13,7.05,268.94,67.50,0.76,36.49,0.60,15.06,11.76,8.40,6.56,529,4881,14.86,1.61,1.63,11.30,11.96,13.00,10.43
2012,83808765,50248118,33560647,0,40508584,30710795,9797788,43300181,500,10012500,0,0,47641777,30371035,17270741,10148291,7122451,5493465,5310432,1642355,-11727658,5528100,60,597000,0,11.15,20.39,44.94,45.27,3.48,163.62,93.55,0.85,36.25,0.57,17.36,12.94,8.55,6.37,530,4357,13.24,1.61,1.48,9.98,16.15,11.00,8.85
2011,82802049,55599988,27202060,0,44052512,20839452,23213060,38749537,500,10012500,0,0,39573010,25785293,13787717,8873676,4914042,4205544,3655521,11363980,-25344394,17279211,60,601000,0,9.24,30.16,-2.69,-23.43,3.43,266.80,113.69,1.00,34.84,0.61,13.61,10.12,7.63,5.67,365,3870,16.49,1.56,1.52,11.61,12.62,12.27,9.35
2010,46080552,28804026,17276526,0,12620390,8183248,4437142,33460162,500,6675000,0,0,30402863,19439157,10963706,5913936,5049770,6136956,4774349,-5780015,-7467913,13768068,130,718439,0,15.70,0,0,0,7.06,351.99,37.72,1.04,36.06,0,0,0,0,0,832,5013,15.03,2.49,2.36,11.87,0,16.52,13.20
2009,23663775,13870614,9793161,0,11110503,7662717,3447787,12553272,5000,504829,0,0,28425345,20094028,8331317,4413271,3918045,3475823,3319410,4219961,-6524042,3912267,0,0,0,11.68,71.51,358.72,385.32,7.07,181.01,88.51,0,29.31,1.41,36.41,30.84,19.49,16.51,6575,24866,0,0,0,0,27.98,0.61,0.51
