구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,20510503,13776917,6733586,0,3458216,3050601,407615,17052286,500,7355550,0,0,13169042,7410031,5759011,2672569,3086442,3290119,2711979,1515610,165651,-291904,30,212549,7.84,23.44,20.59,22.24,146.63,73.05,317.11,451.61,20.28,1.19,43.73,0.68,19.60,17.22,15.99,14.05,373,2454,6.76,1.03,1.39,6.05,28.16,6.01,5.44
2010,23402186,9789068,13613118,0,4210024,3815930,394094,19192162,500,7355550,0,0,14133404,8384838,5748566,3315840,2432726,2456779,1944738,3334898,-3477444,-312549,30,212549,10.93,17.21,13.76,0,0,0,620.75,256.53,21.94,0.48,40.67,0,0,0,0,0,264,2745,23.41,2.25,3.22,19.57,0,18.72,16.18
2011,27180638,10817818,16362820,0,7417633,3928725,3488908,19763005,500,7355550,0,0,9004580,5782234,3222347,2428066,794280,950000,819011,-2083,-3319126,2737451,50,354000,43.22,8.82,9.10,-36.29,-67.35,-57.89,7.11,275.35,37.53,1.56,35.79,0.36,4.08,4.20,3.14,3.24,111,2823,28.74,1.13,2.61,17.42,4.22,32.70,19.58
2012,28325122,12061621,16263501,0,6944516,3456372,3488144,21380606,500,8064047,0,0,12406150,7576045,4830105,2963492,1866612,1791438,1483745,1621198,-1756161,94709,50,390000,25.37,15.05,11.96,37.78,135.01,81.16,12.93,348.97,32.48,1.64,38.93,0.45,9.07,7.21,6.73,5.35,191,2770,15.98,1.10,1.98,10.99,8.65,14.45,10.52
2013,26829866,10888831,15941036,0,4542860,2860103,1682758,22287006,500,8843228,0,0,9724622,5407973,4316649,3197779,1118870,1142191,1023383,-177179,1178284,-1504876,0,0,0,11.51,10.52,-21.61,-40.06,-31.03,12.87,380.71,20.38,0,44.39,0.35,5.12,4.69,4.06,3.71,113,2626,34.68,1.49,3.56,20.89,5.34,30.97,19.50
2014,28221777,12885665,15336112,0,3925161,3499542,425619,24296616,100,44216140,0,0,12359867,6808233,5551634,3477028,2074606,2228821,1879753,3325792,-138070,-1500000,5,214241,11.48,16.79,15.21,27.10,85.42,83.68,74.93,368.21,16.16,0.61,44.92,0.45,8.91,8.07,7.54,6.83,42,570,19.44,1.44,2.93,14.62,9.25,17.52,13.52
2015,29571965,14372085,15199880,0,5299142,4112990,1186152,24272823,100,44216140,0,0,12895915,6980714,5915201,3277258,2637942,2846437,2437136,270215,133702,-1432707,0,0,0,20.46,18.90,4.34,27.15,29.65,123.40,349.43,21.83,0,45.87,0.45,10.86,10.04,9.13,8.43,58,611,45.15,4.27,8.95,36.70,11.74,43.74,35.76
2016,37658698,21756692,15902007,0,4709645,3599534,1110111,32949053,100,44216140,0,0,13357239,7040017,6317222,3308378,3008844,3264161,2689141,3008679,-7444008,6396561,0,0,0,22.53,20.13,3.58,14.06,10.34,697.78,604.43,14.29,0,47.29,0.40,10.52,9.40,8.95,8.00,61,746,47.81,3.90,9.63,39.85,12.35,42.75,36.27
2017,38491508,22277236,16214272,0,3599756,2702990,896765,34891752,100,44216140,0,0,12836996,6742349,6094648,3753239,2341409,2165422,1809813,2114743,-682328,0,0,0,0,18.24,14.10,-3.89,-22.18,-32.70,0,824.17,10.32,0,47.48,0.34,6.90,5.34,6.15,4.75,48,797,48.74,2.91,7.99,38.88,9.69,43.67,35.56
2018,39530502,23106513,16423989,0,4590549,3749100,841448,34939954,100,44216140,0,0,15383067,8445642,6937425,3900501,3036924,3535214,2714064,4877223,-1919581,-2637764,5,214331,6.78,19.74,17.64,19.83,29.70,49.96,0,616.32,13.14,0.28,45.10,0.39,8.70,7.77,7.78,6.96,71,867,24.90,2.05,5.12,21.26,11.92,25.66,21.78
