구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,486998052,215268500,271729551,0,362536735,184785753,177750982,124461316,500,14625466,0,0,395790242,361326429,34463813,40834052,-6370239,-10401398,-9376567,22146963,8547358,-32554690,100,1365895,0,-1.61,-2.37,-3.54,적지,적지,0,116.50,291.28,4.48,8.71,0.78,-5.07,-7.46,-1.25,-1.85,-363,7545,0,0.30,0.08,1.11,-2.41,0,8.64
2010,591895062,256190278,335704784,0,390765753,295886033,94879721,201129309,500,14625466,0,0,497950880,454584584,43366297,44054220,-687923,4465143,2274873,28462286,26258914,-28239755,100,1384145,34.64,-0.14,0.46,0,0,0,0,86.58,194.29,3.24,8.71,0,0,0,0,0,273,11897,11.31,0.26,0.09,1.06,0,0,7.08
2011,601998175,294680532,307317643,0,426707641,282258394,144449247,175290534,500,14625466,0,0,538746369,510514457,28231912,42005140,-13773228,-11091227,-12395708,-8912293,-27512088,63275894,100,1384000,0,-2.56,-2.30,8.19,적지,적전,0,104.40,243.43,3.44,5.24,0.90,-7.32,-6.59,-2.31,-2.08,-588,10382,0,0.28,0.08,1.75,-5.72,0,14.42
2012,566324408,264597506,301726901,0,393125768,211423894,181701874,173198639,500,14625466,0,0,570649070,517358753,53290317,42314076,10976242,-3118876,-3576317,24425345,-45973454,-29428535,100,1384000,0,1.92,-0.63,5.92,흑전,적지,0.53,125.15,226.98,3.55,9.34,0.98,6.30,-2.05,1.88,-0.61,-228,10227,0,0.28,0.07,1.39,4.89,24.49,6.11
2013,563167943,264672190,298495753,0,393707351,265356359,128350992,169460592,500,14625466,0,0,570390311,516897986,53492325,43892239,9600086,6790325,5468514,30387475,255255,-19410825,100,1384145,45.49,1.68,0.96,-0.05,-12.54,흑전,0.55,99.74,232.33,3.39,9.38,1.01,5.60,3.19,1.70,0.97,208,10146,14.18,0.29,0.08,1.32,3.26,27.64,6.75
2014,452378447,167308099,285070348,0,293966392,167301994,126664398,158412055,500,14625466,0,0,561303322,511802008,49501314,45552547,3948767,-15625094,-15272141,44513024,15859126,-96554889,100,1384145,0,0.70,-2.72,-1.59,-58.87,적전,0.27,100.00,185.57,3.42,8.82,1.11,2.41,-9.32,0.78,-3.01,-933,9496,0,0.31,0.08,2.96,1.80,60.48,7.46
2015,454722206,182272411,272449795,0,296858720,186169074,110689646,157863486,500,14625466,0,0,574194659,520205531,53989128,48654044,5335084,4494549,1129793,24283839,3662343,-16296646,100,1384145,260.11,0.93,0.20,2.30,35.11,흑전,0.45,97.91,188.05,2.84,9.40,1.27,3.37,0.71,1.18,0.25,36,9446,96.74,0.37,0.09,1.91,0.68,43.54,7.30
2016,455219603,171163722,284055881,0,297537290,229018337,68518954,157682313,500,14625466,0,0,590882479,526192503,64689976,48566155,16123822,9660416,6858026,33392100,-33875038,1446119,150,2076218,34.58,2.73,1.16,2.91,202.22,507.02,1.41,74.74,188.69,4.14,10.95,1.30,10.22,4.35,3.54,1.51,411,9482,8.83,0.38,0.09,1.77,5.81,14.77,5.95
2017,509012525,170621153,338391372,0,322284078,233505051,88779027,186728447,500,14625466,0,0,550059577,507227128,42832449,48804440,-5971991,-3650420,-5486688,16494783,-22314993,-336377,150,2076671,0,-1.09,-1.00,-6.91,적전,적전,0,73.07,172.60,4.37,7.79,1.14,-3.47,-3.19,-1.24,-1.14,-137,11360,0,0.30,0.09,2.27,-4.35,0,13.40
2018,495396871,196958781,298438089,0,356224980,287598399,68626581,139171890,500,14625466,0,0,556014771,528039223,27975549,52825364,-24849816,-62641654,-63596620,-21678097,-18980226,37048219,150,2077240,0,-4.47,-11.44,1.08,적지,적지,0,68.48,255.96,2.42,5.03,1.11,-15.25,-39.03,-4.95,-12.66,-2706,9082,0,0.68,0.16,0,-12.12,0,243.53
