구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,9372443,7481906,1890537,0,8883563,8138339,745224,488880,5000,80000,0,0,18015861,16942349,1073512,951666,121846,98061,89946,920854,-1465807,1200903,0,0,0,0.68,0.50,0,0,0,3.80,91.93,1817.13,0,5.96,0,0,0,0,0,112,611,0,0,0,0,0,5.16,4.83
2011,10408902,7885226,2523676,0,9605417,8998350,607067,803485,5000,100000,0,0,46676633,43680719,2995915,2582214,413701,274715,215294,-38697,-1491619,923807,0,0,0,0.89,0.46,159.09,239.53,139.36,4.73,87.63,1195.47,0,6.42,4.72,64.02,33.32,4.18,2.18,267,803,0,0,0,0,21.46,3.10,2.60
2012,9668639,6534088,3134551,0,7776728,6549821,1226907,1891911,5000,157000,0,0,49879207,46167834,3711373,3086141,625232,947726,800719,-1100255,-622202,1871730,0,0,0,1.25,1.61,6.86,51.13,271.92,5.40,99.76,411.05,0,7.44,4.97,46.39,59.41,6.23,7.98,872,1301,0,0,0,0,17.26,3.98,3.44
2013,9548360,5741922,3806437,0,11024542,7995322,3029220,-1476182,500,2000000,0,0,48891708,47500587,1391122,4080862,-2689740,-4211406,-4187497,-3371212,-1573501,5494587,50,78500,0,-5.50,-8.56,-1.98,적전,적전,0,71.82,완전잠식,1.81,2.85,5.09,-1293.99,-2014.53,-27.99,-43.58,-2694,-738,0,0,0.09,0,-55.68,0,0
2014,11699269,6750809,4948460,0,10699800,7713849,2985951,999469,500,2150000,0,0,39176420,34776962,4399457,3600764,798693,1727617,2175652,555443,259748,-1404429,0,0,0,2.04,5.55,-19.87,흑전,흑전,2.41,87.52,1070.55,0,11.23,3.69,완전잠식,완전잠식,7.52,20.48,1085,465,1.29,3.01,0.07,1.17,16.70,11.13,8.68
2015,15762145,7619146,8142999,0,14227236,12542226,1685010,1534909,500,2150000,0,0,42981762,37273088,5708674,4763673,945001,608645,535888,1231980,-3533138,2718047,0,0,0,2.20,1.25,9.71,18.32,-75.37,2.97,60.75,926.91,0,13.28,3.13,74.57,42.29,6.88,3.90,249,714,9.11,3.18,0.11,5.47,10.07,14.11,10.25
2016,17531505,7699388,9832117,0,14918909,13328451,1590458,2612596,500,2150000,0,0,47613871,41124206,6489665,5055994,1433671,1384545,1077687,3268467,-2481608,-1095920,0,0,0,3.01,2.26,10.78,51.71,101.10,4.51,57.77,571.04,0,13.63,2.86,69.13,51.97,8.61,6.47,501,1215,3.99,1.65,0.09,2.87,12.21,8.29,6.40
2017,17567550,10744613,6822937,0,13986332,11607118,2379214,3581217,500,2150000,0,0,39455154,34779554,4675600,4198922,476679,1257593,1061992,-4491187,5310803,-575905,0,0,0,1.21,2.69,-17.14,-66.75,-1.46,1.63,92.57,390.55,0,11.85,2.25,15.39,34.29,2.72,6.05,0,0,0,0,0,0,4.77,14.16,8.06
2018,23633072,12422141,11210932,0,18674323,11194379,7479944,4958749,500,2150000,0,0,54954965,48815816,6139150,5059405,1079744,1209927,1208945,1690898,-226103,-193812,0,0,0,1.96,2.20,39.28,126.51,13.84,2.01,110.97,376.59,0,11.17,2.67,25.29,28.31,5.24,5.87,0,0,0,0,0,0,9.96,8.79,5.32
