구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,17685829,17587715,98114,0,33189675,30886180,2303495,-15503846,10000000,1275,0,0,46495824,41885180,4610645,1774057,2836587,2702645,2755772,1505973,69171,-1222951,0,0,0,5.93,1.31,16.76,142.05,11.99,56.94,완전잠식,0,9.92,2.63,완전잠식,완전잠식,16.05,15.60,0,0,0,0,0,0,0,0.69,0.69
2017,17651056,17328230,322826,0,35818893,32312094,3506799,-18167837,500,25511637,0,0,45894970,41710703,4184268,1754798,2429470,1192026,1138517,1477625,-69740,-1131143,0,0,0,2.48,110.44,흑전,-94.10,7.96,53.63,완전잠식,0,9.12,3.15,완전잠식,완전잠식,16.67,7.81,0,0,0,0,0,0,0,1.48,1.48
2016,11488245,7218298,4269948,0,29028501,24503930,4524572,-17540256,500,25511637,0,0,21809066,23728125,-1919058,4269138,-6188196,19283300,19283300,-4696922,1938088,2821403,0,0,0,88.42,-48.26,적지,흑전,0,29.46,완전잠식,0,-8.80,1.50,완전잠식,완전잠식,-42.45,132.29,0,0,0,0,0,0,0,0,0
2015,17664502,10003383,7661119,0,65613526,65613526,0,-47949024,500,19148883,0,0,42152848,41963398,189450,6725377,-6535928,-8911483,-8911483,-988124,-1735359,1721956,0,0,0,-21.14,-6.00,적지,적지,0,15.25,완전잠식,0,0.45,2.31,완전잠식,완전잠식,-35.76,-48.76,0,0,0,0,0,0,0,0,0
2014,18889516,10943043,7946472,0,58265497,58204144,61353,-39375981,500,19148883,0,0,44845031,41270644,3574387,5721715,-2147329,-10708656,-10708656,783185,14010685,-14222210,0,0,0,-23.88,-48.36,적지,적지,0,18.80,완전잠식,0,7.97,1.11,완전잠식,완전잠식,-5.31,-26.50,0,0,0,0,0,0,-17.34,0,36.46
2013,61935389,25894024,36041365,0,86825052,34847292,51977760,-24889663,500,19148883,0,0,86834440,85670007,1164433,7233536,-6069103,-8308393,-8308393,7616959,-10798581,-19427,0,0,0,-9.57,-3.79,적전,적전,0,74.31,완전잠식,0,1.34,1.52,완전잠식,완전잠식,-10.64,-14.57,0,0,0,0,0,0,-20.47,0,0
2012,52101943,23635974,28465969,0,70784195,69375734,1408462,-18682253,500,19148883,0,0,90256972,72821621,17435351,6142574,11292777,9627844,9627844,2929379,132066,-701794,0,0,0,10.67,146.11,흑전,흑전,3.35,34.07,완전잠식,0,19.32,1.87,완전잠식,완전잠식,23.37,19.93,0,0,0,0,0,0,36.34,4.68,4.07
2011,44531477,14250679,30280798,0,71837414,17673531,54163883,-27305936,500,19148883,0,0,36673996,43510833,-6836837,5306896,-12143733,-18698166,-19098410,-2384062,-1804895,2733526,0,0,0,-52.08,-4.66,적지,적지,0,80.63,완전잠식,0,-18.64,0.70,완전잠식,완전잠식,-23.04,-36.24,0,0,0,0,0,0,-33.16,0,0
2010,60875860,19912074,40963786,0,67672197,15833467,51838730,-6796336,500,19148883,0,0,38466405,44487632,-6021228,7507145,-13528373,-16382361,-16432249,-10428987,-6340113,14030709,0,0,0,-42.72,35.12,적지,적지,0,125.76,완전잠식,0,-15.65,0.59,완전잠식,완전잠식,-20.63,-25.05,0,0,0,0,0,0,-32.30,0,0
2009,70295595,23325844,46969751,0,66603751,37716246,28887505,3691844,500,15446649,0,0,28468212,30043547,-1575335,6567563,-8142898,-15723278,-15723278,-1547584,-3495584,7395166,0,0,0,-55.23,-55.11,적지,적지,0,61.85,1804.08,0,-5.53,0.37,-89.90,-173.59,-10.46,-20.20,-1913,286,0,2.63,0.22,0,-16.75,0,0
