구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,30109320,12496878,17612442,0,11631711,10855764,775947,18477609,500,7750698,0,0,5015188,4866661,148527,3509106,-3360579,-11411975,-8452127,-3026471,-2019335,6737269,0,0,0,-67.01,-168.53,15.77,적지,적지,0,115.12,62.95,0,2.96,0.17,-17.31,-43.53,-11.25,-28.29,-1064,2210,0,1.32,3.82,0,-86.88,0,0
2010,47453798,16009933,31443865,0,2280749,1667924,612825,45173048,500,21708333,0,0,10037662,6337203,3700459,3518393,182066,-7368099,-7370736,-4198880,-17072226,23792425,0,0,0,1.81,-73.43,0,0,0,0.14,959.87,5.05,0,36.87,0,0,0,0,0,-594,2082,0,1.96,4.56,0,0,489.39,295.07
2011,37656753,20356337,17300415,0,4070963,2338234,1732729,33585790,500,21708333,0,0,5137925,3752650,1385275,6152934,-4767659,-11217874,-11217874,-5550281,7006304,-503000,0,0,0,-92.79,-218.33,-48.81,적전,적지,0,870.59,12.12,0,26.96,0.12,-12.11,-28.49,-11.20,-26.36,-517,1548,0,1.09,7.14,0,-65.90,0,0
2012,47629817,33616847,14012971,0,16891873,15194936,1696937,30737944,500,25604435,0,0,5655633,5128392,527241,7074180,-6546939,-8786534,-8786534,8802722,-6664599,5588689,0,0,0,-115.76,-155.36,10.08,적지,적지,0,221.24,54.95,0,9.32,0.13,-20.36,-27.32,-15.35,-20.60,-394,1201,0,1.46,6.90,0,-584.06,0,0
2013,33708292,18004612,15703680,0,12137848,10048128,2089720,21570443,500,25604435,0,0,6227658,10165077,-3937419,4468389,-8405807,-9499922,-9499922,-13709500,-1127801,2473246,0,0,0,-134.98,-152.54,10.11,적지,적지,0,179.18,56.27,0,-63.22,0.15,-32.14,-36.32,-20.67,-23.36,-371,843,0,1.60,5.55,0,0,0,0
2014,36809243,20653442,16155801,0,11769189,7492202,4276988,25040054,500,27260472,0,0,20935527,15881482,5054045,3686383,1367662,1022077,1022077,-2078452,-2030189,4229884,0,0,0,6.53,4.88,236.17,흑전,흑전,4.00,275.67,47.00,0,24.14,0.59,5.87,4.39,3.88,2.90,40,919,36.39,1.57,1.78,25.46,41.09,29.16,22.07
2015,37507950,16238213,21269737,0,23421256,20405001,3016255,14086694,500,33546383,0,0,7208124,13679030,-6470906,6449697,-12920603,-24722655,-24722655,-15813596,-6342895,27704446,0,0,0,-179.25,-342.98,-65.57,적전,적전,0,79.58,166.27,0,-89.77,0.19,-66.04,-126.37,-34.77,-66.53,-764,420,0,11.08,20.91,0,-235.88,0,0
2016,38963960,18881425,20082535,0,13140309,10039776,3100532,25823652,500,39898147,0,0,4478417,5067958,-589542,8392200,-8981742,-10487455,-10487455,-5905060,-9096125,9748547,0,0,0,-200.56,-234.18,-37.87,적지,적지,0,188.07,50.88,0,-13.16,0.12,-45.01,-52.56,-23.49,-27.43,-278,648,0,5.30,28.89,0,-203.22,0,0
2017,65226072,42965980,22260092,0,35162166,33843387,1318779,30063906,500,46297950,0,0,9629681,6767656,2862025,8094283,-5232258,-13093965,-13093965,-12792576,-23060578,36009213,0,0,0,-54.33,-135.98,115.02,적지,적지,0,126.96,116.96,0,29.72,0.18,-18.72,-46.86,-10.04,-25.13,-322,650,0,3.77,10.33,0,-41.67,0,0
2018,34762104,20765346,13996758,0,13409162,12875911,533251,21352942,500,67017815,0,0,11557270,9216849,2340421,1694106,646315,-37486917,-37486917,-11465031,-8028797,20257011,0,0,0,5.59,-324.36,20.02,흑전,적지,0.27,161.27,62.80,0,20.25,0.23,2.51,-145.82,1.29,-74.98,-625,319,0,2.01,3.33,0,4.71,73.98,54.22
