구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,53418794,31061761,22357033,0,15229781,13675695,1554086,38189013,500,9501280,0,0,55527546,34643511,20884035,13844890,7039145,7329112,5713957,8681220,-8403405,266686,220,1702896,29.80,12.68,10.29,-4.62,35.24,50.41,234.69,227.13,39.88,2.53,37.61,1.16,20.19,16.39,14.68,11.91,601,6009,14.47,1.45,1.49,10.88,32.92,11.74,9.26
2010,68270097,39698805,28571292,0,13367309,11914550,1452759,54902788,500,8677721,0,0,70611259,46058739,24552520,15204405,9348116,10895003,8545352,5179164,-11809473,8085878,260,1991893,23.31,13.24,12.10,0,0,0,124.68,333.20,24.35,3.19,34.77,0,0,0,0,0,956,6327,8.52,1.29,1.03,7.52,0,7.56,6.74
2011,76285866,56516635,19769231,0,16877441,14774458,2102983,59408425,500,8677721,0,0,70690493,46148820,24541673,15604793,8936879,12486367,9706708,4713910,-1444216,-1522207,290,2373000,24.45,12.64,13.73,0.11,-4.40,13.59,220.28,382.53,28.41,3.65,34.72,0.98,15.64,16.98,12.36,13.43,1119,7230,7.10,1.10,0.97,6.49,37.14,7.71,6.99
2012,89386497,69749305,19637192,0,17619710,14363208,3256502,71766787,500,8693471,0,0,72716143,47085604,25630539,16825754,8804785,12147649,10119112,8129084,-11342187,3188894,270,2347000,23.19,12.11,13.92,2.87,-1.48,4.25,597.14,485.61,24.55,2.04,35.25,0.88,13.42,15.43,10.63,12.22,1164,8255,11.38,1.61,1.58,10.32,35.64,13.08,11.71
2013,102806802,77292592,25514211,0,23724763,19422853,4301910,79082039,500,8713471,0,0,83700753,57210306,26490447,17391161,9099287,10734275,8852536,12055681,-10011840,-1475729,260,2263302,25.26,10.87,10.58,15.11,3.34,-12.52,203.46,397.95,30.00,1.77,31.65,0.87,12.06,11.74,9.47,9.21,1031,8991,14.22,1.63,1.52,12.64,33.77,14.11,12.57
2014,119152926,91452366,27700560,0,30686416,25474118,5212298,88466510,500,8790565,0,0,105180653,72849670,32330983,21516007,10814976,12403069,10273772,12725032,-5753321,117359,270,2373453,23.51,10.28,9.77,25.66,18.86,16.05,164.73,359.00,34.69,1.30,30.74,0.95,12.91,12.26,9.74,9.26,1152,9960,17.97,2.08,1.73,15.83,37.25,16.91,15.01
2015,128578862,99405092,29173770,0,31155117,27122240,4032877,97423745,500,8815608,0,0,117801533,80865248,36936286,24634147,12302138,13306778,11013061,6267834,-6977710,-2153300,280,2468370,23.41,10.44,9.35,12.00,13.75,7.20,314.82,366.51,31.98,1.07,31.35,0.95,13.24,11.85,9.93,8.89,1197,10894,21.93,2.41,1.96,18.29,34.92,18.92,16.17
2016,146723092,115320756,31402336,0,47826168,38931949,8894219,98896924,500,8825608,0,0,150281101,106165019,44116081,30559591,13556491,13746663,10964225,-157396,15213124,-6245147,280,2335693,23.37,9.02,7.30,27.57,10.20,-0.44,136.13,296.21,48.36,1.36,29.36,1.09,13.81,11.17,9.85,7.97,1133,11791,18.13,1.74,1.21,14.69,25.42,13.67,11.66
2017,143216791,107736771,35480020,0,38209854,35907328,2302525,105006938,500,8825608,0,0,148934255,101787953,47146302,35917731,11228571,10547764,9151980,3574546,-5922040,-2394504,200,1645361,18.86,7.54,6.14,-0.90,-17.17,-16.53,15.00,300.04,36.39,0.99,31.66,1.03,11.01,8.98,7.75,6.31,989,12564,20.38,1.60,1.19,15.87,16.90,16.32,13.37
2018,164467252,121862010,42605242,0,44347798,38269532,6078266,120119454,500,8828608,0,0,158945065,105202314,53742752,43875943,9866809,6517396,4978427,20470809,-21008600,-1380960,250,2057451,34.10,6.21,3.13,6.72,-12.13,-45.60,9.36,318.43,36.92,1.71,33.81,1.03,8.77,4.42,6.41,3.24,683,13503,21.36,1.08,0.81,14.20,12.57,14.31,10.93
