구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식),영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2009,318936476,153768829,165167647,0,67320270,60920765,6399505,251616206,500,10415000,0,0,253040960,216846541,36194420,21368748,14825671,14308409,13179864,35615911,-41866162,8677500,300,2757500,20.92,5.86,5.21,0.76,-0.79,-18.49,257.04,252.41,26.76,1.63,14.30,0.88,6.22,5.53,5.15,4.58,1265,25847,14.50,0.71,0.76,7.08,8.29,12.89,6.68
2010,388021817,167250012,220771805,0,81036206,73399182,7637025,306985610,500,10415000,0,0,363434728,307756570,55678158,27350842,28327316,35732198,28682977,22720510,-18807026,-283610,300,2812500,9.81,7.79,7.89,0,0,0,42.56,227.86,26.40,1.50,15.32,0,0,0,0,0,2754,31163,7.24,0.64,0.57,4.42,0,7.33,4.45
2011,477379456,244177044,233202412,0,117355789,107534299,9821490,360023667,500,10415000,0,0,458713598,388596295,70117302,27236357,42880945,46607615,36658177,59485117,-55216818,19950371,300,3021000,8.24,9.35,7.99,26.22,51.38,27.80,69.87,227.07,32.60,1.37,15.29,1.06,12.86,10.99,9.91,8.47,3520,34568,6.24,0.63,0.50,3.80,12.46,5.33,3.45
2012,498541217,238067791,260473426,0,102821163,92688536,10132627,395720054,500,10415000,0,0,482862235,403444552,79417683,32284551,47133132,35320678,29907102,44558580,-60215877,-5070316,300,3125000,10.45,9.76,6.19,5.26,9.92,-18.42,134.19,256.85,25.98,1.03,16.45,0.99,12.47,7.91,9.66,6.13,2872,37995,10.13,0.77,0.63,5.22,13.30,6.43,4.03
2013,572070390,270572034,301498357,0,133791709,113886036,19905673,438278681,500,10415000,0,0,566022781,470951681,95071100,42545254,52525846,53330057,43018878,88481409,-77250444,-3653132,350,3645000,8.47,9.28,7.60,17.22,11.44,43.84,328.90,237.58,30.53,0.84,16.80,1.06,12.60,10.32,9.81,8.04,4130,42081,10.05,0.99,0.76,5.73,12.87,8.23,5.09
2014,646696686,281751920,364944766,0,147723989,120143958,27580030,498972698,500,10415000,0,0,604518782,492680317,111838465,43472587,68365879,73420647,57545129,76793055,-80846828,-3479795,450,4686750,8.14,11.31,9.52,6.80,30.16,33.77,143.14,234.51,29.61,0.67,18.50,0.99,14.59,12.28,11.22,9.44,5525,47909,12.22,1.41,1.16,7.55,14.50,10.28,6.77
2015,703874182,320640360,383233823,0,144235793,112919126,31316666,559638390,500,10415000,0,0,661271369,534206015,127065354,44400743,82664611,88050331,68887117,93125718,-64688624,-6525382,600,6249000,9.07,12.50,10.42,9.39,20.92,19.71,188.01,283.96,25.77,0.61,19.22,0.98,15.62,13.01,12.24,10.20,6614,53734,14.85,1.83,1.55,9.26,15.40,12.37,8.23
2016,821786178,427911925,393874253,0,207377151,166766466,40610685,614409027,500,10415000,0,0,714241350,570559404,143681947,53278429,90403518,88556465,67194973,148900593,-106670795,-13010276,700,7290500,10.85,12.66,9.41,8.01,9.36,-2.46,474.26,256.59,33.75,0.89,20.12,0.94,15.40,11.45,11.85,8.81,6452,58993,12.20,1.33,1.15,7.46,16.30,9.07,6.16
2017,875170056,415062554,460107502,0,199607353,155040873,44566480,675562703,500,10415000,0,0,744446391,624227234,120219158,54074145,66145013,64109406,49818087,76711751,-75448246,-12119623,700,7290500,14.63,8.89,6.69,4.23,-26.83,-25.86,411.24,267.71,29.55,1.05,16.15,0.88,10.26,7.72,7.80,5.87,4783,64864,13.99,1.03,0.94,7.05,11.96,10.53,6.05
2018,860534743,418866909,441667834,0,169635830,130175155,39460675,690898913,500,10415000,0,0,746382909,645934005,100448904,54251073,46197831,50792719,39604509,52999034,-65209462,-7194050,700,7290500,18.41,6.19,5.31,0.26,-30.16,-20.50,254.61,321.77,24.55,1.72,13.46,0.86,6.76,5.80,5.32,4.56,3803,66337,10.68,0.61,0.57,4.59,7.50,9.15,4.28
