구분,자산,유동자산,비유동자산,기타자산,부채,유동부채,비유동부채,자본,주당액면가액,발행한주식총수,보통주,우선주,매출액,매출원가,매출총이익,판매비와관리비,영업이익,법인세차감전순이익,당기순이익,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,"DPS(보통주,현금+주식)",배당금(현금+주식),배당성향(현금+주식)      영업이익률,당기순이익률,매출액증가율(전년동기),영업이익증가율(전년동기),당기순이익증가율(전년동기),이자보상배율,유동비율,부채비율,"배당수익률(보통주,현금+주식)",매출총이익률,총자산회전율,ROE(영업이익),ROE(당기순이익),ROA(영업이익),ROA(당기순이익),EPS,BPS,PER,PBR,PSR,PCR,ROIC,EV/EBIT,EV/EBITDA
2018,1061390657,282067258,779323399,0,674513344,496989257,177524087,386877313,5000,25251718,0,0,688070396,540433100,147637295,117846978,29790317,19960713,16608307,20324703,-54083937,28487981,150,3279176,0,2.41,6.32,-9.23,37.05,2.34,56.76,174.35,1.26,21.46,0.66,7.83,4.37,2.86,1.59,660,15345,18.03,0.78,0.44,4.74,3.77,21.88,8.52
2017,1023425233,261463360,761961874,0,649599498,484583030,165016468,373825736,5000,25251718,0,0,647180228,510355329,136824899,104003876,32821023,23065789,12118559,64734219,-30841367,-29803559,0,0,0,1.87,-5.74,-10.89,-2.30,2.58,53.96,173.77,0,21.14,0.63,9.49,3.50,3.22,1.19,484,14826,11.66,0.38,0.22,2.15,2.73,14.13,5.34
2016,1016264029,281790914,734473115,0,698514578,523207039,175307539,317749451,5000,25251718,0,0,686598737,543085224,143513512,106679834,36833678,14784607,12403612,112092332,-18132593,-107451650,0,0,0,1.81,1.16,4.48,흑전,2.03,53.86,219.83,0,20.90,0.66,11.82,3.98,3.53,1.19,502,12611,13.91,0.55,0.26,2.68,4.73,14.26,5.84
2015,1072795123,313727601,759067522,0,767485430,539405364,228080066,305309693,5000,24771872,0,0,678697759,528491337,150206422,114951254,35255168,-33802301,-33989202,122662447,-34575276,-77053404,0,0,0,-5.01,10.59,-20.64,적전,1.35,58.16,251.38,0,22.13,0.62,10.82,-10.43,3.22,-3.11,-1366,12347,0,0.75,0.34,12.63,4.68,18.77,7.58
2014,1115653993,319762210,795891783,0,769014634,512485137,256529497,346639359,5000,24771872,0,0,613706077,468838638,144867440,100441023,44426417,9065811,8241291,51605210,-13220978,-35555750,0,0,0,1.34,2.00,-1.13,145.41,1.22,62.39,221.85,0,23.61,0.54,12.79,2.37,3.93,0.73,343,14010,30.59,0.75,0.42,4.33,5.33,17.80,8.24
2013,1144285222,329283914,815001308,0,796053887,566086288,229967599,348231335,5000,24771872,0,0,601653113,462892505,138760607,93826546,44934062,4445568,3358196,52034703,-84378203,30541771,0,0,0,0.56,10.08,180.81,8.01,1.10,58.17,228.60,0,23.06,0.53,13.27,0.99,3.96,0.30,168,14098,38.03,0.45,0.23,2.47,5.24,15.55,7.19
2012,1122491013,307267970,815223043,0,793732508,505868078,287864430,328758506,5000,20389491,0,0,546544826,452826170,93718656,77717183,16001473,9130208,3109086,11906483,48403978,-57764925,0,0,0,0.57,12.49,흑전,흑전,0.34,60.74,241.43,0,17.15,0.48,4.82,0.94,1.41,0.27,168,16161,28.00,0.29,0.18,1.69,0.63,41.27,9.53
2011,1151105428,265162649,885942779,0,815683532,582988334,232695198,335421896,5000,20389491,0,0,485854401,447252000,38602401,81879845,-43277444,-40141304,-37313754,-7066516,54553610,-48913517,0,0,0,-7.68,-6.90,적지,적지,0,45.48,243.18,0,7.95,0.40,-12.14,-10.46,-3.61,-3.11,-1830,16571,0,0.14,0.10,2.74,-4.35,0,60.60
2010,1248374990,306718592,941656398,0,870680064,492969062,377711002,377694926,5000,20386011,0,0,521857802,485859930,35997872,97450038,-61452166,-100239097,-93509663,-44823669,-29378993,70596217,0,0,0,-17.92,0,0,0,0,62.22,230.52,0,6.90,0,0,0,0,0,-4587,18560,0,0.23,0.17,0,0,0,0
2009,1158234889,294528395,863706494,0,768497755,517713724,250784031,389737134,5000,20386011,0,0,625555312,505207421,120347891,106382729,13965162,15724498,15724498,17417456,69930347,-79115779,0,0,0,2.51,7.49,흑전,흑전,0.30,56.89,197.18,0,19.24,0.51,3.50,3.94,1.15,1.29,725,18785,13.36,0.52,0.32,2.44,1.55,51.94,9.07
